case_id,root_service,fault_type,service_family,rank,top1,top3,top5,avg_at_5,top5_services,root_service_score
dbservice1_memory_1625675230,dbservice1,memory,database,2,0,1,1,0.8,"['mobservice2', 'dbservice1', 'redisservice1', 'dbservice2', 'redisservice2']",255.01477832524066
mobservice2_qr_expired_1625675866,mobservice2,qr_expired,mobile,3,0,1,1,0.6,"['redisservice1', 'dbservice1', 'mobservice2', 'logservice1', 'webservice1']",6.454545454622114
mobservice2_memory_1625676811,mobservice2,memory,mobile,1,1,1,1,1.0,"['mobservice2', 'mobservice1', 'redisservice2', 'dbservice1', 'dbservice2']",250.55072463762903
dbservice1_memory_1625679820,dbservice1,memory,database,10,0,0,0,0.0,"['mobservice2', 'redisservice1', 'dbservice2', 'redisservice2', 'logservice1']",1.1944361361267335
mobservice2_memory_1625680798,mobservice2,memory,mobile,4,0,0,1,0.4,"['mobservice1', 'redisservice2', 'dbservice2', 'mobservice2', 'webservice2']",3.0498122569472392
redisservice2_memory_1625692590,redisservice2,memory,cache,5,0,0,1,0.2,"['dbservice1', 'dbservice2', 'logservice1', 'webservice1', 'redisservice2']",3.4782608695652173
mobservice2_memory_1625692971,mobservice2,memory,mobile,6,0,0,0,0.0,"['dbservice1', 'redisservice1', 'redisservice2', 'webservice1', 'dbservice2']",2.014575782376552
mobservice2_memory_1625697606,mobservice2,memory,mobile,4,0,0,1,0.4,"['redisservice2', 'webservice1', 'dbservice2', 'mobservice2', 'dbservice1']",3.2062802803539254
redisservice1_memory_1625699447,redisservice1,memory,cache,7,0,0,0,0.0,"['mobservice1', 'dbservice2', 'webservice1', 'redisservice2', 'logservice2']",1.92787469265795
mobservice1_memory_1625703099,mobservice1,memory,mobile,6,0,0,0,0.0,"['webservice2', 'logservice1', 'logservice2', 'dbservice1', 'mobservice2']",224.241
dbservice2_memory_1625704892,dbservice2,memory,database,8,0,0,0,0.0,"['dbservice1', 'redisservice2', 'webservice2', 'mobservice1', 'mobservice2']",4.87043979398061
webservice1_file_move_1625706600,webservice1,file_move,web,4,0,0,1,0.4,"['redisservice1', 'mobservice2', 'mobservice1', 'webservice1', 'dbservice2']",21.0
mobservice1_qr_expired_1625711646,mobservice1,qr_expired,mobile,1,1,1,1,1.0,"['mobservice1', 'webservice2', 'redisservice1', 'webservice1', 'dbservice2']",642.8324064171122
dbservice2_memory_1625711897,dbservice2,memory,database,5,0,0,1,0.2,"['mobservice2', 'mobservice1', 'redisservice1', 'redisservice2', 'dbservice2']",18.48961706027225
logservice1_memory_1625715126,logservice1,memory,logging,10,0,0,0,0.0,"['redisservice2', 'webservice1', 'webservice2', 'mobservice1', 'mobservice2']",2.660368270960269
webservice1_memory_1625715729,webservice1,memory,web,6,0,0,0,0.0,"['mobservice2', 'webservice2', 'mobservice1', 'redisservice1', 'dbservice2']",5.1996556846984
dbservice2_memory_1625720058,dbservice2,memory,database,8,0,0,0,0.0,"['redisservice2', 'mobservice2', 'webservice1', 'webservice2', 'logservice1']",2.6666666666666665
mobservice2_qr_expired_1625722797,mobservice2,qr_expired,mobile,10,0,0,0,0.0,"['logservice2', 'redisservice1', 'redisservice2', 'logservice1', 'webservice2']",1.4500053897559357
logservice2_memory_1625732122,logservice2,memory,logging,9,0,0,0,0.0,"['mobservice2', 'mobservice1', 'redisservice2', 'redisservice1', 'webservice1']",1.991537485094434
redisservice2_memory_1625733844,redisservice2,memory,cache,7,0,0,0,0.0,"['dbservice1', 'mobservice2', 'mobservice1', 'redisservice1', 'webservice1']",3.648814281907807
webservice2_memory_1625734162,webservice2,memory,web,8,0,0,0,0.0,"['mobservice1', 'redisservice1', 'mobservice2', 'redisservice2', 'logservice2']",2.4471248246844537
mobservice1_memory_1625735045,mobservice1,memory,mobile,10,0,0,0,0.0,"['dbservice1', 'mobservice2', 'webservice2', 'logservice1', 'logservice2']",2.1808091882703895
logservice1_memory_1625737305,logservice1,memory,logging,9,0,0,0,0.0,"['dbservice1', 'redisservice2', 'mobservice1', 'mobservice2', 'redisservice1']",2.804255168870021
mobservice2_memory_1625738510,mobservice2,memory,mobile,1,1,1,1,1.0,"['mobservice2', 'mobservice1', 'redisservice2', 'dbservice2', 'webservice2']",545.8412698412964
mobservice2_memory_1625742099,mobservice2,memory,mobile,1,1,1,1,1.0,"['mobservice2', 'mobservice1', 'redisservice2', 'redisservice1', 'dbservice1']",224.53913043479704
webservice1_memory_1625744233,webservice1,memory,web,4,0,0,1,0.4,"['redisservice2', 'mobservice1', 'redisservice1', 'webservice1', 'dbservice1']",3.5512311211705567
webservice2_memory_1625744497,webservice2,memory,web,10,0,0,0,0.0,"['mobservice2', 'dbservice2', 'mobservice1', 'dbservice1', 'webservice1']",1.5
webservice2_memory_1625747511,webservice2,memory,web,10,0,0,0,0.0,"['mobservice2', 'mobservice1', 'redisservice2', 'webservice1', 'redisservice1']",1.7252348417608676
redisservice2_memory_1625752669,redisservice2,memory,cache,4,0,0,1,0.4,"['mobservice2', 'mobservice1', 'webservice1', 'redisservice2', 'logservice1']",3.501029908544121
logservice2_memory_1625756295,logservice2,memory,logging,6,0,0,0,0.0,"['mobservice1', 'webservice1', 'webservice2', 'dbservice2', 'redisservice2']",3.690409617652142
mobservice1_qr_expired_1625756698,mobservice1,qr_expired,mobile,8,0,0,0,0.0,"['dbservice1', 'redisservice1', 'redisservice2', 'mobservice2', 'webservice2']",1.9344823115255723
redisservice2_memory_1625768486,redisservice2,memory,cache,5,0,0,1,0.2,"['logservice2', 'mobservice1', 'webservice2', 'webservice1', 'redisservice2']",3.622147900408787
dbservice1_memory_1625768540,dbservice1,memory,database,9,0,0,0,0.0,"['webservice2', 'logservice2', 'mobservice1', 'dbservice2', 'redisservice1']",1.6414775732710642
mobservice2_memory_1625771613,mobservice2,memory,mobile,1,1,1,1,1.0,"['mobservice2', 'mobservice1', 'dbservice1', 'redisservice2', 'webservice2']",364.66197183094613
webservice1_file_move_1625775000,webservice1,file_move,web,4,0,0,1,0.4,"['mobservice1', 'dbservice2', 'redisservice1', 'webservice1', 'mobservice2']",23.333333333333332
webservice2_memory_1625777099,webservice2,memory,web,2,0,1,1,0.8,"['mobservice1', 'webservice2', 'logservice2', 'logservice1', 'webservice1']",27.49366562824507
webservice1_memory_1625777703,webservice1,memory,web,6,0,0,0,0.0,"['mobservice2', 'dbservice1', 'redisservice1', 'mobservice1', 'redisservice2']",3.0
mobservice2_qr_expired_1625778458,mobservice2,qr_expired,mobile,1,1,1,1,1.0,"['mobservice2', 'logservice2', 'redisservice2', 'redisservice1', 'webservice1']",12766.896746910463
dbservice2_memory_1625780540,dbservice2,memory,database,9,0,0,0,0.0,"['redisservice2', 'mobservice2', 'mobservice1', 'redisservice1', 'webservice1']",2.0052440811290198
redisservice2_memory_1625790000,redisservice2,memory,cache,2,0,1,1,0.8,"['dbservice1', 'redisservice2', 'redisservice1', 'mobservice2', 'dbservice2']",79.05538621663817
webservice2_file_move_1625793000,webservice2,file_move,web,3,0,1,1,0.6,"['redisservice2', 'mobservice2', 'webservice2', 'mobservice1', 'webservice1']",24.0
mobservice1_qr_expired_1625794482,mobservice1,qr_expired,mobile,2,0,1,1,0.8,"['dbservice2', 'mobservice1', 'redisservice2', 'webservice1', 'logservice1']",177.37026381581447
logservice2_memory_1625794522,logservice2,memory,logging,8,0,0,0,0.0,"['dbservice2', 'mobservice1', 'dbservice1', 'redisservice1', 'redisservice2']",4.712941176470588
mobservice1_memory_1625804210,mobservice1,memory,mobile,5,0,0,1,0.2,"['redisservice2', 'dbservice2', 'redisservice1', 'mobservice2', 'mobservice1']",24.691235601391302
logservice2_memory_1625804275,logservice2,memory,logging,8,0,0,0,0.0,"['redisservice2', 'dbservice2', 'mobservice2', 'mobservice1', 'webservice1']",5.105691918900005
webservice2_memory_1625806048,webservice2,memory,web,4,0,0,1,0.4,"['mobservice1', 'redisservice2', 'mobservice2', 'webservice2', 'logservice2']",7.479883194690738
redisservice1_memory_1625816205,redisservice1,memory,cache,6,0,0,0,0.0,"['mobservice2', 'dbservice2', 'mobservice1', 'redisservice2', 'logservice1']",3.44557116341208
redisservice2_memory_1625819320,redisservice2,memory,cache,10,0,0,0,0.0,"['dbservice1', 'dbservice2', 'mobservice2', 'webservice1', 'mobservice1']",2.0
webservice1_memory_1625820924,webservice1,memory,web,5,0,0,1,0.2,"['mobservice2', 'mobservice1', 'logservice1', 'redisservice1', 'webservice1']",3.5554590964801434
mobservice2_qr_expired_1625827086,mobservice2,qr_expired,mobile,1,1,1,1,1.0,"['mobservice2', 'webservice2', 'dbservice2', 'redisservice2', 'redisservice1']",487.1904090177133
mobservice1_memory_1625827494,mobservice1,memory,mobile,4,0,0,1,0.4,"['mobservice2', 'dbservice1', 'webservice2', 'mobservice1', 'webservice1']",29.261718896909905
mobservice2_memory_1625831922,mobservice2,memory,mobile,1,1,1,1,1.0,"['mobservice2', 'mobservice1', 'logservice2', 'webservice1', 'webservice2']",282.808743169383
mobservice1_memory_1625832716,mobservice1,memory,mobile,2,0,1,1,0.8,"['webservice2', 'mobservice1', 'dbservice1', 'dbservice2', 'redisservice1']",27.47602955251288
mobservice1_qr_expired_1625841247,mobservice1,qr_expired,mobile,1,1,1,1,1.0,"['mobservice1', 'webservice1', 'logservice1', 'webservice2', 'dbservice1']",548.5307619047619
redisservice2_memory_1625845367,redisservice2,memory,cache,6,0,0,0,0.0,"['dbservice1', 'dbservice2', 'mobservice2', 'mobservice1', 'logservice1']",24.577412116678957
dbservice1_memory_1625849028,dbservice1,memory,database,5,0,0,1,0.2,"['mobservice1', 'dbservice2', 'redisservice2', 'webservice2', 'dbservice1']",7.115245413102932
logservice1_memory_1625855415,logservice1,memory,logging,4,0,0,1,0.4,"['dbservice2', 'redisservice2', 'redisservice1', 'logservice1', 'mobservice2']",62.71563981042599
webservice2_memory_1625856842,webservice2,memory,web,7,0,0,0,0.0,"['mobservice2', 'dbservice1', 'mobservice1', 'redisservice2', 'webservice1']",3.2999289000116914
webservice1_memory_1625860918,webservice1,memory,web,5,0,0,1,0.2,"['mobservice2', 'mobservice1', 'logservice1', 'logservice2', 'webservice1']",5.713311665488248
dbservice1_memory_1625863841,dbservice1,memory,database,7,0,0,0,0.0,"['mobservice1', 'redisservice2', 'webservice1', 'mobservice2', 'redisservice1']",4.382355789092448
dbservice1_memory_1625867158,dbservice1,memory,database,5,0,0,1,0.2,"['mobservice2', 'mobservice1', 'dbservice2', 'logservice1', 'dbservice1']",4.0
dbservice1_memory_1625870624,dbservice1,memory,database,10,0,0,0,0.0,"['dbservice2', 'webservice2', 'redisservice1', 'webservice1', 'mobservice1']",2.6666666666666665
mobservice2_qr_expired_1625871929,mobservice2,qr_expired,mobile,2,0,1,1,0.8,"['webservice2', 'mobservice2', 'webservice1', 'mobservice1', 'logservice1']",484.88462212643685
logservice1_memory_1625874131,logservice1,memory,logging,9,0,0,0,0.0,"['logservice2', 'redisservice2', 'redisservice1', 'mobservice1', 'webservice2']",1.9006222091328637
redisservice2_memory_1625874853,redisservice2,memory,cache,5,0,0,1,0.2,"['dbservice1', 'mobservice1', 'redisservice1', 'dbservice2', 'redisservice2']",57.48908296943282
logservice2_memory_1625880190,logservice2,memory,logging,9,0,0,0,0.0,"['dbservice2', 'dbservice1', 'redisservice2', 'mobservice2', 'webservice2']",1.1428571428571428
webservice1_memory_1625881257,webservice1,memory,web,4,0,0,1,0.4,"['redisservice2', 'logservice2', 'mobservice2', 'webservice1', 'webservice2']",22.091793908662194
redisservice2_memory_1625882839,redisservice2,memory,cache,2,0,1,1,0.8,"['mobservice1', 'redisservice2', 'mobservice2', 'webservice1', 'webservice2']",68.0939597315444
redisservice1_memory_1625882934,redisservice1,memory,cache,5,0,0,1,0.2,"['dbservice2', 'mobservice1', 'mobservice2', 'webservice1', 'redisservice1']",8.985195002519454
mobservice1_qr_expired_1625890187,mobservice1,qr_expired,mobile,2,0,1,1,0.8,"['redisservice1', 'mobservice1', 'webservice2', 'mobservice2', 'logservice2']",371.9173910856338
webservice1_file_move_1625890201,webservice1,file_move,web,6,0,0,0,0.0,"['dbservice1', 'mobservice1', 'logservice1', 'redisservice2', 'redisservice1']",17.2
webservice2_memory_1625890558,webservice2,memory,web,6,0,0,0,0.0,"['mobservice1', 'redisservice2', 'redisservice1', 'mobservice2', 'logservice1']",9.758429288423077
logservice1_memory_1625894863,logservice1,memory,logging,4,0,0,1,0.4,"['mobservice2', 'redisservice2', 'webservice1', 'logservice1', 'redisservice1']",4.145483318227855
webservice2_memory_1625896703,webservice2,memory,web,4,0,0,1,0.4,"['mobservice1', 'mobservice2', 'webservice1', 'webservice2', 'dbservice2']",12.799373747592083
mobservice2_memory_1625898199,mobservice2,memory,mobile,1,1,1,1,1.0,"['mobservice2', 'redisservice2', 'mobservice1', 'dbservice2', 'webservice1']",279.3189189189688
mobservice1_memory_1625901292,mobservice1,memory,mobile,3,0,1,1,0.6,"['dbservice1', 'logservice2', 'mobservice1', 'webservice1', 'webservice2']",38.81873660913971
webservice1_memory_1625903663,webservice1,memory,web,9,0,0,0,0.0,"['dbservice2', 'redisservice2', 'mobservice2', 'webservice2', 'mobservice1']",3.0
dbservice1_memory_1625909033,dbservice1,memory,database,5,0,0,1,0.2,"['mobservice1', 'mobservice2', 'redisservice1', 'webservice2', 'dbservice1']",4.017853662339683
mobservice2_qr_expired_1625913424,mobservice2,qr_expired,mobile,1,1,1,1,1.0,"['mobservice2', 'webservice1', 'redisservice2', 'logservice1', 'mobservice1']",464.34726666666666
dbservice1_memory_1625914032,dbservice1,memory,database,8,0,0,0,0.0,"['mobservice2', 'mobservice1', 'webservice1', 'webservice2', 'logservice1']",1.9949760395733476
logservice2_memory_1625924296,logservice2,memory,logging,4,0,0,1,0.4,"['mobservice1', 'dbservice2', 'redisservice2', 'logservice2', 'dbservice1']",10.033077804851548
mobservice1_qr_expired_1625930412,mobservice1,qr_expired,mobile,2,0,1,1,0.8,"['webservice1', 'mobservice1', 'dbservice2', 'logservice2', 'logservice1']",446.92341666666664
webservice1_file_move_1625933400,webservice1,file_move,web,4,0,0,1,0.4,"['mobservice2', 'dbservice2', 'redisservice1', 'webservice1', 'webservice2']",15.333333333333334
logservice1_memory_1625936756,logservice1,memory,logging,6,0,0,0,0.0,"['mobservice2', 'mobservice1', 'webservice1', 'logservice2', 'redisservice2']",5.333333333333333
mobservice1_memory_1625941772,mobservice1,memory,mobile,3,0,1,1,0.6,"['mobservice2', 'redisservice1', 'mobservice1', 'webservice1', 'redisservice2']",38.70600510432974
redisservice1_memory_1625942635,redisservice1,memory,cache,5,0,0,1,0.2,"['mobservice2', 'dbservice2', 'mobservice1', 'redisservice2', 'redisservice1']",4.516050668054853
dbservice2_memory_1625944726,dbservice2,memory,database,4,0,0,1,0.4,"['mobservice1', 'redisservice1', 'mobservice2', 'dbservice2', 'webservice2']",34.64067079248977
logservice1_memory_1625950367,logservice1,memory,logging,5,0,0,1,0.2,"['mobservice1', 'redisservice1', 'mobservice2', 'dbservice2', 'logservice1']",2.052486610558531
dbservice2_memory_1625953237,dbservice2,memory,database,6,0,0,0,0.0,"['mobservice2', 'mobservice1', 'webservice1', 'redisservice1', 'dbservice1']",3.980095004046054
mobservice2_qr_expired_1625953921,mobservice2,qr_expired,mobile,1,1,1,1,1.0,"['mobservice2', 'webservice1', 'logservice1', 'dbservice1', 'redisservice1']",514.9866856060606
redisservice2_memory_1625954379,redisservice2,memory,cache,2,0,1,1,0.8,"['mobservice2', 'redisservice2', 'mobservice1', 'webservice1', 'dbservice1']",74.7107750472261
webservice1_memory_1625957279,webservice1,memory,web,2,0,1,1,0.8,"['mobservice1', 'webservice1', 'redisservice1', 'mobservice2', 'dbservice1']",6.326806739508693
mobservice1_memory_1625961631,mobservice1,memory,mobile,1,1,1,1,1.0,"['mobservice1', 'redisservice1', 'mobservice2', 'webservice1', 'redisservice2']",167.77346278279302
dbservice1_memory_1625964302,dbservice1,memory,database,2,0,1,1,0.8,"['mobservice1', 'dbservice1', 'redisservice2', 'webservice2', 'logservice1']",30.102347307873615
logservice1_memory_1625967061,logservice1,memory,logging,9,0,0,0,0.0,"['mobservice2', 'mobservice1', 'webservice2', 'redisservice1', 'dbservice2']",1.7142857142857142
mobservice1_qr_expired_1625972156,mobservice1,qr_expired,mobile,3,0,1,1,0.6,"['mobservice2', 'webservice2', 'mobservice1', 'dbservice2', 'webservice1']",7.666666666670195
mobservice1_memory_1625977908,mobservice1,memory,mobile,1,1,1,1,1.0,"['mobservice1', 'redisservice2', 'webservice1', 'redisservice1', 'mobservice2']",99.49049429662065
dbservice2_memory_1625981739,dbservice2,memory,database,9,0,0,0,0.0,"['redisservice1', 'mobservice2', 'mobservice1', 'webservice1', 'redisservice2']",1.4135640131091816
redisservice2_memory_1625985172,redisservice2,memory,cache,5,0,0,1,0.2,"['mobservice2', 'mobservice1', 'logservice2', 'webservice1', 'redisservice2']",8.364444444444445
mobservice2_memory_1625987443,mobservice2,memory,mobile,2,0,1,1,0.8,"['dbservice2', 'mobservice2', 'redisservice2', 'redisservice1', 'dbservice1']",53.13017583790402
dbservice2_memory_1625988716,dbservice2,memory,database,4,0,0,1,0.4,"['mobservice2', 'redisservice2', 'logservice1', 'dbservice2', 'logservice2']",8.192297965032052
mobservice2_qr_expired_1625991677,mobservice2,qr_expired,mobile,1,1,1,1,1.0,"['mobservice2', 'webservice1', 'mobservice1', 'redisservice1', 'redisservice2']",407.8070942760943
webservice1_memory_1625991808,webservice1,memory,web,3,0,1,1,0.6,"['mobservice1', 'mobservice2', 'webservice1', 'redisservice1', 'logservice1']",11.810679115146973
webservice2_memory_1626003242,webservice2,memory,web,6,0,0,0,0.0,"['redisservice2', 'redisservice1', 'mobservice1', 'dbservice1', 'dbservice2']",12.986729135135764
webservice2_memory_1626007446,webservice2,memory,web,10,0,0,0,0.0,"['mobservice2', 'redisservice1', 'webservice1', 'mobservice1', 'redisservice2']",1.7777777777777777
mobservice1_qr_expired_1626008252,mobservice1,qr_expired,mobile,4,0,0,1,0.4,"['dbservice1', 'webservice1', 'dbservice2', 'mobservice1', 'redisservice2']",63.54241241288569
mobservice2_memory_1626009884,mobservice2,memory,mobile,9,0,0,0,0.0,"['redisservice1', 'redisservice2', 'logservice2', 'mobservice1', 'webservice1']",2.5775138758060208
mobservice1_memory_1626011901,mobservice1,memory,mobile,2,0,1,1,0.8,"['dbservice1', 'mobservice1', 'dbservice2', 'redisservice2', 'mobservice2']",109.45
logservice2_memory_1626013929,logservice2,memory,logging,9,0,0,0,0.0,"['redisservice1', 'mobservice2', 'logservice1', 'mobservice1', 'webservice1']",5.142857142857143
redisservice1_memory_1626014952,redisservice1,memory,cache,3,0,1,1,0.6,"['mobservice2', 'webservice1', 'redisservice1', 'dbservice1', 'dbservice2']",4.0
webservice2_memory_1626018521,webservice2,memory,web,10,0,0,0,0.0,"['dbservice2', 'mobservice2', 'mobservice1', 'redisservice1', 'webservice1']",1.8719888061248862
logservice1_memory_1626018993,logservice1,memory,logging,8,0,0,0,0.0,"['redisservice2', 'mobservice1', 'mobservice2', 'webservice1', 'dbservice2']",2.4285714285714284
mobservice1_memory_1626023193,mobservice1,memory,mobile,7,0,0,0,0.0,"['mobservice2', 'dbservice1', 'redisservice1', 'webservice1', 'dbservice2']",2.5940196668673607
mobservice1_memory_1626027400,mobservice1,memory,mobile,10,0,0,0,0.0,"['logservice1', 'mobservice2', 'redisservice1', 'webservice1', 'webservice2']",1.5
mobservice2_qr_expired_1626027488,mobservice2,qr_expired,mobile,2,0,1,1,0.8,"['webservice2', 'mobservice2', 'redisservice2', 'dbservice2', 'logservice2']",385.3033627819549
mobservice2_memory_1626030275,mobservice2,memory,mobile,1,1,1,1,1.0,"['mobservice2', 'redisservice2', 'redisservice1', 'mobservice1', 'webservice1']",610.7023809527705
webservice2_memory_1626030740,webservice2,memory,web,4,0,0,1,0.4,"['dbservice2', 'mobservice2', 'redisservice1', 'webservice2', 'dbservice1']",31.835878994721693
dbservice1_memory_1626032238,dbservice1,memory,database,10,0,0,0,0.0,"['redisservice1', 'mobservice2', 'redisservice2', 'webservice2', 'webservice1']",2.0
mobservice1_qr_expired_1626040718,mobservice1,qr_expired,mobile,9,0,0,0,0.0,"['webservice2', 'dbservice1', 'mobservice2', 'dbservice2', 'redisservice2']",3.0
logservice1_memory_1626043063,logservice1,memory,logging,10,0,0,0,0.0,"['mobservice1', 'redisservice1', 'webservice1', 'redisservice2', 'webservice2']",1.1081906910764534
dbservice2_memory_1626043439,dbservice2,memory,database,4,0,0,1,0.4,"['mobservice2', 'redisservice1', 'webservice1', 'dbservice2', 'dbservice1']",5.948725821307934
redisservice2_memory_1626048164,redisservice2,memory,cache,5,0,0,1,0.2,"['mobservice2', 'webservice2', 'mobservice1', 'redisservice1', 'redisservice2']",26.46315789473684
logservice2_memory_1626050387,logservice2,memory,logging,10,0,0,0,0.0,"['mobservice1', 'logservice1', 'redisservice2', 'webservice1', 'redisservice1']",1.6208118388828097
webservice2_memory_1626052978,webservice2,memory,web,7,0,0,0,0.0,"['mobservice2', 'redisservice2', 'mobservice1', 'webservice1', 'dbservice1']",3.6
dbservice2_memory_1626053581,dbservice2,memory,database,6,0,0,0,0.0,"['mobservice2', 'mobservice1', 'webservice2', 'webservice1', 'dbservice1']",4.03841349156777
mobservice1_memory_1626054650,mobservice1,memory,mobile,3,0,1,1,0.6,"['mobservice2', 'webservice2', 'mobservice1', 'dbservice2', 'redisservice2']",100.04058114411771
mobservice2_qr_expired_1626055588,mobservice2,qr_expired,mobile,1,1,1,1,1.0,"['mobservice2', 'webservice2', 'webservice1', 'dbservice1', 'dbservice2']",286.0573857142857
mobservice2_memory_1626061939,mobservice2,memory,mobile,8,0,0,0,0.0,"['redisservice1', 'dbservice1', 'webservice1', 'dbservice2', 'redisservice2']",3.843029470148118
dbservice2_memory_1626066255,dbservice2,memory,database,5,0,0,1,0.2,"['redisservice1', 'mobservice2', 'mobservice1', 'webservice1', 'dbservice2']",11.301960784313675
logservice1_memory_1626069816,logservice1,memory,logging,9,0,0,0,0.0,"['redisservice1', 'mobservice2', 'webservice1', 'mobservice1', 'dbservice2']",1.7678135298610822
redisservice2_memory_1626074288,redisservice2,memory,cache,4,0,0,1,0.4,"['mobservice2', 'mobservice1', 'redisservice1', 'redisservice2', 'webservice1']",55.103448275862604
mobservice1_qr_expired_1626075193,mobservice1,qr_expired,mobile,1,1,1,1,1.0,"['mobservice1', 'dbservice2', 'redisservice2', 'dbservice1', 'webservice2']",370.0871636363637
logservice1_memory_1626079498,logservice1,memory,logging,7,0,0,0,0.0,"['mobservice2', 'redisservice1', 'redisservice2', 'dbservice2', 'webservice2']",2.0626052889324193
webservice1_memory_1626079674,webservice1,memory,web,8,0,0,0,0.0,"['mobservice2', 'redisservice1', 'redisservice2', 'webservice2', 'dbservice2']",2.4
logservice1_memory_1626086075,logservice1,memory,logging,10,0,0,0,0.0,"['mobservice1', 'mobservice2', 'webservice1', 'redisservice1', 'dbservice1']",0.646298698179367
mobservice2_qr_expired_1626092428,mobservice2,qr_expired,mobile,2,0,1,1,0.8,"['webservice2', 'mobservice2', 'dbservice2', 'dbservice1', 'redisservice1']",344.1614866071428
dbservice2_memory_1626095808,dbservice2,memory,database,6,0,0,0,0.0,"['mobservice1', 'mobservice2', 'redisservice1', 'redisservice2', 'webservice2']",7.306546085375478
redisservice2_memory_1626096553,redisservice2,memory,cache,8,0,0,0,0.0,"['mobservice1', 'logservice1', 'mobservice2', 'dbservice1', 'redisservice1']",2.9834078278691774
webservice2_memory_1626097343,webservice2,memory,web,8,0,0,0,0.0,"['redisservice2', 'redisservice1', 'mobservice2', 'mobservice1', 'webservice1']",3.1925889205601687
logservice2_memory_1626098044,logservice2,memory,logging,9,0,0,0,0.0,"['mobservice2', 'redisservice2', 'mobservice1', 'dbservice2', 'redisservice1']",2.027490070866764
logservice1_memory_1626102559,logservice1,memory,logging,10,0,0,0,0.0,"['redisservice2', 'mobservice2', 'mobservice1', 'dbservice1', 'webservice1']",0.8821582109146874
webservice2_memory_1626104516,webservice2,memory,web,6,0,0,0,0.0,"['redisservice1', 'mobservice1', 'dbservice2', 'logservice2', 'redisservice2']",3.0
logservice1_memory_1626106208,logservice1,memory,logging,10,0,0,0,0.0,"['redisservice2', 'mobservice1', 'redisservice1', 'dbservice1', 'webservice2']",1.0426418474239652
logservice2_memory_1626109759,logservice2,memory,logging,10,0,0,0,0.0,"['logservice1', 'mobservice2', 'dbservice2', 'mobservice1', 'redisservice2']",1.065933775534467
webservice1_memory_1626111467,webservice1,memory,web,10,0,0,0,0.0,"['mobservice2', 'dbservice1', 'redisservice1', 'logservice2', 'webservice2']",1.590709255728885
dbservice1_memory_1626113371,dbservice1,memory,database,5,0,0,1,0.2,"['mobservice1', 'mobservice2', 'redisservice2', 'redisservice1', 'dbservice1']",3.0
mobservice1_qr_expired_1626114894,mobservice1,qr_expired,mobile,4,0,0,1,0.4,"['dbservice1', 'webservice1', 'dbservice2', 'mobservice1', 'logservice1']",7.666666666666667
mobservice1_memory_1626117202,mobservice1,memory,mobile,3,0,1,1,0.6,"['dbservice2', 'mobservice2', 'mobservice1', 'redisservice1', 'dbservice1']",143.06593406602815
logservice1_memory_1626125407,logservice1,memory,logging,10,0,0,0,0.0,"['mobservice2', 'dbservice1', 'mobservice1', 'webservice1', 'webservice2']",1.8783033367846012
mobservice2_qr_expired_1626126195,mobservice2,qr_expired,mobile,1,1,1,1,1.0,"['mobservice2', 'webservice1', 'webservice2', 'dbservice2', 'dbservice1']",406.3562934065934
dbservice2_memory_1626127184,dbservice2,memory,database,8,0,0,0,0.0,"['mobservice1', 'webservice1', 'mobservice2', 'redisservice2', 'redisservice1']",3.6271656271656094
redisservice2_memory_1626127643,redisservice2,memory,cache,3,0,1,1,0.6,"['mobservice2', 'webservice1', 'redisservice2', 'redisservice1', 'dbservice2']",23.188318227593033
mobservice2_memory_1626128366,mobservice2,memory,mobile,2,0,1,1,0.8,"['mobservice1', 'mobservice2', 'dbservice2', 'webservice1', 'redisservice1']",128.13496900210498
mobservice1_memory_1626128984,mobservice1,memory,mobile,2,0,1,1,0.8,"['mobservice2', 'mobservice1', 'redisservice1', 'redisservice2', 'webservice1']",82.08164948869857
dbservice2_memory_1626130474,dbservice2,memory,database,4,0,0,1,0.4,"['mobservice2', 'mobservice1', 'webservice2', 'dbservice2', 'webservice1']",8.53697270471464
redisservice1_memory_1626130579,redisservice1,memory,cache,6,0,0,0,0.0,"['mobservice2', 'mobservice1', 'webservice2', 'webservice1', 'dbservice2']",5.052265983976597
redisservice2_memory_1626131951,redisservice2,memory,cache,6,0,0,0,0.0,"['dbservice1', 'webservice1', 'dbservice2', 'mobservice1', 'redisservice1']",3.7190910349838484
mobservice2_memory_1626132020,mobservice2,memory,mobile,9,0,0,0,0.0,"['dbservice1', 'redisservice1', 'webservice1', 'mobservice1', 'dbservice2']",2.2321564937191822
logservice1_memory_1626139037,logservice1,memory,logging,9,0,0,0,0.0,"['mobservice2', 'redisservice1', 'dbservice1', 'webservice2', 'webservice1']",1.164933695950354
mobservice2_qr_expired_1626148468,mobservice2,qr_expired,mobile,1,1,1,1,1.0,"['mobservice2', 'webservice1', 'dbservice2', 'redisservice2', 'redisservice1']",388.6965642857143
webservice1_file_move_1626149400,webservice1,file_move,web,6,0,0,0,0.0,"['redisservice2', 'mobservice2', 'mobservice1', 'dbservice1', 'webservice2']",12.75
dbservice2_memory_1626157165,dbservice2,memory,database,2,0,1,1,0.8,"['dbservice1', 'dbservice2', 'mobservice1', 'mobservice2', 'redisservice1']",118.32346241457859
