case_id,root_service,fault_type,service_family,budget,policy,rank,top1,top3,top5,avg_at_5,trace_rows_kept,trace_bytes_kept,metric_samples_kept,metric_bytes_kept,minutes_kept,services_kept,combined_reduction
mobservice2_qr_expired_1625675866,mobservice2,qr_expired,mobile,0.25,anchored_service_random_rest,2,0,1,1,0.8,0.0,0.0,24.0,576.0,1,3,0.9948908994145822
mobservice2_qr_expired_1625675866,mobservice2,qr_expired,mobile,0.5,anchored_service_random_rest,3,0,1,1,0.6,72.0,12960.0,40.0,960.0,1,5,0.8765300691857371
mobservice2_memory_1625676811,mobservice2,memory,mobile,0.1,anchored_service_random_rest,1,1,1,1,1.0,0.0,0.0,16.0,384.0,2,1,0.9993771895679253
mobservice2_memory_1625676811,mobservice2,memory,mobile,0.25,anchored_service_random_rest,3,0,1,1,0.6,76.0,13680.0,72.0,1728.0,3,3,0.9750097314130012
mobservice2_memory_1625676811,mobservice2,memory,mobile,0.5,anchored_service_random_rest,1,1,1,1,1.0,315.0,56700.0,240.0,5760.0,6,5,0.8986959906578436
dbservice1_memory_1625679820,dbservice1,memory,database,0.1,anchored_service_random_rest,1,1,1,1,1.0,0.0,0.0,16.0,384.0,2,1,0.9993530125353821
dbservice1_memory_1625679820,dbservice1,memory,database,0.25,anchored_service_random_rest,2,0,1,1,0.8,88.0,15840.0,72.0,1728.0,3,3,0.9704003234937323
dbservice1_memory_1625679820,dbservice1,memory,database,0.5,anchored_service_random_rest,5,0,0,1,0.2,724.0,130320.0,240.0,5760.0,6,5,0.7707238172260412
mobservice2_memory_1625680798,mobservice2,memory,mobile,0.1,anchored_service_random_rest,1,1,1,1,1.0,0.0,0.0,16.0,384.0,2,1,0.9993418346359523
mobservice2_memory_1625680798,mobservice2,memory,mobile,0.25,anchored_service_random_rest,2,0,1,1,0.8,129.0,23220.0,72.0,1728.0,3,3,0.9572398190045249
mobservice2_memory_1625680798,mobservice2,memory,mobile,0.5,anchored_service_random_rest,1,1,1,1,1.0,145.0,26100.0,240.0,5760.0,6,5,0.945392842451666
redisservice2_memory_1625692590,redisservice2,memory,cache,0.1,anchored_service_random_rest,1,1,1,1,1.0,102.0,18360.0,16.0,384.0,2,1,0.9725266027614106
redisservice2_memory_1625692590,redisservice2,memory,cache,0.25,anchored_service_random_rest,2,0,1,1,0.8,245.0,44100.0,72.0,1728.0,3,3,0.9328291267258816
redisservice2_memory_1625692590,redisservice2,memory,cache,0.5,anchored_service_random_rest,3,0,1,1,0.6,1167.0,210060.0,240.0,5760.0,6,5,0.6836689824993405
mobservice2_memory_1625692971,mobservice2,memory,mobile,0.1,anchored_service_random_rest,1,1,1,1,1.0,0.0,0.0,16.0,384.0,2,1,0.9994353771504191
mobservice2_memory_1625692971,mobservice2,memory,mobile,0.25,anchored_service_random_rest,1,1,1,1,1.0,0.0,0.0,72.0,1728.0,3,3,0.9974591971768858
mobservice2_memory_1625692971,mobservice2,memory,mobile,0.5,anchored_service_random_rest,1,1,1,1,1.0,335.0,60300.0,240.0,5760.0,6,5,0.9028672254080282
mobservice2_memory_1625697606,mobservice2,memory,mobile,0.1,anchored_service_random_rest,1,1,1,1,1.0,0.0,0.0,16.0,384.0,2,1,0.9994112235510579
mobservice2_memory_1625697606,mobservice2,memory,mobile,0.25,anchored_service_random_rest,2,0,1,1,0.8,169.0,30420.0,72.0,1728.0,3,3,0.9507083716651334
mobservice2_memory_1625697606,mobservice2,memory,mobile,0.5,anchored_service_random_rest,4,0,0,1,0.4,311.0,55980.0,240.0,5760.0,6,5,0.9053357865685373
redisservice1_memory_1625699447,redisservice1,memory,cache,0.1,anchored_service_random_rest,1,1,1,1,1.0,107.0,19260.0,16.0,384.0,2,1,0.9714185945002183
redisservice1_memory_1625699447,redisservice1,memory,cache,0.25,anchored_service_random_rest,3,0,1,1,0.6,265.0,47700.0,72.0,1728.0,3,3,0.9280838061981668
redisservice1_memory_1625699447,redisservice1,memory,cache,0.5,anchored_service_random_rest,3,0,1,1,0.6,1219.0,219420.0,240.0,5760.0,6,5,0.6723701440419031
mobservice1_memory_1625703099,mobservice1,memory,mobile,0.1,anchored_service_random_rest,1,1,1,1,1.0,59.0,10620.0,16.0,384.0,2,1,0.9902066534949538
mobservice1_memory_1625703099,mobservice1,memory,mobile,0.25,anchored_service_random_rest,1,1,1,1,1.0,258.0,46440.0,72.0,1728.0,3,3,0.9571314145351631
mobservice1_memory_1625703099,mobservice1,memory,mobile,0.5,anchored_service_random_rest,2,0,1,1,0.8,848.0,152640.0,240.0,5760.0,6,5,0.859027073209804
dbservice2_memory_1625704892,dbservice2,memory,database,0.1,anchored_service_random_rest,1,1,1,1,1.0,61.0,10980.0,16.0,384.0,2,1,0.9896338459854415
dbservice2_memory_1625704892,dbservice2,memory,database,0.25,anchored_service_random_rest,3,0,1,1,0.6,235.0,42300.0,72.0,1728.0,3,3,0.9598379946363089
dbservice2_memory_1625704892,dbservice2,memory,database,0.5,anchored_service_random_rest,3,0,1,1,0.6,1457.0,262260.0,240.0,5760.0,6,5,0.7555142028350939
webservice1_file_move_1625706600,webservice1,file_move,web,0.1,anchored_service_random_rest,1,1,1,1,1.0,76.0,13680.0,16.0,384.0,2,1,0.9850500669685567
webservice1_file_move_1625706600,webservice1,file_move,web,0.25,anchored_service_random_rest,3,0,1,1,0.6,407.0,73260.0,72.0,1728.0,3,3,0.920288283691562
webservice1_file_move_1625706600,webservice1,file_move,web,0.5,anchored_service_random_rest,1,1,1,1,1.0,1290.0,232200.0,240.0,5760.0,6,5,0.7470501945277122
mobservice1_qr_expired_1625711646,mobservice1,qr_expired,mobile,0.1,anchored_service_random_rest,1,1,1,1,1.0,17.0,3060.0,8.0,192.0,1,1,0.9571541501976285
mobservice1_qr_expired_1625711646,mobservice1,qr_expired,mobile,0.25,anchored_service_random_rest,3,0,1,1,0.6,50.0,9000.0,24.0,576.0,1,3,0.8738339920948617
mobservice1_qr_expired_1625711646,mobservice1,qr_expired,mobile,0.5,anchored_service_random_rest,5,0,0,1,0.2,146.0,26280.0,40.0,960.0,1,5,0.641106719367589
dbservice2_memory_1625711897,dbservice2,memory,database,0.1,anchored_service_random_rest,1,1,1,1,1.0,48.0,8640.0,16.0,384.0,2,1,0.9908487982963188
dbservice2_memory_1625711897,dbservice2,memory,database,0.25,anchored_service_random_rest,2,0,1,1,0.8,194.0,34920.0,72.0,1728.0,3,3,0.9628354122299969
dbservice2_memory_1625711897,dbservice2,memory,database,0.5,anchored_service_random_rest,2,0,1,1,0.8,749.0,134820.0,240.0,5760.0,6,5,0.8574383936720413
logservice1_memory_1625715126,logservice1,memory,logging,0.1,anchored_service_random_rest,1,1,1,1,1.0,39.0,7020.0,16.0,384.0,2,1,0.9925863622709522
logservice1_memory_1625715126,logservice1,memory,logging,0.25,anchored_service_random_rest,3,0,1,1,0.6,278.0,50040.0,72.0,1728.0,3,3,0.9481646139981976
logservice1_memory_1625715126,logservice1,memory,logging,0.5,anchored_service_random_rest,3,0,1,1,0.6,1502.0,270360.0,240.0,5760.0,6,5,0.7235205767497748
webservice1_memory_1625715729,webservice1,memory,web,0.1,anchored_service_random_rest,1,1,1,1,1.0,46.0,8280.0,16.0,384.0,2,1,0.9911362101773986
webservice1_memory_1625715729,webservice1,memory,web,0.25,anchored_service_random_rest,1,1,1,1,1.0,227.0,40860.0,72.0,1728.0,3,3,0.9564299306365478
webservice1_memory_1625715729,webservice1,memory,web,0.5,anchored_service_random_rest,1,1,1,1,1.0,708.0,127440.0,240.0,5760.0,6,5,0.8637284390154073
dbservice2_memory_1625720058,dbservice2,memory,database,0.1,anchored_service_random_rest,1,1,1,1,1.0,51.0,9180.0,16.0,384.0,2,1,0.9906658078116766
dbservice2_memory_1625720058,dbservice2,memory,database,0.25,anchored_service_random_rest,2,0,1,1,0.8,216.0,38880.0,72.0,1728.0,3,3,0.9603677460912339
dbservice2_memory_1625720058,dbservice2,memory,database,0.5,anchored_service_random_rest,3,0,1,1,0.6,764.0,137520.0,240.0,5760.0,6,5,0.8601627920594952
mobservice2_qr_expired_1625722797,mobservice2,qr_expired,mobile,0.1,anchored_service_random_rest,1,1,1,1,1.0,26.0,4680.0,8.0,192.0,1,1,0.9714887640449438
mobservice2_qr_expired_1625722797,mobservice2,qr_expired,mobile,0.25,anchored_service_random_rest,2,0,1,1,0.8,76.0,13680.0,24.0,576.0,1,3,0.9165730337078651
mobservice2_qr_expired_1625722797,mobservice2,qr_expired,mobile,0.5,anchored_service_random_rest,1,1,1,1,1.0,301.0,54180.0,40.0,960.0,1,5,0.6773174157303371
logservice2_memory_1625732122,logservice2,memory,logging,0.1,anchored_service_random_rest,1,1,1,1,1.0,63.0,11340.0,16.0,384.0,2,1,0.9890868472493717
logservice2_memory_1625732122,logservice2,memory,logging,0.25,anchored_service_random_rest,1,1,1,1,1.0,229.0,41220.0,72.0,1728.0,3,3,0.9600223401284558
logservice2_memory_1625732122,logservice2,memory,logging,0.5,anchored_service_random_rest,1,1,1,1,1.0,826.0,148680.0,240.0,5760.0,6,5,0.8562412733873219
redisservice2_memory_1625733844,redisservice2,memory,cache,0.1,anchored_service_random_rest,1,1,1,1,1.0,95.0,17100.0,16.0,384.0,2,1,0.9834394180495567
redisservice2_memory_1625733844,redisservice2,memory,cache,0.25,anchored_service_random_rest,2,0,1,1,0.8,306.0,55080.0,72.0,1728.0,3,3,0.9461923164355536
redisservice2_memory_1625733844,redisservice2,memory,cache,0.5,anchored_service_random_rest,1,1,1,1,1.0,1234.0,222120.0,240.0,5760.0,6,5,0.7841554898840646
webservice2_memory_1625734162,webservice2,memory,web,0.1,anchored_service_random_rest,1,1,1,1,1.0,48.0,8640.0,16.0,384.0,2,1,0.9913642627468994
webservice2_memory_1625734162,webservice2,memory,web,0.25,anchored_service_random_rest,3,0,1,1,0.6,303.0,54540.0,72.0,1728.0,3,3,0.9461529627928342
webservice2_memory_1625734162,webservice2,memory,web,0.5,anchored_service_random_rest,2,0,1,1,0.8,1357.0,244260.0,240.0,5760.0,6,5,0.7607372531005971
mobservice1_memory_1625735045,mobservice1,memory,mobile,0.1,anchored_service_random_rest,1,1,1,1,1.0,42.0,7560.0,16.0,384.0,2,1,0.9921088078578155
mobservice1_memory_1625735045,mobservice1,memory,mobile,0.25,anchored_service_random_rest,2,0,1,1,0.8,233.0,41940.0,72.0,1728.0,3,3,0.9566222836776292
mobservice1_memory_1625735045,mobservice1,memory,mobile,0.5,anchored_service_random_rest,5,0,0,1,0.2,990.0,178200.0,243.0,5832.0,6,5,0.8171913554493331
logservice1_memory_1625737305,logservice1,memory,logging,0.1,anchored_service_random_rest,1,1,1,1,1.0,40.0,7200.0,16.0,384.0,2,1,0.9915890338035667
logservice1_memory_1625737305,logservice1,memory,logging,0.25,anchored_service_random_rest,2,0,1,1,0.8,264.0,47520.0,72.0,1728.0,3,3,0.945381953686452
logservice1_memory_1625737305,logservice1,memory,logging,0.5,anchored_service_random_rest,2,0,1,1,0.8,1158.0,208440.0,240.0,5760.0,6,5,0.7624434389140271
mobservice2_memory_1625738510,mobservice2,memory,mobile,0.1,anchored_service_random_rest,1,1,1,1,1.0,51.0,9180.0,16.0,384.0,2,1,0.9881855914616069
mobservice2_memory_1625738510,mobservice2,memory,mobile,0.25,anchored_service_random_rest,3,0,1,1,0.6,257.0,46260.0,72.0,1728.0,3,3,0.9407204269196561
mobservice2_memory_1625738510,mobservice2,memory,mobile,0.5,anchored_service_random_rest,1,1,1,1,1.0,828.0,149040.0,240.0,5760.0,6,5,0.808775570708568
mobservice2_memory_1625742099,mobservice2,memory,mobile,0.1,anchored_service_random_rest,1,1,1,1,1.0,53.0,9540.0,16.0,384.0,2,1,0.9894265805791728
mobservice2_memory_1625742099,mobservice2,memory,mobile,0.25,anchored_service_random_rest,3,0,1,1,0.6,291.0,52380.0,72.0,1728.0,3,3,0.9423512114044621
mobservice2_memory_1625742099,mobservice2,memory,mobile,0.5,anchored_service_random_rest,3,0,1,1,0.6,679.0,122220.0,240.0,5760.0,6,5,0.8636450808668414
webservice1_memory_1625744233,webservice1,memory,web,0.1,anchored_service_random_rest,1,1,1,1,1.0,46.0,8280.0,16.0,384.0,2,1,0.989813769751693
webservice1_memory_1625744233,webservice1,memory,web,0.25,anchored_service_random_rest,2,0,1,1,0.8,191.0,34380.0,72.0,1728.0,3,3,0.9575479683972912
webservice1_memory_1625744233,webservice1,memory,web,0.5,anchored_service_random_rest,3,0,1,1,0.6,623.0,112140.0,240.0,5760.0,6,5,0.8613854401805869
webservice2_memory_1625744497,webservice2,memory,web,0.1,anchored_service_random_rest,1,1,1,1,1.0,36.0,6480.0,16.0,384.0,2,1,0.99209726443769
webservice2_memory_1625744497,webservice2,memory,web,0.25,anchored_service_random_rest,3,0,1,1,0.6,191.0,34380.0,72.0,1728.0,3,3,0.9584277424702956
webservice2_memory_1625744497,webservice2,memory,web,0.5,anchored_service_random_rest,3,0,1,1,0.6,962.0,173160.0,240.0,5760.0,6,5,0.7940038684719536
webservice2_memory_1625747511,webservice2,memory,web,0.1,anchored_service_random_rest,1,1,1,1,1.0,46.0,8280.0,16.0,384.0,2,1,0.9915782106613787
webservice2_memory_1625747511,webservice2,memory,web,0.25,anchored_service_random_rest,3,0,1,1,0.6,241.0,43380.0,72.0,1728.0,3,3,0.9561530386095882
webservice2_memory_1625747511,webservice2,memory,web,0.5,anchored_service_random_rest,4,0,0,1,0.4,1078.0,194040.0,240.0,5760.0,6,5,0.8057856059722384
redisservice2_memory_1625752669,redisservice2,memory,cache,0.1,anchored_service_random_rest,1,1,1,1,1.0,99.0,17820.0,16.0,384.0,2,1,0.9822645700590401
redisservice2_memory_1625752669,redisservice2,memory,cache,0.25,anchored_service_random_rest,3,0,1,1,0.6,310.0,55800.0,72.0,1728.0,3,3,0.9439527678728006
redisservice2_memory_1625752669,redisservice2,memory,cache,0.5,anchored_service_random_rest,5,0,0,1,0.2,1680.0,302400.0,240.0,5760.0,6,5,0.6997720231484188
logservice2_memory_1625756295,logservice2,memory,logging,0.1,anchored_service_random_rest,1,1,1,1,1.0,53.0,9540.0,16.0,384.0,2,1,0.9903449886171268
logservice2_memory_1625756295,logservice2,memory,logging,0.25,anchored_service_random_rest,3,0,1,1,0.6,274.0,49320.0,72.0,1728.0,3,3,0.9503356488237698
logservice2_memory_1625756295,logservice2,memory,logging,0.5,anchored_service_random_rest,3,0,1,1,0.6,1297.0,233460.0,240.0,5760.0,6,5,0.7672640242834627
mobservice1_qr_expired_1625756698,mobservice1,qr_expired,mobile,0.1,anchored_service_random_rest,1,1,1,1,1.0,26.0,4680.0,8.0,192.0,1,1,0.971638141809291
mobservice1_qr_expired_1625756698,mobservice1,qr_expired,mobile,0.25,anchored_service_random_rest,2,0,1,1,0.8,62.0,11160.0,24.0,576.0,1,3,0.9316800558854349
mobservice1_qr_expired_1625756698,mobservice1,qr_expired,mobile,0.5,anchored_service_random_rest,5,0,0,1,0.2,190.0,34200.0,40.0,960.0,1,5,0.7953195948305973
redisservice2_memory_1625768486,redisservice2,memory,cache,0.1,anchored_service_random_rest,1,1,1,1,1.0,45.0,8100.0,16.0,384.0,2,1,0.9910330395078952
redisservice2_memory_1625768486,redisservice2,memory,cache,0.25,anchored_service_random_rest,2,0,1,1,0.8,275.0,49500.0,72.0,1728.0,3,3,0.945855793011605
redisservice2_memory_1625768486,redisservice2,memory,cache,0.5,anchored_service_random_rest,3,0,1,1,0.6,1311.0,235980.0,240.0,5760.0,6,5,0.7444986999809753
dbservice1_memory_1625768540,dbservice1,memory,database,0.1,anchored_service_random_rest,1,1,1,1,1.0,35.0,6300.0,16.0,384.0,2,1,0.992946242005952
dbservice1_memory_1625768540,dbservice1,memory,database,0.25,anchored_service_random_rest,2,0,1,1,0.8,186.0,33480.0,72.0,1728.0,3,3,0.9628442981067562
dbservice1_memory_1625768540,dbservice1,memory,database,0.5,anchored_service_random_rest,4,0,0,1,0.4,1020.0,183600.0,240.0,5760.0,6,5,0.8001646298993225
mobservice2_memory_1625771613,mobservice2,memory,mobile,0.1,anchored_service_random_rest,1,1,1,1,1.0,32.0,5760.0,16.0,384.0,2,1,0.9923917081506799
mobservice2_memory_1625771613,mobservice2,memory,mobile,0.25,anchored_service_random_rest,1,1,1,1,1.0,181.0,32580.0,72.0,1728.0,3,3,0.9575154171929564
mobservice2_memory_1625771613,mobservice2,memory,mobile,0.5,anchored_service_random_rest,1,1,1,1,1.0,1045.0,188100.0,240.0,5760.0,6,5,0.7599375882309236
webservice1_file_move_1625775000,webservice1,file_move,web,0.1,anchored_service_random_rest,1,1,1,1,1.0,67.0,12060.0,16.0,384.0,2,1,0.9843566148740384
webservice1_file_move_1625775000,webservice1,file_move,web,0.25,anchored_service_random_rest,3,0,1,1,0.6,179.0,32220.0,72.0,1728.0,3,3,0.9573238799215568
webservice1_file_move_1625775000,webservice1,file_move,web,0.5,anchored_service_random_rest,2,0,1,1,0.8,1122.0,201960.0,240.0,5760.0,6,5,0.7388746417257506
webservice2_memory_1625777099,webservice2,memory,web,0.1,anchored_service_random_rest,1,1,1,1,1.0,53.0,9540.0,16.0,384.0,2,1,0.9894447989789407
webservice2_memory_1625777099,webservice2,memory,web,0.25,anchored_service_random_rest,1,1,1,1,1.0,267.0,48060.0,72.0,1728.0,3,3,0.9470453095086152
webservice2_memory_1625777099,webservice2,memory,web,0.5,anchored_service_random_rest,1,1,1,1,1.0,967.0,174060.0,240.0,5760.0,6,5,0.8087428206764518
webservice1_memory_1625777703,webservice1,memory,web,0.1,anchored_service_random_rest,1,1,1,1,1.0,53.0,9540.0,16.0,384.0,2,1,0.989442777813238
webservice1_memory_1625777703,webservice1,memory,web,0.25,anchored_service_random_rest,2,0,1,1,0.8,294.0,52920.0,72.0,1728.0,3,3,0.9418650667007085
webservice1_memory_1625777703,webservice1,memory,web,0.5,anchored_service_random_rest,5,0,0,1,0.2,1093.0,196740.0,240.0,5760.0,6,5,0.7845790515095423
mobservice2_qr_expired_1625778458,mobservice2,qr_expired,mobile,0.1,anchored_service_random_rest,1,1,1,1,1.0,26.0,4680.0,8.0,192.0,1,1,0.9733158067696353
mobservice2_qr_expired_1625778458,mobservice2,qr_expired,mobile,0.25,anchored_service_random_rest,1,1,1,1,1.0,59.0,10620.0,24.0,576.0,1,3,0.9386789352612553
mobservice2_qr_expired_1625778458,mobservice2,qr_expired,mobile,0.5,anchored_service_random_rest,2,0,1,1,0.8,160.0,28800.0,40.0,960.0,1,5,0.8370029576076241
dbservice2_memory_1625780540,dbservice2,memory,database,0.1,anchored_service_random_rest,1,1,1,1,1.0,48.0,8640.0,16.0,384.0,2,1,0.9907525823905559
dbservice2_memory_1625780540,dbservice2,memory,database,0.25,anchored_service_random_rest,3,0,1,1,0.6,211.0,37980.0,72.0,1728.0,3,3,0.9593089030988686
dbservice2_memory_1625780540,dbservice2,memory,database,0.5,anchored_service_random_rest,3,0,1,1,0.6,733.0,131940.0,240.0,5760.0,6,5,0.8588908017707821
redisservice2_memory_1625790000,redisservice2,memory,cache,0.1,anchored_service_random_rest,1,1,1,1,1.0,46.0,8280.0,16.0,384.0,2,1,0.9910321699167806
redisservice2_memory_1625790000,redisservice2,memory,cache,0.25,anchored_service_random_rest,1,1,1,1,1.0,222.0,39960.0,72.0,1728.0,3,3,0.9568500807353124
redisservice2_memory_1625790000,redisservice2,memory,cache,0.5,anchored_service_random_rest,1,1,1,1,1.0,1175.0,211500.0,240.0,5760.0,6,5,0.7751211029685754
webservice2_file_move_1625793000,webservice2,file_move,web,0.1,anchored_service_random_rest,1,1,1,1,1.0,75.0,13500.0,16.0,384.0,2,1,0.9841495992876225
webservice2_file_move_1625793000,webservice2,file_move,web,0.25,anchored_service_random_rest,1,1,1,1,1.0,223.0,40140.0,72.0,1728.0,3,3,0.9522022056305226
webservice2_file_move_1625793000,webservice2,file_move,web,0.5,anchored_service_random_rest,1,1,1,1,1.0,977.0,175860.0,240.0,5760.0,6,5,0.792657031303514
mobservice1_qr_expired_1625794482,mobservice1,qr_expired,mobile,0.1,anchored_service_random_rest,1,1,1,1,1.0,20.0,3600.0,8.0,192.0,1,1,0.9782892476812092
mobservice1_qr_expired_1625794482,mobservice1,qr_expired,mobile,0.25,anchored_service_random_rest,3,0,1,1,0.6,67.0,12060.0,24.0,576.0,1,3,0.9276537272414977
mobservice1_qr_expired_1625794482,mobservice1,qr_expired,mobile,0.5,anchored_service_random_rest,4,0,0,1,0.4,102.0,18360.0,40.0,960.0,1,5,0.889385091034009
logservice2_memory_1625794522,logservice2,memory,logging,0.1,anchored_service_random_rest,1,1,1,1,1.0,41.0,7380.0,16.0,384.0,2,1,0.99229257251772
logservice2_memory_1625794522,logservice2,memory,logging,0.25,anchored_service_random_rest,1,1,1,1,1.0,233.0,41940.0,72.0,1728.0,3,3,0.9566501876228483
logservice2_memory_1625794522,logservice2,memory,logging,0.5,anchored_service_random_rest,4,0,0,1,0.4,1086.0,195480.0,240.0,5760.0,6,5,0.8002263386741318
mobservice1_memory_1625804210,mobservice1,memory,mobile,0.1,anchored_service_random_rest,1,1,1,1,1.0,39.0,7020.0,16.0,384.0,2,1,0.9922860536350566
mobservice1_memory_1625804210,mobservice1,memory,mobile,0.25,anchored_service_random_rest,1,1,1,1,1.0,204.0,36720.0,72.0,1728.0,3,3,0.9599424892167281
mobservice1_memory_1625804210,mobservice1,memory,mobile,0.5,anchored_service_random_rest,2,0,1,1,0.8,985.0,177300.0,240.0,5760.0,6,5,0.8092767393886353
logservice2_memory_1625804275,logservice2,memory,logging,0.1,anchored_service_random_rest,1,1,1,1,1.0,58.0,10440.0,16.0,384.0,2,1,0.9888068499100329
logservice2_memory_1625804275,logservice2,memory,logging,0.25,anchored_service_random_rest,2,0,1,1,0.8,202.0,36360.0,72.0,1728.0,3,3,0.960613017310914
logservice2_memory_1625804275,logservice2,memory,logging,0.5,anchored_service_random_rest,3,0,1,1,0.6,953.0,171540.0,240.0,5760.0,6,5,0.8166532233045852
webservice2_memory_1625806048,webservice2,memory,web,0.1,anchored_service_random_rest,1,1,1,1,1.0,52.0,9360.0,16.0,384.0,2,1,0.9902168674698795
webservice2_memory_1625806048,webservice2,memory,web,0.25,anchored_service_random_rest,2,0,1,1,0.8,205.0,36900.0,72.0,1728.0,3,3,0.9612168674698796
webservice2_memory_1625806048,webservice2,memory,web,0.5,anchored_service_random_rest,4,0,0,1,0.4,702.0,126360.0,240.0,5760.0,6,5,0.8673493975903614
redisservice1_memory_1625816205,redisservice1,memory,cache,0.1,anchored_service_random_rest,1,1,1,1,1.0,88.0,15840.0,16.0,384.0,2,1,0.9842129845866417
redisservice1_memory_1625816205,redisservice1,memory,cache,0.25,anchored_service_random_rest,2,0,1,1,0.8,287.0,51660.0,72.0,1728.0,3,3,0.9480499766464269
redisservice1_memory_1625816205,redisservice1,memory,cache,0.5,anchored_service_random_rest,2,0,1,1,0.8,1501.0,270180.0,240.0,5760.0,6,5,0.7314922933208781
redisservice2_memory_1625819320,redisservice2,memory,cache,0.1,anchored_service_random_rest,1,1,1,1,1.0,101.0,18180.0,16.0,384.0,2,1,0.9814586204830107
redisservice2_memory_1625819320,redisservice2,memory,cache,0.25,anchored_service_random_rest,2,0,1,1,0.8,303.0,54540.0,72.0,1728.0,3,3,0.9438005633127584
redisservice2_memory_1625819320,redisservice2,memory,cache,0.5,anchored_service_random_rest,4,0,0,1,0.4,965.0,173700.0,240.0,5760.0,6,5,0.8207586744172111
webservice1_memory_1625820924,webservice1,memory,web,0.1,anchored_service_random_rest,1,1,1,1,1.0,49.0,8820.0,16.0,384.0,2,1,0.9909886623979323
webservice1_memory_1625820924,webservice1,memory,web,0.25,anchored_service_random_rest,2,0,1,1,0.8,267.0,48060.0,72.0,1728.0,3,3,0.9512541855137168
webservice1_memory_1625820924,webservice1,memory,web,0.5,anchored_service_random_rest,2,0,1,1,0.8,1064.0,191520.0,240.0,5760.0,6,5,0.8068495564824062
mobservice2_qr_expired_1625827086,mobservice2,qr_expired,mobile,0.1,anchored_service_random_rest,1,1,1,1,1.0,23.0,4140.0,8.0,192.0,1,1,0.9472992700729927
mobservice2_qr_expired_1625827086,mobservice2,qr_expired,mobile,0.25,anchored_service_random_rest,3,0,1,1,0.6,94.0,16920.0,24.0,576.0,1,3,0.7871532846715328
mobservice2_qr_expired_1625827086,mobservice2,qr_expired,mobile,0.5,anchored_service_random_rest,5,0,0,1,0.2,174.0,31320.0,40.0,960.0,1,5,0.6072992700729927
mobservice1_memory_1625827494,mobservice1,memory,mobile,0.1,anchored_service_random_rest,1,1,1,1,1.0,53.0,9540.0,16.0,384.0,2,1,0.9893817808307119
mobservice1_memory_1625827494,mobservice1,memory,mobile,0.25,anchored_service_random_rest,1,1,1,1,1.0,229.0,41220.0,72.0,1728.0,3,3,0.9540476343326699
mobservice1_memory_1625827494,mobservice1,memory,mobile,0.5,anchored_service_random_rest,1,1,1,1,1.0,1098.0,197640.0,240.0,5760.0,6,5,0.7823714450792836
mobservice2_memory_1625831922,mobservice2,memory,mobile,0.1,anchored_service_random_rest,1,1,1,1,1.0,52.0,9360.0,16.0,384.0,2,1,0.9897964312641367
mobservice2_memory_1625831922,mobservice2,memory,mobile,0.25,anchored_service_random_rest,1,1,1,1,1.0,294.0,52920.0,72.0,1728.0,3,3,0.9427745664739884
mobservice2_memory_1625831922,mobservice2,memory,mobile,0.5,anchored_service_random_rest,2,0,1,1,0.8,695.0,125100.0,240.0,5760.0,6,5,0.8629680824327721
mobservice1_memory_1625832716,mobservice1,memory,mobile,0.1,anchored_service_random_rest,1,1,1,1,1.0,50.0,9000.0,16.0,384.0,2,1,0.9907897061421589
mobservice1_memory_1625832716,mobservice1,memory,mobile,0.25,anchored_service_random_rest,2,0,1,1,0.8,316.0,56880.0,72.0,1728.0,3,3,0.942476885931335
mobservice1_memory_1625832716,mobservice1,memory,mobile,0.5,anchored_service_random_rest,2,0,1,1,0.8,1023.0,184140.0,240.0,5760.0,6,5,0.8136152170072434
mobservice1_qr_expired_1625841247,mobservice1,qr_expired,mobile,0.1,anchored_service_random_rest,1,1,1,1,1.0,21.0,3780.0,8.0,192.0,1,1,0.9500377358490566
mobservice1_qr_expired_1625841247,mobservice1,qr_expired,mobile,0.25,anchored_service_random_rest,3,0,1,1,0.6,83.0,14940.0,24.0,576.0,1,3,0.8048301886792453
mobservice1_qr_expired_1625841247,mobservice1,qr_expired,mobile,0.5,anchored_service_random_rest,5,0,0,1,0.2,145.0,26100.0,40.0,960.0,1,5,0.659622641509434
redisservice2_memory_1625845367,redisservice2,memory,cache,0.1,anchored_service_random_rest,1,1,1,1,1.0,86.0,15480.0,16.0,384.0,2,1,0.9833122948750316
redisservice2_memory_1625845367,redisservice2,memory,cache,0.25,anchored_service_random_rest,2,0,1,1,0.8,255.0,45900.0,72.0,1728.0,3,3,0.9498990154001514
redisservice2_memory_1625845367,redisservice2,memory,cache,0.5,anchored_service_random_rest,4,0,0,1,0.4,1027.0,184860.0,240.0,5760.0,6,5,0.7994824539257763
dbservice1_memory_1625849028,dbservice1,memory,database,0.1,anchored_service_random_rest,1,1,1,1,1.0,46.0,8280.0,16.0,384.0,2,1,0.990546025926411
dbservice1_memory_1625849028,dbservice1,memory,database,0.25,anchored_service_random_rest,2,0,1,1,0.8,215.0,38700.0,72.0,1728.0,3,3,0.9558858190388896
dbservice1_memory_1625849028,dbservice1,memory,database,0.5,anchored_service_random_rest,1,1,1,1,1.0,1261.0,226980.0,240.0,5760.0,6,5,0.7460390205578107
logservice1_memory_1625855415,logservice1,memory,logging,0.1,anchored_service_random_rest,1,1,1,1,1.0,51.0,9180.0,16.0,384.0,2,1,0.9905361277682123
