dataset,service,fault,instance,budget,policy,seed,top1,top3,top5,avg5,full_trace_count,full_anomalous_trace_count,kept_trace_count,kept_anomalous_trace_count,full_anomalous_span_count,kept_anomalous_span_count,total_reduction,post_injection_trace_reduction,post_injection_span_reduction,top5_services
RE2-OB,emailservice,disk,1,0.1,random,2032,0.0,1.0,1.0,0.8,23535,11729,12982,1173,193242,19178,0.4483960059485872,0.8999914741239663,0.9007565643079661,"['checkoutservice', 'emailservice', 'frontendservice', 'currencyservice', 'productcatalogservice']"
RE2-OB,emailservice,disk,1,0.1,random,2033,0.0,1.0,1.0,0.8,23535,11729,12982,1173,193242,20049,0.4483960059485872,0.8999914741239663,0.8962492625826683,"['checkoutservice', 'emailservice', 'frontendservice', 'currencyservice', 'productcatalogservice']"
RE2-OB,emailservice,disk,1,0.1,random,2034,0.0,0.0,0.0,0.0,23535,11729,12982,1173,193242,18852,0.4483960059485872,0.8999914741239663,0.9024435681684106,"['checkoutservice', 'frontendservice', 'currencyservice', 'paymentservice', 'productcatalogservice']"
RE2-OB,emailservice,disk,1,0.1,random,2035,0.0,1.0,1.0,0.8,23535,11729,12982,1173,193242,20484,0.4483960059485872,0.8999914741239663,0.8939981991492533,"['checkoutservice', 'emailservice', 'frontendservice', 'currencyservice', 'productcatalogservice']"
RE2-OB,emailservice,disk,1,0.1,service_aware_abnormality,-1,0.0,0.0,1.0,0.4,23535,11729,12982,1173,193242,30565,0.4483960059485872,0.8999914741239663,0.8418304509371669,"['checkoutservice', 'frontendservice', 'currencyservice', 'emailservice', 'productcatalogservice']"
RE2-OB,emailservice,disk,1,0.25,abnormality_service_diversity,-1,0.0,1.0,1.0,0.6,23535,11729,14740,2932,193242,79905,0.37369874654769497,0.7500213146900844,0.5865029341447512,"['checkoutservice', 'frontendservice', 'emailservice', 'currencyservice', 'productcatalogservice']"
RE2-OB,emailservice,disk,1,0.25,abnormality_topk,-1,0.0,1.0,1.0,0.6,23535,11729,14740,2932,193242,79905,0.37369874654769497,0.7500213146900844,0.5865029341447512,"['checkoutservice', 'frontendservice', 'emailservice', 'currencyservice', 'productcatalogservice']"
RE2-OB,emailservice,disk,1,0.25,coverage_aware,-1,0.0,1.0,1.0,0.8,23535,11729,14740,2932,193242,81558,0.37369874654769497,0.7500213146900844,0.5779488930977738,"['checkoutservice', 'emailservice', 'frontendservice', 'currencyservice', 'productcatalogservice']"
RE2-OB,emailservice,disk,1,0.25,early_window,-1,0.0,1.0,1.0,0.8,23535,11729,14738,2932,193242,48571,0.37378372636498836,0.7500213146900844,0.7486519493691848,"['checkoutservice', 'emailservice', 'frontendservice', 'currencyservice', 'paymentservice']"
RE2-OB,emailservice,disk,1,0.25,hybrid_abnormality_latency,-1,0.0,1.0,1.0,0.6,23535,11729,14741,2932,193242,81331,0.3736562566390482,0.7500213146900844,0.5791235859699237,"['checkoutservice', 'frontendservice', 'emailservice', 'currencyservice', 'productcatalogservice']"
RE2-OB,emailservice,disk,1,0.25,late_window,-1,0.0,1.0,1.0,0.8,23535,11729,14741,2932,193242,47597,0.3736562566390482,0.7500213146900844,0.7536922615166475,"['checkoutservice', 'emailservice', 'frontendservice', 'currencyservice', 'paymentservice']"
RE2-OB,emailservice,disk,1,0.25,latency_service_diversity,-1,0.0,1.0,1.0,0.6,23535,11729,14740,2932,193242,81907,0.37369874654769497,0.7500213146900844,0.5761428674925742,"['checkoutservice', 'frontendservice', 'emailservice', 'currencyservice', 'productcatalogservice']"
RE2-OB,emailservice,disk,1,0.25,latency_topk,-1,0.0,1.0,1.0,0.6,23535,11729,14740,2932,193242,82030,0.37369874654769497,0.7500213146900844,0.5755063599010567,"['checkoutservice', 'frontendservice', 'emailservice', 'currencyservice', 'productcatalogservice']"
RE2-OB,emailservice,disk,1,0.25,random,2026,0.0,1.0,1.0,0.8,23535,11729,14741,2932,193242,47774,0.3736562566390482,0.7500213146900844,0.7527763115678786,"['checkoutservice', 'emailservice', 'frontendservice', 'currencyservice', 'paymentservice']"
RE2-OB,emailservice,disk,1,0.25,random,2027,0.0,1.0,1.0,0.8,23535,11729,14740,2932,193242,48807,0.37369874654769497,0.7500213146900844,0.7474306827708261,"['checkoutservice', 'emailservice', 'frontendservice', 'currencyservice', 'paymentservice']"
RE2-OB,emailservice,disk,1,0.25,random,2028,0.0,1.0,1.0,0.8,23535,11729,14741,2932,193242,48723,0.3736562566390482,0.7500213146900844,0.7478653708821064,"['checkoutservice', 'emailservice', 'frontendservice', 'currencyservice', 'productcatalogservice']"
RE2-OB,emailservice,disk,1,0.25,random,2029,0.0,1.0,1.0,0.8,23535,11729,14741,2932,193242,47251,0.3736562566390482,0.7500213146900844,0.7554827625464444,"['checkoutservice', 'emailservice', 'frontendservice', 'currencyservice', 'productcatalogservice']"
RE2-OB,emailservice,disk,1,0.25,random,2030,0.0,1.0,1.0,0.8,23535,11729,14741,2932,193242,47856,0.3736562566390482,0.7500213146900844,0.7523519731735338,"['checkoutservice', 'emailservice', 'frontendservice', 'currencyservice', 'productcatalogservice']"
RE2-OB,emailservice,disk,1,0.25,random,2031,0.0,1.0,1.0,0.8,23535,11729,14740,2932,193242,48052,0.37369874654769497,0.7500213146900844,0.75133770091388,"['checkoutservice', 'emailservice', 'frontendservice', 'currencyservice', 'paymentservice']"
RE2-OB,emailservice,disk,1,0.25,random,2032,0.0,1.0,1.0,0.8,23535,11729,14740,2932,193242,47712,0.37369874654769497,0.7500213146900844,0.7530971527928711,"['checkoutservice', 'emailservice', 'frontendservice', 'currencyservice', 'productcatalogservice']"
RE2-OB,emailservice,disk,1,0.25,random,2033,0.0,1.0,1.0,0.8,23535,11729,14741,2932,193242,49846,0.3736562566390482,0.7500213146900844,0.742054004822968,"['checkoutservice', 'emailservice', 'frontendservice', 'currencyservice', 'productcatalogservice']"
RE2-OB,emailservice,disk,1,0.25,random,2034,0.0,0.0,1.0,0.4,23535,11729,14739,2932,193242,48090,0.3737412364563416,0.7500213146900844,0.7511410562921104,"['checkoutservice', 'frontendservice', 'currencyservice', 'emailservice', 'productcatalogservice']"
RE2-OB,emailservice,disk,1,0.25,random,2035,0.0,1.0,1.0,0.8,23535,11729,14741,2932,193242,49070,0.3736562566390482,0.7500213146900844,0.7460696949938419,"['checkoutservice', 'emailservice', 'frontendservice', 'currencyservice', 'paymentservice']"
RE2-OB,emailservice,disk,1,0.25,service_aware_abnormality,-1,0.0,1.0,1.0,0.6,23535,11729,14740,2932,193242,79905,0.37369874654769497,0.7500213146900844,0.5865029341447512,"['checkoutservice', 'frontendservice', 'emailservice', 'currencyservice', 'productcatalogservice']"
RE2-OB,emailservice,disk,1,0.5,abnormality_service_diversity,-1,0.0,1.0,1.0,0.8,23535,11729,17670,5864,193242,148702,0.24920331421287445,0.5000426293801687,0.23048819614783533,"['checkoutservice', 'emailservice', 'frontendservice', 'currencyservice', 'productcatalogservice']"
RE2-OB,emailservice,disk,1,0.5,abnormality_topk,-1,0.0,1.0,1.0,0.8,23535,11729,17670,5864,193242,148702,0.24920331421287445,0.5000426293801687,0.23048819614783533,"['checkoutservice', 'emailservice', 'frontendservice', 'currencyservice', 'productcatalogservice']"
RE2-OB,emailservice,disk,1,0.5,coverage_aware,-1,0.0,1.0,1.0,0.8,23535,11729,17671,5864,193242,149721,0.2491608243042277,0.5000426293801687,0.22521501536932964,"['checkoutservice', 'emailservice', 'frontendservice', 'currencyservice', 'paymentservice']"
RE2-OB,emailservice,disk,1,0.5,early_window,-1,0.0,1.0,1.0,0.8,23535,11729,17670,5864,193242,97386,0.24920331421287445,0.5000426293801687,0.49604123327227,"['checkoutservice', 'emailservice', 'frontendservice', 'currencyservice', 'paymentservice']"
RE2-OB,emailservice,disk,1,0.5,hybrid_abnormality_latency,-1,0.0,1.0,1.0,0.8,23535,11729,17670,5864,193242,150444,0.24920331421287445,0.5000426293801687,0.22147359269723976,"['checkoutservice', 'emailservice', 'frontendservice', 'currencyservice', 'productcatalogservice']"
RE2-OB,emailservice,disk,1,0.5,late_window,-1,0.0,1.0,1.0,0.8,23535,11729,17673,5864,193242,95827,0.24907584448693432,0.5000426293801687,0.504108837623291,"['checkoutservice', 'emailservice', 'frontendservice', 'currencyservice', 'productcatalogservice']"
RE2-OB,emailservice,disk,1,0.5,latency_service_diversity,-1,0.0,1.0,1.0,0.8,23535,11729,17670,5864,193242,149623,0.24920331421287445,0.5000426293801687,0.22572215149915653,"['checkoutservice', 'emailservice', 'frontendservice', 'currencyservice', 'productcatalogservice']"
RE2-OB,emailservice,disk,1,0.5,latency_topk,-1,0.0,1.0,1.0,0.8,23535,11729,17670,5864,193242,149732,0.24920331421287445,0.5000426293801687,0.22515809192618585,"['checkoutservice', 'emailservice', 'frontendservice', 'currencyservice', 'productcatalogservice']"
RE2-OB,emailservice,disk,1,0.5,random,2026,0.0,1.0,1.0,0.8,23535,11729,17673,5864,193242,95941,0.24907584448693432,0.5000426293801687,0.5035189037579821,"['checkoutservice', 'emailservice', 'frontendservice', 'currencyservice', 'productcatalogservice']"
RE2-OB,emailservice,disk,1,0.5,random,2027,0.0,1.0,1.0,0.8,23535,11729,17670,5864,193242,96946,0.24920331421287445,0.5000426293801687,0.4983181709980232,"['checkoutservice', 'emailservice', 'frontendservice', 'currencyservice', 'productcatalogservice']"
RE2-OB,emailservice,disk,1,0.5,random,2028,0.0,1.0,1.0,0.8,23535,11729,17672,5864,193242,97038,0.24911833439558106,0.5000426293801687,0.4978420840190021,"['checkoutservice', 'emailservice', 'frontendservice', 'currencyservice', 'productcatalogservice']"
RE2-OB,emailservice,disk,1,0.5,random,2029,0.0,1.0,1.0,0.8,23535,11729,17673,5864,193242,95623,0.24907584448693432,0.5000426293801687,0.5051645087506857,"['checkoutservice', 'emailservice', 'frontendservice', 'currencyservice', 'productcatalogservice']"
RE2-OB,emailservice,disk,1,0.5,random,2030,0.0,1.0,1.0,0.8,23535,11729,17673,5864,193242,96537,0.24907584448693432,0.5000426293801687,0.5004346881112802,"['checkoutservice', 'emailservice', 'frontendservice', 'currencyservice', 'productcatalogservice']"
RE2-OB,emailservice,disk,1,0.5,random,2031,0.0,1.0,1.0,0.8,23535,11729,17672,5864,193242,96376,0.24911833439558106,0.5000426293801687,0.5012678403245672,"['checkoutservice', 'emailservice', 'frontendservice', 'currencyservice', 'paymentservice']"
RE2-OB,emailservice,disk,1,0.5,random,2032,0.0,1.0,1.0,0.8,23535,11729,17671,5864,193242,96144,0.2491608243042277,0.5000426293801687,0.5024684074890552,"['checkoutservice', 'emailservice', 'frontendservice', 'currencyservice', 'productcatalogservice']"
RE2-OB,emailservice,disk,1,0.5,random,2033,0.0,1.0,1.0,0.8,23535,11729,17672,5864,193242,98323,0.24911833439558106,0.5000426293801687,0.4911923908881092,"['checkoutservice', 'emailservice', 'frontendservice', 'currencyservice', 'paymentservice']"
RE2-OB,emailservice,disk,1,0.5,random,2034,0.0,1.0,1.0,0.8,23535,11729,17671,5864,193242,95984,0.2491608243042277,0.5000426293801687,0.5032963848438745,"['checkoutservice', 'emailservice', 'frontendservice', 'currencyservice', 'productcatalogservice']"
RE2-OB,emailservice,disk,1,0.5,random,2035,0.0,1.0,1.0,0.8,23535,11729,17672,5864,193242,97093,0.24911833439558106,0.5000426293801687,0.49755746680328294,"['checkoutservice', 'emailservice', 'frontendservice', 'currencyservice', 'productcatalogservice']"
RE2-OB,emailservice,disk,1,0.5,service_aware_abnormality,-1,0.0,1.0,1.0,0.8,23535,11729,17670,5864,193242,148702,0.24920331421287445,0.5000426293801687,0.23048819614783533,"['checkoutservice', 'emailservice', 'frontendservice', 'currencyservice', 'productcatalogservice']"
RE2-OB,emailservice,disk,1,1.0,abnormality_service_diversity,-1,0.0,1.0,1.0,0.8,23535,11729,23535,11729,193242,193242,0.0,0.0,0.0,"['checkoutservice', 'emailservice', 'frontendservice', 'currencyservice', 'productcatalogservice']"
RE2-OB,emailservice,disk,1,1.0,abnormality_topk,-1,0.0,1.0,1.0,0.8,23535,11729,23535,11729,193242,193242,0.0,0.0,0.0,"['checkoutservice', 'emailservice', 'frontendservice', 'currencyservice', 'productcatalogservice']"
RE2-OB,emailservice,disk,1,1.0,coverage_aware,-1,0.0,1.0,1.0,0.8,23535,11729,23535,11729,193242,193242,0.0,0.0,0.0,"['checkoutservice', 'emailservice', 'frontendservice', 'currencyservice', 'productcatalogservice']"
RE2-OB,emailservice,disk,1,1.0,early_window,-1,0.0,1.0,1.0,0.8,23535,11729,23535,11729,193242,193242,0.0,0.0,0.0,"['checkoutservice', 'emailservice', 'frontendservice', 'currencyservice', 'productcatalogservice']"
RE2-OB,emailservice,disk,1,1.0,hybrid_abnormality_latency,-1,0.0,1.0,1.0,0.8,23535,11729,23535,11729,193242,193242,0.0,0.0,0.0,"['checkoutservice', 'emailservice', 'frontendservice', 'currencyservice', 'productcatalogservice']"
RE2-OB,emailservice,disk,1,1.0,late_window,-1,0.0,1.0,1.0,0.8,23535,11729,23535,11729,193242,193242,0.0,0.0,0.0,"['checkoutservice', 'emailservice', 'frontendservice', 'currencyservice', 'productcatalogservice']"
RE2-OB,emailservice,disk,1,1.0,latency_service_diversity,-1,0.0,1.0,1.0,0.8,23535,11729,23535,11729,193242,193242,0.0,0.0,0.0,"['checkoutservice', 'emailservice', 'frontendservice', 'currencyservice', 'productcatalogservice']"
RE2-OB,emailservice,disk,1,1.0,latency_topk,-1,0.0,1.0,1.0,0.8,23535,11729,23535,11729,193242,193242,0.0,0.0,0.0,"['checkoutservice', 'emailservice', 'frontendservice', 'currencyservice', 'productcatalogservice']"
RE2-OB,emailservice,disk,1,1.0,random,2026,0.0,1.0,1.0,0.8,23535,11729,23535,11729,193242,193242,0.0,0.0,0.0,"['checkoutservice', 'emailservice', 'frontendservice', 'currencyservice', 'productcatalogservice']"
RE2-OB,emailservice,disk,1,1.0,random,2027,0.0,1.0,1.0,0.8,23535,11729,23535,11729,193242,193242,0.0,0.0,0.0,"['checkoutservice', 'emailservice', 'frontendservice', 'currencyservice', 'productcatalogservice']"
RE2-OB,emailservice,disk,1,1.0,random,2028,0.0,1.0,1.0,0.8,23535,11729,23535,11729,193242,193242,0.0,0.0,0.0,"['checkoutservice', 'emailservice', 'frontendservice', 'currencyservice', 'productcatalogservice']"
RE2-OB,emailservice,disk,1,1.0,random,2029,0.0,1.0,1.0,0.8,23535,11729,23535,11729,193242,193242,0.0,0.0,0.0,"['checkoutservice', 'emailservice', 'frontendservice', 'currencyservice', 'productcatalogservice']"
RE2-OB,emailservice,disk,1,1.0,random,2030,0.0,1.0,1.0,0.8,23535,11729,23535,11729,193242,193242,0.0,0.0,0.0,"['checkoutservice', 'emailservice', 'frontendservice', 'currencyservice', 'productcatalogservice']"
RE2-OB,emailservice,disk,1,1.0,random,2031,0.0,1.0,1.0,0.8,23535,11729,23535,11729,193242,193242,0.0,0.0,0.0,"['checkoutservice', 'emailservice', 'frontendservice', 'currencyservice', 'productcatalogservice']"
RE2-OB,emailservice,disk,1,1.0,random,2032,0.0,1.0,1.0,0.8,23535,11729,23535,11729,193242,193242,0.0,0.0,0.0,"['checkoutservice', 'emailservice', 'frontendservice', 'currencyservice', 'productcatalogservice']"
RE2-OB,emailservice,disk,1,1.0,random,2033,0.0,1.0,1.0,0.8,23535,11729,23535,11729,193242,193242,0.0,0.0,0.0,"['checkoutservice', 'emailservice', 'frontendservice', 'currencyservice', 'productcatalogservice']"
RE2-OB,emailservice,disk,1,1.0,random,2034,0.0,1.0,1.0,0.8,23535,11729,23535,11729,193242,193242,0.0,0.0,0.0,"['checkoutservice', 'emailservice', 'frontendservice', 'currencyservice', 'productcatalogservice']"
RE2-OB,emailservice,disk,1,1.0,random,2035,0.0,1.0,1.0,0.8,23535,11729,23535,11729,193242,193242,0.0,0.0,0.0,"['checkoutservice', 'emailservice', 'frontendservice', 'currencyservice', 'productcatalogservice']"
RE2-OB,emailservice,disk,1,1.0,service_aware_abnormality,-1,0.0,1.0,1.0,0.8,23535,11729,23535,11729,193242,193242,0.0,0.0,0.0,"['checkoutservice', 'emailservice', 'frontendservice', 'currencyservice', 'productcatalogservice']"
RE2-OB,emailservice,disk,2,0.05,abnormality_service_diversity,-1,0.0,1.0,1.0,0.6,24906,12533,13000,627,205733,17295,0.47803742070183897,0.9499720737253651,0.9159347309376716,"['checkoutservice', 'frontendservice', 'emailservice', 'currencyservice', 'productcatalogservice']"
RE2-OB,emailservice,disk,2,0.05,abnormality_topk,-1,0.0,1.0,1.0,0.6,24906,12533,13000,627,205733,17401,0.47803742070183897,0.9499720737253651,0.9154195000315943,"['checkoutservice', 'frontendservice', 'emailservice', 'currencyservice', 'productcatalogservice']"
RE2-OB,emailservice,disk,2,0.05,coverage_aware,-1,0.0,1.0,1.0,0.6,24906,12533,13000,627,205733,18779,0.47803742070183897,0.9499720737253651,0.9087214982525895,"['checkoutservice', 'frontendservice', 'emailservice', 'currencyservice', 'productcatalogservice']"
RE2-OB,emailservice,disk,2,0.05,early_window,-1,0.0,1.0,1.0,0.6,24906,12533,13000,627,205733,10317,0.47803742070183897,0.9499720737253651,0.9498524786981184,"['checkoutservice', 'frontendservice', 'emailservice', 'productcatalogservice', 'currencyservice']"
RE2-OB,emailservice,disk,2,0.05,hybrid_abnormality_latency,-1,0.0,1.0,1.0,0.6,24906,12533,13000,627,205733,18579,0.47803742070183897,0.9499720737253651,0.909693632037641,"['checkoutservice', 'frontendservice', 'emailservice', 'currencyservice', 'productcatalogservice']"
RE2-OB,emailservice,disk,2,0.05,late_window,-1,0.0,1.0,1.0,0.8,24906,12533,13000,627,205733,10518,0.47803742070183897,0.9499720737253651,0.9488754842441417,"['checkoutservice', 'emailservice', 'frontendservice', 'paymentservice', 'currencyservice']"
RE2-OB,emailservice,disk,2,0.05,latency_service_diversity,-1,0.0,1.0,1.0,0.6,24906,12533,13000,627,205733,18626,0.47803742070183897,0.9499720737253651,0.909465180598154,"['frontendservice', 'checkoutservice', 'emailservice', 'currencyservice', 'productcatalogservice']"
RE2-OB,emailservice,disk,2,0.05,latency_topk,-1,0.0,1.0,1.0,0.6,24906,12533,13000,627,205733,18765,0.47803742070183897,0.9499720737253651,0.9087895476175432,"['frontendservice', 'checkoutservice', 'emailservice', 'currencyservice', 'productcatalogservice']"
RE2-OB,emailservice,disk,2,0.05,random,2026,0.0,1.0,1.0,0.6,24906,12533,13000,627,205733,10244,0.47803742070183897,0.9499720737253651,0.9502073075296622,"['checkoutservice', 'frontendservice', 'emailservice', 'paymentservice', 'productcatalogservice']"
RE2-OB,emailservice,disk,2,0.05,random,2027,0.0,1.0,1.0,0.6,24906,12533,13000,627,205733,10022,0.47803742070183897,0.9499720737253651,0.9512863760310694,"['checkoutservice', 'frontendservice', 'emailservice', 'recommendationservice', 'productcatalogservice']"
RE2-OB,emailservice,disk,2,0.05,random,2028,0.0,1.0,1.0,0.6,24906,12533,13000,627,205733,10610,0.47803742070183897,0.9499720737253651,0.948428302703018,"['checkoutservice', 'frontendservice', 'emailservice', 'productcatalogservice', 'currencyservice']"
RE2-OB,emailservice,disk,2,0.05,random,2029,0.0,1.0,1.0,0.8,24906,12533,13000,627,205733,9931,0.47803742070183897,0.9499720737253651,0.9517286969032678,"['checkoutservice', 'emailservice', 'frontendservice', 'recommendationservice', 'paymentservice']"
RE2-OB,emailservice,disk,2,0.05,random,2030,0.0,1.0,1.0,0.6,24906,12533,13000,627,205733,10399,0.47803742070183897,0.9499720737253651,0.9494539038462473,"['checkoutservice', 'frontendservice', 'emailservice', 'recommendationservice', 'paymentservice']"
RE2-OB,emailservice,disk,2,0.05,random,2031,0.0,1.0,1.0,0.6,24906,12533,13000,627,205733,10572,0.47803742070183897,0.9499720737253651,0.9486130081221777,"['checkoutservice', 'frontendservice', 'emailservice', 'paymentservice', 'productcatalogservice']"
RE2-OB,emailservice,disk,2,0.05,random,2032,0.0,1.0,1.0,0.6,24906,12533,13000,627,205733,10805,0.47803742070183897,0.9499720737253651,0.9474804722625928,"['checkoutservice', 'frontendservice', 'emailservice', 'recommendationservice', 'currencyservice']"
RE2-OB,emailservice,disk,2,0.05,random,2033,0.0,1.0,1.0,0.6,24906,12533,13000,627,205733,10397,0.47803742070183897,0.9499720737253651,0.9494636251840979,"['checkoutservice', 'frontendservice', 'emailservice', 'currencyservice', 'productcatalogservice']"
RE2-OB,emailservice,disk,2,0.05,random,2034,0.0,0.0,0.0,0.0,24906,12533,13000,627,205733,10118,0.47803742070183897,0.9499720737253651,0.9508197518142447,"['checkoutservice', 'frontendservice', 'recommendationservice', 'currencyservice', 'productcatalogservice']"
RE2-OB,emailservice,disk,2,0.05,random,2035,0.0,1.0,1.0,0.6,24906,12533,13000,627,205733,9920,0.47803742070183897,0.9499720737253651,0.9517821642614457,"['checkoutservice', 'frontendservice', 'emailservice', 'productcatalogservice', 'paymentservice']"
RE2-OB,emailservice,disk,2,0.05,service_aware_abnormality,-1,0.0,1.0,1.0,0.6,24906,12533,13000,627,205733,17401,0.47803742070183897,0.9499720737253651,0.9154195000315943,"['checkoutservice', 'frontendservice', 'emailservice', 'currencyservice', 'productcatalogservice']"
RE2-OB,emailservice,disk,2,0.1,abnormality_service_diversity,-1,0.0,1.0,1.0,0.6,24906,12533,13626,1253,205733,33331,0.4529029149602506,0.90002393680683,0.8379890440522425,"['frontendservice', 'checkoutservice', 'emailservice', 'currencyservice', 'productcatalogservice']"
RE2-OB,emailservice,disk,2,0.1,abnormality_topk,-1,0.0,1.0,1.0,0.6,24906,12533,13626,1253,205733,33437,0.4529029149602506,0.90002393680683,0.8374738131461652,"['frontendservice', 'checkoutservice', 'emailservice', 'currencyservice', 'productcatalogservice']"
RE2-OB,emailservice,disk,2,0.1,coverage_aware,-1,0.0,1.0,1.0,0.6,24906,12533,13626,1253,205733,35263,0.4529029149602506,0.90002393680683,0.828598231688645,"['frontendservice', 'checkoutservice', 'emailservice', 'currencyservice', 'productcatalogservice']"
RE2-OB,emailservice,disk,2,0.1,early_window,-1,0.0,1.0,1.0,0.6,24906,12533,13626,1253,205733,20524,0.4529029149602506,0.90002393680683,0.9002396309780152,"['checkoutservice', 'frontendservice', 'emailservice', 'productcatalogservice', 'currencyservice']"
RE2-OB,emailservice,disk,2,0.1,hybrid_abnormality_latency,-1,0.0,1.0,1.0,0.6,24906,12533,13626,1253,205733,35547,0.4529029149602506,0.90002393680683,0.8272178017138718,"['frontendservice', 'checkoutservice', 'emailservice', 'currencyservice', 'productcatalogservice']"
RE2-OB,emailservice,disk,2,0.1,late_window,-1,0.0,1.0,1.0,0.6,24906,12533,13626,1253,205733,20445,0.4529029149602506,0.90002393680683,0.9006236238231106,"['checkoutservice', 'frontendservice', 'emailservice', 'paymentservice', 'currencyservice']"
RE2-OB,emailservice,disk,2,0.1,latency_service_diversity,-1,0.0,1.0,1.0,0.6,24906,12533,13626,1253,205733,36357,0.4529029149602506,0.90002393680683,0.8232806598844133,"['frontendservice', 'checkoutservice', 'emailservice', 'currencyservice', 'productcatalogservice']"
RE2-OB,emailservice,disk,2,0.1,latency_topk,-1,0.0,1.0,1.0,0.6,24906,12533,13626,1253,205733,36508,0.4529029149602506,0.90002393680683,0.8225466988766994,"['frontendservice', 'checkoutservice', 'emailservice', 'currencyservice', 'productcatalogservice']"
RE2-OB,emailservice,disk,2,0.1,random,2026,0.0,1.0,1.0,0.6,24906,12533,13626,1253,205733,20491,0.4529029149602506,0.90002393680683,0.9004000330525487,"['checkoutservice', 'frontendservice', 'emailservice', 'paymentservice', 'currencyservice']"
RE2-OB,emailservice,disk,2,0.1,random,2027,0.0,1.0,1.0,0.6,24906,12533,13626,1253,205733,20494,0.4529029149602506,0.90002393680683,0.9003854510457729,"['checkoutservice', 'frontendservice', 'emailservice', 'recommendationservice', 'productcatalogservice']"
RE2-OB,emailservice,disk,2,0.1,random,2028,0.0,1.0,1.0,0.6,24906,12533,13626,1253,205733,20742,0.4529029149602506,0.90002393680683,0.8991800051523091,"['checkoutservice', 'frontendservice', 'emailservice', 'paymentservice', 'productcatalogservice']"
RE2-OB,emailservice,disk,2,0.1,random,2029,0.0,1.0,1.0,0.6,24906,12533,13626,1253,205733,20170,0.4529029149602506,0.90002393680683,0.9019603077775563,"['checkoutservice', 'frontendservice', 'emailservice', 'recommendationservice', 'paymentservice']"
RE2-OB,emailservice,disk,2,0.1,random,2030,0.0,1.0,1.0,0.8,24906,12533,13626,1253,205733,19983,0.4529029149602506,0.90002393680683,0.9028692528665795,"['checkoutservice', 'emailservice', 'frontendservice', 'paymentservice', 'recommendationservice']"
RE2-OB,emailservice,disk,2,0.1,random,2031,0.0,1.0,1.0,0.6,24906,12533,13626,1253,205733,20513,0.4529029149602506,0.90002393680683,0.900293098336193,"['checkoutservice', 'frontendservice', 'emailservice', 'productcatalogservice', 'paymentservice']"
RE2-OB,emailservice,disk,2,0.1,random,2032,0.0,1.0,1.0,0.6,24906,12533,13626,1253,205733,21001,0.4529029149602506,0.90002393680683,0.8979210919006674,"['checkoutservice', 'frontendservice', 'emailservice', 'paymentservice', 'productcatalogservice']"
RE2-OB,emailservice,disk,2,0.1,random,2033,0.0,1.0,1.0,0.6,24906,12533,13626,1253,205733,20450,0.4529029149602506,0.90002393680683,0.9005993204784842,"['checkoutservice', 'frontendservice', 'emailservice', 'productcatalogservice', 'currencyservice']"
RE2-OB,emailservice,disk,2,0.1,random,2034,0.0,1.0,1.0,0.6,24906,12533,13626,1253,205733,20498,0.4529029149602506,0.90002393680683,0.9003660083700719,"['checkoutservice', 'frontendservice', 'emailservice', 'paymentservice', 'currencyservice']"
RE2-OB,emailservice,disk,2,0.1,random,2035,0.0,1.0,1.0,0.6,24906,12533,13626,1253,205733,20199,0.4529029149602506,0.90002393680683,0.9018193483787239,"['checkoutservice', 'frontendservice', 'emailservice', 'productcatalogservice', 'currencyservice']"
RE2-OB,emailservice,disk,2,0.1,service_aware_abnormality,-1,0.0,1.0,1.0,0.6,24906,12533,13626,1253,205733,33437,0.4529029149602506,0.90002393680683,0.8374738131461652,"['frontendservice', 'checkoutservice', 'emailservice', 'currencyservice', 'productcatalogservice']"
RE2-OB,emailservice,disk,2,0.25,abnormality_service_diversity,-1,0.0,1.0,1.0,0.6,24906,12533,15506,3133,205733,81942,0.3774190958002088,0.750019947339025,0.6017070669265504,"['checkoutservice', 'frontendservice', 'emailservice', 'productcatalogservice', 'currencyservice']"
RE2-OB,emailservice,disk,2,0.25,abnormality_topk,-1,0.0,1.0,1.0,0.6,24906,12533,15506,3133,205733,81942,0.3774190958002088,0.750019947339025,0.6017070669265504,"['checkoutservice', 'frontendservice', 'emailservice', 'productcatalogservice', 'currencyservice']"
RE2-OB,emailservice,disk,2,0.25,coverage_aware,-1,0.0,1.0,1.0,0.6,24906,12533,15506,3133,205733,86177,0.3774190958002088,0.750019947339025,0.581122134028085,"['checkoutservice', 'frontendservice', 'emailservice', 'productcatalogservice', 'currencyservice']"
RE2-OB,emailservice,disk,2,0.25,early_window,-1,0.0,1.0,1.0,0.6,24906,12533,15506,3133,205733,51931,0.3774190958002088,0.750019947339025,0.7475806020424531,"['checkoutservice', 'frontendservice', 'emailservice', 'productcatalogservice', 'currencyservice']"
RE2-OB,emailservice,disk,2,0.25,hybrid_abnormality_latency,-1,0.0,1.0,1.0,0.6,24906,12533,15506,3133,205733,84824,0.3774190958002088,0.750019947339025,0.5876986190839584,"['frontendservice', 'checkoutservice', 'emailservice', 'productcatalogservice', 'currencyservice']"
RE2-OB,emailservice,disk,2,0.25,late_window,-1,0.0,1.0,1.0,0.6,24906,12533,15506,3133,205733,51227,0.3774190958002088,0.750019947339025,0.7510025129658344,"['checkoutservice', 'frontendservice', 'emailservice', 'paymentservice', 'productcatalogservice']"
