case_id,root_service,fault_type,service_family,budget,policy,rank,top1,top3,top5,avg_at_5,trace_rows_kept,trace_bytes_kept,metric_samples_kept,metric_bytes_kept,minutes_kept,services_kept
logservice1_memory_1625894863,logservice1,memory,logging,0.5,single_budget_random,999,0,0,0,0.0,2107.0,379260.0,240.0,5760.0,6,5
webservice2_memory_1625896703,webservice2,memory,web,0.5,single_budget_random,3,0,1,1,0.6,1018.0,183240.0,240.0,5760.0,6,5
mobservice2_memory_1625898199,mobservice2,memory,mobile,0.5,single_budget_random,999,0,0,0,0.0,2422.0,435960.0,240.0,5760.0,6,5
mobservice1_memory_1625901292,mobservice1,memory,mobile,0.5,single_budget_random,3,0,1,1,0.6,1714.0,308520.0,240.0,5760.0,6,5
webservice1_memory_1625903663,webservice1,memory,web,0.5,single_budget_random,4,0,0,1,0.4,1698.0,305640.0,240.0,5760.0,6,5
dbservice1_memory_1625909033,dbservice1,memory,database,0.5,single_budget_random,999,0,0,0,0.0,1686.0,303480.0,240.0,5760.0,6,5
mobservice2_qr_expired_1625913424,mobservice2,qr_expired,mobile,0.5,single_budget_random,4,0,0,1,0.4,259.0,46620.0,40.0,960.0,1,5
dbservice1_memory_1625914032,dbservice1,memory,database,0.5,single_budget_random,999,0,0,0,0.0,1888.0,339840.0,240.0,5760.0,6,5
logservice2_memory_1625924296,logservice2,memory,logging,0.5,single_budget_random,3,0,1,1,0.6,1144.0,205920.0,240.0,5760.0,6,5
mobservice1_qr_expired_1625930412,mobservice1,qr_expired,mobile,0.5,single_budget_random,999,0,0,0,0.0,259.0,46620.0,40.0,960.0,1,5
webservice1_file_move_1625933400,webservice1,file_move,web,0.5,single_budget_random,999,0,0,0,0.0,1492.0,268560.0,240.0,5760.0,6,5
logservice1_memory_1625936756,logservice1,memory,logging,0.5,single_budget_random,999,0,0,0,0.0,1515.0,272700.0,240.0,5760.0,6,5
mobservice1_memory_1625941772,mobservice1,memory,mobile,0.5,single_budget_random,1,1,1,1,1.0,1139.0,205020.0,240.0,5760.0,6,5
redisservice1_memory_1625942635,redisservice1,memory,cache,0.5,single_budget_random,4,0,0,1,0.4,1880.0,338400.0,240.0,5760.0,6,5
dbservice2_memory_1625944726,dbservice2,memory,database,0.5,single_budget_random,999,0,0,0,0.0,1666.0,299880.0,240.0,5760.0,6,5
logservice1_memory_1625950367,logservice1,memory,logging,0.5,single_budget_random,5,0,0,1,0.2,1909.0,343620.0,240.0,5760.0,6,5
dbservice2_memory_1625953237,dbservice2,memory,database,0.5,single_budget_random,999,0,0,0,0.0,1026.0,184680.0,240.0,5760.0,6,5
mobservice2_qr_expired_1625953921,mobservice2,qr_expired,mobile,0.5,single_budget_random,999,0,0,0,0.0,266.0,47880.0,40.0,960.0,1,5
redisservice2_memory_1625954379,redisservice2,memory,cache,0.5,single_budget_random,3,0,1,1,0.6,2580.0,464400.0,240.0,5760.0,6,5
webservice1_memory_1625957279,webservice1,memory,web,0.5,single_budget_random,999,0,0,0,0.0,1646.0,296280.0,240.0,5760.0,6,5
mobservice1_memory_1625961631,mobservice1,memory,mobile,0.5,single_budget_random,1,1,1,1,1.0,1010.0,181800.0,240.0,5760.0,6,5
dbservice1_memory_1625964302,dbservice1,memory,database,0.5,single_budget_random,2,0,1,1,0.8,2265.0,407700.0,240.0,5760.0,6,5
logservice1_memory_1625967061,logservice1,memory,logging,0.5,single_budget_random,999,0,0,0,0.0,1942.0,349560.0,240.0,5760.0,6,5
mobservice1_qr_expired_1625972156,mobservice1,qr_expired,mobile,0.5,single_budget_random,5,0,0,1,0.2,333.0,59940.0,40.0,960.0,1,5
mobservice1_memory_1625977908,mobservice1,memory,mobile,0.5,single_budget_random,999,0,0,0,0.0,2628.0,473040.0,240.0,5760.0,6,5
dbservice2_memory_1625981739,dbservice2,memory,database,0.5,single_budget_random,4,0,0,1,0.4,1183.0,212940.0,240.0,5760.0,6,5
redisservice2_memory_1625985172,redisservice2,memory,cache,0.5,single_budget_random,2,0,1,1,0.8,2676.0,481680.0,240.0,5760.0,6,5
mobservice2_memory_1625987443,mobservice2,memory,mobile,0.5,single_budget_random,999,0,0,0,0.0,1625.0,292500.0,240.0,5760.0,6,5
dbservice2_memory_1625988716,dbservice2,memory,database,0.5,single_budget_random,3,0,1,1,0.6,2276.0,409680.0,240.0,5760.0,6,5
mobservice2_qr_expired_1625991677,mobservice2,qr_expired,mobile,0.5,single_budget_random,5,0,0,1,0.2,169.0,30420.0,40.0,960.0,1,5
webservice1_memory_1625991808,webservice1,memory,web,0.5,single_budget_random,999,0,0,0,0.0,2131.0,383580.0,240.0,5760.0,6,5
webservice2_memory_1626003242,webservice2,memory,web,0.5,single_budget_random,999,0,0,0,0.0,2984.0,537120.0,240.0,5760.0,6,5
webservice2_memory_1626007446,webservice2,memory,web,0.5,single_budget_random,1,1,1,1,1.0,1324.0,238320.0,240.0,5760.0,6,5
mobservice1_qr_expired_1626008252,mobservice1,qr_expired,mobile,0.5,single_budget_random,5,0,0,1,0.2,528.0,95040.0,40.0,960.0,1,5
mobservice2_memory_1626009884,mobservice2,memory,mobile,0.5,single_budget_random,3,0,1,1,0.6,1528.0,275040.0,240.0,5760.0,6,5
mobservice1_memory_1626011901,mobservice1,memory,mobile,0.5,single_budget_random,3,0,1,1,0.6,2069.0,372420.0,240.0,5760.0,6,5
logservice2_memory_1626013929,logservice2,memory,logging,0.5,single_budget_random,999,0,0,0,0.0,1324.0,238320.0,240.0,5760.0,6,5
redisservice1_memory_1626014952,redisservice1,memory,cache,0.5,single_budget_random,5,0,0,1,0.2,3029.0,545220.0,240.0,5760.0,6,5
webservice2_memory_1626018521,webservice2,memory,web,0.5,single_budget_random,2,0,1,1,0.8,1998.0,359640.0,240.0,5760.0,6,5
logservice1_memory_1626018993,logservice1,memory,logging,0.5,single_budget_random,5,0,0,1,0.2,2287.0,411660.0,240.0,5760.0,6,5
mobservice1_memory_1626023193,mobservice1,memory,mobile,0.5,single_budget_random,5,0,0,1,0.2,1919.0,345420.0,240.0,5760.0,6,5
mobservice1_memory_1626027400,mobservice1,memory,mobile,0.5,single_budget_random,999,0,0,0,0.0,1317.0,237060.0,240.0,5760.0,6,5
mobservice2_qr_expired_1626027488,mobservice2,qr_expired,mobile,0.5,single_budget_random,999,0,0,0,0.0,418.0,75240.0,40.0,960.0,1,5
mobservice2_memory_1626030275,mobservice2,memory,mobile,0.5,single_budget_random,999,0,0,0,0.0,2913.0,524340.0,240.0,5760.0,6,5
webservice2_memory_1626030740,webservice2,memory,web,0.5,single_budget_random,999,0,0,0,0.0,3066.0,551880.0,240.0,5760.0,6,5
dbservice1_memory_1626032238,dbservice1,memory,database,0.5,single_budget_random,999,0,0,0,0.0,2059.0,370620.0,240.0,5760.0,6,5
mobservice1_qr_expired_1626040718,mobservice1,qr_expired,mobile,0.5,single_budget_random,1,1,1,1,1.0,393.0,70740.0,40.0,960.0,1,5
logservice1_memory_1626043063,logservice1,memory,logging,0.5,single_budget_random,999,0,0,0,0.0,3019.0,543420.0,240.0,5760.0,6,5
dbservice2_memory_1626043439,dbservice2,memory,database,0.5,single_budget_random,2,0,1,1,0.8,2974.0,535320.0,240.0,5760.0,6,5
redisservice2_memory_1626048164,redisservice2,memory,cache,0.5,single_budget_random,999,0,0,0,0.0,1115.0,200700.0,240.0,5760.0,6,5
logservice2_memory_1626050387,logservice2,memory,logging,0.5,single_budget_random,999,0,0,0,0.0,1873.0,337140.0,240.0,5760.0,6,5
webservice2_memory_1626052978,webservice2,memory,web,0.5,single_budget_random,2,0,1,1,0.8,631.0,113580.0,240.0,5760.0,6,5
dbservice2_memory_1626053581,dbservice2,memory,database,0.5,single_budget_random,999,0,0,0,0.0,2520.0,453600.0,240.0,5760.0,6,5
mobservice1_memory_1626054650,mobservice1,memory,mobile,0.5,single_budget_random,999,0,0,0,0.0,2261.0,406980.0,240.0,5760.0,6,5
mobservice2_qr_expired_1626055588,mobservice2,qr_expired,mobile,0.5,single_budget_random,5,0,0,1,0.2,287.0,51660.0,40.0,960.0,1,5
mobservice2_memory_1626061939,mobservice2,memory,mobile,0.5,single_budget_random,999,0,0,0,0.0,2579.0,464220.0,242.0,5808.0,6,5
dbservice2_memory_1626066255,dbservice2,memory,database,0.5,single_budget_random,2,0,1,1,0.8,2678.0,482040.0,240.0,5760.0,6,5
logservice1_memory_1626069816,logservice1,memory,logging,0.5,single_budget_random,2,0,1,1,0.8,630.0,113400.0,240.0,5760.0,6,5
redisservice2_memory_1626074288,redisservice2,memory,cache,0.5,single_budget_random,999,0,0,0,0.0,852.0,153360.0,240.0,5760.0,6,5
mobservice1_qr_expired_1626075193,mobservice1,qr_expired,mobile,0.5,single_budget_random,4,0,0,1,0.4,234.0,42120.0,40.0,960.0,1,5
logservice1_memory_1626079498,logservice1,memory,logging,0.5,single_budget_random,999,0,0,0,0.0,2491.0,448380.0,240.0,5760.0,6,5
webservice1_memory_1626079674,webservice1,memory,web,0.5,single_budget_random,999,0,0,0,0.0,2500.0,450000.0,240.0,5760.0,6,5
logservice1_memory_1626086075,logservice1,memory,logging,0.5,single_budget_random,5,0,0,1,0.2,1258.0,226440.0,240.0,5760.0,6,5
mobservice2_qr_expired_1626092428,mobservice2,qr_expired,mobile,0.5,single_budget_random,999,0,0,0,0.0,345.0,62100.0,40.0,960.0,1,5
dbservice2_memory_1626095808,dbservice2,memory,database,0.5,single_budget_random,2,0,1,1,0.8,1622.0,291960.0,240.0,5760.0,6,5
redisservice2_memory_1626096553,redisservice2,memory,cache,0.5,single_budget_random,3,0,1,1,0.6,2198.0,395640.0,240.0,5760.0,6,5
webservice2_memory_1626097343,webservice2,memory,web,0.5,single_budget_random,4,0,0,1,0.4,1379.0,248220.0,240.0,5760.0,6,5
logservice2_memory_1626098044,logservice2,memory,logging,0.5,single_budget_random,999,0,0,0,0.0,1551.0,279180.0,240.0,5760.0,6,5
logservice1_memory_1626102559,logservice1,memory,logging,0.5,single_budget_random,5,0,0,1,0.2,636.0,114480.0,240.0,5760.0,6,5
webservice2_memory_1626104516,webservice2,memory,web,0.5,single_budget_random,2,0,1,1,0.8,1640.0,295200.0,240.0,5760.0,6,5
logservice1_memory_1626106208,logservice1,memory,logging,0.5,single_budget_random,4,0,0,1,0.4,1251.0,225180.0,240.0,5760.0,6,5
logservice2_memory_1626109759,logservice2,memory,logging,0.5,single_budget_random,999,0,0,0,0.0,1550.0,279000.0,240.0,5760.0,6,5
webservice1_memory_1626111467,webservice1,memory,web,0.5,single_budget_random,999,0,0,0,0.0,2139.0,385020.0,240.0,5760.0,6,5
dbservice1_memory_1626113371,dbservice1,memory,database,0.5,single_budget_random,4,0,0,1,0.4,1303.0,234540.0,240.0,5760.0,6,5
mobservice1_qr_expired_1626114894,mobservice1,qr_expired,mobile,0.5,single_budget_random,4,0,0,1,0.4,229.0,41220.0,40.0,960.0,1,5
mobservice1_memory_1626117202,mobservice1,memory,mobile,0.5,single_budget_random,5,0,0,1,0.2,1491.0,268380.0,240.0,5760.0,6,5
logservice1_memory_1626125407,logservice1,memory,logging,0.5,single_budget_random,3,0,1,1,0.6,1322.0,237960.0,240.0,5760.0,6,5
mobservice2_qr_expired_1626126195,mobservice2,qr_expired,mobile,0.5,single_budget_random,999,0,0,0,0.0,222.0,39960.0,40.0,960.0,1,5
dbservice2_memory_1626127184,dbservice2,memory,database,0.5,single_budget_random,999,0,0,0,0.0,815.0,146700.0,240.0,5760.0,6,5
redisservice2_memory_1626127643,redisservice2,memory,cache,0.5,single_budget_random,999,0,0,0,0.0,737.0,132660.0,240.0,5760.0,6,5
mobservice2_memory_1626128366,mobservice2,memory,mobile,0.5,single_budget_random,999,0,0,0,0.0,1730.0,311400.0,240.0,5760.0,6,5
mobservice1_memory_1626128984,mobservice1,memory,mobile,0.5,single_budget_random,999,0,0,0,0.0,2332.0,419760.0,240.0,5760.0,6,5
dbservice2_memory_1626130474,dbservice2,memory,database,0.5,single_budget_random,999,0,0,0,0.0,566.0,101880.0,240.0,5760.0,6,5
redisservice1_memory_1626130579,redisservice1,memory,cache,0.5,single_budget_random,1,1,1,1,1.0,2266.0,407880.0,240.0,5760.0,6,5
redisservice2_memory_1626131951,redisservice2,memory,cache,0.5,single_budget_random,999,0,0,0,0.0,612.0,110160.0,240.0,5760.0,6,5
mobservice2_memory_1626132020,mobservice2,memory,mobile,0.5,single_budget_random,4,0,0,1,0.4,1655.0,297900.0,240.0,5760.0,6,5
logservice1_memory_1626139037,logservice1,memory,logging,0.5,single_budget_random,5,0,0,1,0.2,647.0,116460.0,240.0,5760.0,6,5
mobservice2_qr_expired_1626148468,mobservice2,qr_expired,mobile,0.5,single_budget_random,999,0,0,0,0.0,234.0,42120.0,40.0,960.0,1,5
webservice1_file_move_1626149400,webservice1,file_move,web,0.5,single_budget_random,2,0,1,1,0.8,1573.0,283140.0,240.0,5760.0,6,5
dbservice2_memory_1626157165,dbservice2,memory,database,0.5,single_budget_random,4,0,0,1,0.4,1902.0,342360.0,240.0,5760.0,6,5
mobservice2_memory_1626157765,mobservice2,memory,mobile,0.5,single_budget_random,2,0,1,1,0.8,1497.0,269460.0,240.0,5760.0,6,5
mobservice1_memory_1626159110,mobservice1,memory,mobile,0.5,single_budget_random,999,0,0,0,0.0,1526.0,274680.0,240.0,5760.0,6,5
mobservice1_qr_expired_1626159261,mobservice1,qr_expired,mobile,0.5,single_budget_random,4,0,0,1,0.4,395.0,71100.0,40.0,960.0,1,5
webservice2_file_move_1626163800,webservice2,file_move,web,0.5,single_budget_random,999,0,0,0,0.0,776.0,139680.0,240.0,5760.0,6,5
mobservice1_memory_1626168632,mobservice1,memory,mobile,0.5,single_budget_random,999,0,0,0,0.0,573.0,103140.0,240.0,5760.0,6,5
redisservice1_memory_1626172859,redisservice1,memory,cache,0.5,single_budget_random,4,0,0,1,0.4,2543.0,457740.0,240.0,5760.0,6,5
redisservice1_memory_1626177452,redisservice1,memory,cache,0.5,single_budget_random,999,0,0,0,0.0,602.0,108360.0,240.0,5760.0,6,5
redisservice2_memory_1626178417,redisservice2,memory,cache,0.5,single_budget_random,999,0,0,0,0.0,1476.0,265680.0,240.0,5760.0,6,5
dbservice1_memory_1626178789,dbservice1,memory,database,0.5,single_budget_random,5,0,0,1,0.2,1830.0,329400.0,240.0,5760.0,6,5
mobservice2_qr_expired_1626179787,mobservice2,qr_expired,mobile,0.5,single_budget_random,2,0,1,1,0.8,101.0,18180.0,40.0,960.0,1,5
logservice1_memory_1626180388,logservice1,memory,logging,0.5,single_budget_random,3,0,1,1,0.6,2266.0,407880.0,240.0,5760.0,6,5
redisservice1_memory_1626185810,redisservice1,memory,cache,0.5,single_budget_random,4,0,0,1,0.4,1576.0,283680.0,240.0,5760.0,6,5
mobservice1_qr_expired_1626191632,mobservice1,qr_expired,mobile,0.5,single_budget_random,4,0,0,1,0.4,406.0,73080.0,40.0,960.0,1,5
dbservice1_memory_1626195234,dbservice1,memory,database,0.5,single_budget_random,999,0,0,0,0.0,1552.0,279360.0,240.0,5760.0,6,5
webservice1_memory_1626198054,webservice1,memory,web,0.5,single_budget_random,1,1,1,1,1.0,1547.0,278460.0,240.0,5760.0,6,5
mobservice2_memory_1626198509,mobservice2,memory,mobile,0.5,single_budget_random,1,1,1,1,1.0,2256.0,406080.0,240.0,5760.0,6,5
mobservice2_memory_1626201727,mobservice2,memory,mobile,0.5,single_budget_random,1,1,1,1,1.0,1429.0,257220.0,240.0,5760.0,6,5
webservice2_memory_1626204647,webservice2,memory,web,0.5,single_budget_random,999,0,0,0,0.0,550.0,99000.0,240.0,5760.0,6,5
logservice1_memory_1626208343,logservice1,memory,logging,0.5,single_budget_random,4,0,0,1,0.4,753.0,135540.0,240.0,5760.0,6,5
mobservice2_qr_expired_1626214192,mobservice2,qr_expired,mobile,0.5,single_budget_random,999,0,0,0,0.0,268.0,48240.0,40.0,960.0,1,5
logservice1_memory_1626218997,logservice1,memory,logging,0.5,single_budget_random,999,0,0,0,0.0,827.0,148860.0,240.0,5760.0,6,5
mobservice1_qr_expired_1626223304,mobservice1,qr_expired,mobile,0.5,single_budget_random,3,0,1,1,0.6,314.0,56520.0,40.0,960.0,1,5
webservice1_memory_1626236265,webservice1,memory,web,0.5,single_budget_random,999,0,0,0,0.0,2544.0,457920.0,240.0,5760.0,6,5
mobservice2_memory_1626240489,mobservice2,memory,mobile,0.5,single_budget_random,999,0,0,0,0.0,2309.0,415620.0,240.0,5760.0,6,5
mobservice1_memory_1626242718,mobservice1,memory,mobile,0.5,single_budget_random,4,0,0,1,0.4,800.0,144000.0,240.0,5760.0,6,5
dbservice2_memory_1626243122,dbservice2,memory,database,0.5,single_budget_random,999,0,0,0,0.0,1488.0,267840.0,240.0,5760.0,6,5
redisservice2_memory_1626247718,redisservice2,memory,cache,0.5,single_budget_random,999,0,0,0,0.0,618.0,111240.0,240.0,5760.0,6,5
logservice2_memory_1626248439,logservice2,memory,logging,0.5,single_budget_random,999,0,0,0,0.0,1579.0,284220.0,240.0,5760.0,6,5
mobservice2_qr_expired_1626250092,mobservice2,qr_expired,mobile,0.5,single_budget_random,5,0,0,1,0.2,406.0,73080.0,40.0,960.0,1,5
mobservice1_qr_expired_1626255336,mobservice1,qr_expired,mobile,0.5,single_budget_random,999,0,0,0,0.0,158.0,28440.0,40.0,960.0,1,5
logservice2_memory_1626258183,logservice2,memory,logging,0.5,single_budget_random,999,0,0,0,0.0,1077.0,193860.0,240.0,5760.0,6,5
webservice1_memory_1626258904,webservice1,memory,web,0.5,single_budget_random,5,0,0,1,0.2,1380.0,248400.0,240.0,5760.0,6,5
webservice2_file_move_1626264600,webservice2,file_move,web,0.5,single_budget_random,999,0,0,0,0.0,700.0,126000.0,240.0,5760.0,6,5
webservice1_file_move_1626264600,webservice1,file_move,web,0.5,single_budget_random,999,0,0,0,0.0,2090.0,376200.0,240.0,5760.0,6,5
dbservice1_memory_1626266259,dbservice1,memory,database,0.5,single_budget_random,999,0,0,0,0.0,1639.0,295020.0,240.0,5760.0,6,5
webservice2_memory_1626267308,webservice2,memory,web,0.5,single_budget_random,999,0,0,0,0.0,1585.0,285300.0,240.0,5760.0,6,5
redisservice1_memory_1626275221,redisservice1,memory,cache,0.5,single_budget_random,3,0,1,1,0.6,1373.0,247140.0,240.0,5760.0,6,5
redisservice1_memory_1626278567,redisservice1,memory,cache,0.5,single_budget_random,999,0,0,0,0.0,1177.0,211860.0,240.0,5760.0,6,5
mobservice1_memory_1626282681,mobservice1,memory,mobile,0.5,single_budget_random,1,1,1,1,1.0,1527.0,274860.0,240.0,5760.0,6,5
webservice2_memory_1626284568,webservice2,memory,web,0.5,single_budget_random,999,0,0,0,0.0,1426.0,256680.0,240.0,5760.0,6,5
mobservice2_qr_expired_1626285754,mobservice2,qr_expired,mobile,0.5,single_budget_random,1,1,1,1,1.0,220.0,39600.0,40.0,960.0,1,5
mobservice2_memory_1626286299,mobservice2,memory,mobile,0.5,single_budget_random,999,0,0,0,0.0,1297.0,233460.0,240.0,5760.0,6,5
webservice2_memory_1626288105,webservice2,memory,web,0.5,single_budget_random,999,0,0,0,0.0,1503.0,270540.0,240.0,5760.0,6,5
mobservice2_memory_1626294885,mobservice2,memory,mobile,0.5,single_budget_random,4,0,0,1,0.4,1869.0,336420.0,240.0,5760.0,6,5
mobservice1_qr_expired_1626296585,mobservice1,qr_expired,mobile,0.5,single_budget_random,999,0,0,0,0.0,218.0,39240.0,40.0,960.0,1,5
dbservice2_memory_1626298216,dbservice2,memory,database,0.5,single_budget_random,999,0,0,0,0.0,1346.0,242280.0,240.0,5760.0,6,5
mobservice1_memory_1626299070,mobservice1,memory,mobile,0.5,single_budget_random,4,0,0,1,0.4,2177.0,391860.0,240.0,5760.0,6,5
dbservice1_memory_1626306060,dbservice1,memory,database,0.5,single_budget_random,3,0,1,1,0.6,830.0,149400.0,240.0,5760.0,6,5
redisservice2_memory_1626307296,redisservice2,memory,cache,0.5,single_budget_random,3,0,1,1,0.6,2217.0,399060.0,240.0,5760.0,6,5
webservice2_memory_1626314797,webservice2,memory,web,0.5,single_budget_random,4,0,0,1,0.4,1686.0,303480.0,240.0,5760.0,6,5
dbservice2_memory_1626317541,dbservice2,memory,database,0.5,single_budget_random,999,0,0,0,0.0,2280.0,410400.0,240.0,5760.0,6,5
redisservice2_memory_1626319731,redisservice2,memory,cache,0.5,single_budget_random,999,0,0,0,0.0,1769.0,318420.0,240.0,5760.0,6,5
mobservice2_qr_expired_1626320898,mobservice2,qr_expired,mobile,0.5,single_budget_random,1,1,1,1,1.0,124.0,22320.0,40.0,960.0,1,5
mobservice1_memory_1626322156,mobservice1,memory,mobile,0.5,single_budget_random,999,0,0,0,0.0,1421.0,255780.0,240.0,5760.0,6,5
webservice1_memory_1626322165,webservice1,memory,web,0.5,single_budget_random,1,1,1,1,1.0,2391.0,430380.0,240.0,5760.0,6,5
mobservice2_memory_1626323276,mobservice2,memory,mobile,0.5,single_budget_random,1,1,1,1,1.0,1511.0,271980.0,240.0,5760.0,6,5
logservice2_memory_1626325133,logservice2,memory,logging,0.5,single_budget_random,999,0,0,0,0.0,1613.0,290340.0,240.0,5760.0,6,5
dbservice2_memory_1626325390,dbservice2,memory,database,0.5,single_budget_random,999,0,0,0,0.0,2546.0,458280.0,240.0,5760.0,6,5
mobservice1_memory_1626326168,mobservice1,memory,mobile,0.5,single_budget_random,2,0,1,1,0.8,765.0,137700.0,240.0,5760.0,6,5
logservice1_memory_1626328055,logservice1,memory,logging,0.5,single_budget_random,3,0,1,1,0.6,2396.0,431280.0,240.0,5760.0,6,5
dbservice2_memory_1626334718,dbservice2,memory,database,0.5,single_budget_random,1,1,1,1,1.0,1655.0,297900.0,240.0,5760.0,6,5
mobservice1_qr_expired_1626336309,mobservice1,qr_expired,mobile,0.5,single_budget_random,999,0,0,0,0.0,233.0,41940.0,40.0,960.0,1,5
logservice1_memory_1626336834,logservice1,memory,logging,0.5,single_budget_random,999,0,0,0,0.0,1619.0,291420.0,240.0,5760.0,6,5
redisservice1_memory_1626337048,redisservice1,memory,cache,0.5,single_budget_random,1,1,1,1,1.0,2409.0,433620.0,240.0,5760.0,6,5
dbservice1_memory_1626338404,dbservice1,memory,database,0.5,single_budget_random,5,0,0,1,0.2,999.0,179820.0,244.0,5856.0,6,5
dbservice1_memory_1626343595,dbservice1,memory,database,0.5,single_budget_random,4,0,0,1,0.4,1127.0,202860.0,240.0,5760.0,6,5
mobservice1_memory_1626349453,mobservice1,memory,mobile,0.5,single_budget_random,999,0,0,0,0.0,1287.0,231660.0,240.0,5760.0,6,5
webservice1_file_move_1626351000,webservice1,file_move,web,0.5,single_budget_random,1,1,1,1,1.0,867.0,156060.0,240.0,5760.0,6,5
mobservice2_qr_expired_1626353097,mobservice2,qr_expired,mobile,0.5,single_budget_random,1,1,1,1,1.0,270.0,48600.0,40.0,960.0,1,5
logservice2_memory_1626366727,logservice2,memory,logging,0.5,single_budget_random,999,0,0,0,0.0,2351.0,423180.0,240.0,5760.0,6,5
dbservice2_memory_1626367699,dbservice2,memory,database,0.5,single_budget_random,2,0,1,1,0.8,1528.0,275040.0,240.0,5760.0,6,5
mobservice1_qr_expired_1626368186,mobservice1,qr_expired,mobile,0.5,single_budget_random,5,0,0,1,0.2,263.0,47340.0,40.0,960.0,1,5
logservice1_memory_1626371259,logservice1,memory,logging,0.5,single_budget_random,999,0,0,0,0.0,1577.0,283860.0,240.0,5760.0,6,5
webservice1_memory_1626371978,webservice1,memory,web,0.5,single_budget_random,999,0,0,0,0.0,854.0,153720.0,240.0,5760.0,6,5
dbservice2_memory_1626372232,dbservice2,memory,database,0.5,single_budget_random,3,0,1,1,0.6,1285.0,231300.0,240.0,5760.0,6,5
webservice2_memory_1626374035,webservice2,memory,web,0.5,single_budget_random,999,0,0,0,0.0,1473.0,265140.0,240.0,5760.0,6,5
redisservice1_memory_1626374212,redisservice1,memory,cache,0.5,single_budget_random,999,0,0,0,0.0,1545.0,278100.0,240.0,5760.0,6,5
redisservice2_memory_1626375654,redisservice2,memory,cache,0.5,single_budget_random,999,0,0,0,0.0,1553.0,279540.0,242.0,5808.0,6,5
mobservice2_qr_expired_1626386746,mobservice2,qr_expired,mobile,0.5,single_budget_random,1,1,1,1,1.0,428.0,77040.0,40.0,960.0,1,5
logservice1_memory_1626391352,logservice1,memory,logging,0.5,single_budget_random,999,0,0,0,0.0,1778.0,320040.0,240.0,5760.0,6,5
dbservice1_memory_1626393113,dbservice1,memory,database,0.5,single_budget_random,999,0,0,0,0.0,2725.0,490500.0,240.0,5760.0,6,5
logservice2_memory_1626395096,logservice2,memory,logging,0.5,single_budget_random,999,0,0,0,0.0,2998.0,539640.0,240.0,5760.0,6,5
mobservice1_qr_expired_1626404786,mobservice1,qr_expired,mobile,0.5,single_budget_random,999,0,0,0,0.0,467.0,84060.0,40.0,960.0,1,5
webservice1_memory_1626406508,webservice1,memory,web,0.5,single_budget_random,999,0,0,0,0.0,1943.0,349740.0,240.0,5760.0,6,5
dbservice1_memory_1626409893,dbservice1,memory,database,0.5,single_budget_random,999,0,0,0,0.0,1876.0,337680.0,240.0,5760.0,6,5
redisservice2_memory_1626410429,redisservice2,memory,cache,0.5,single_budget_random,1,1,1,1,1.0,2174.0,391320.0,240.0,5760.0,6,5
mobservice2_memory_1626411067,mobservice2,memory,mobile,0.5,single_budget_random,1,1,1,1,1.0,2264.0,407520.0,240.0,5760.0,6,5
logservice2_memory_1626412771,logservice2,memory,logging,0.5,single_budget_random,999,0,0,0,0.0,2308.0,415440.0,240.0,5760.0,6,5
dbservice2_memory_1626415344,dbservice2,memory,database,0.5,single_budget_random,999,0,0,0,0.0,2244.0,403920.0,240.0,5760.0,6,5
webservice2_memory_1626417018,webservice2,memory,web,0.5,single_budget_random,999,0,0,0,0.0,1573.0,283140.0,240.0,5760.0,6,5
dbservice2_memory_1626419131,dbservice2,memory,database,0.5,single_budget_random,4,0,0,1,0.4,1948.0,350640.0,240.0,5760.0,6,5
logservice1_memory_1626419736,logservice1,memory,logging,0.5,single_budget_random,999,0,0,0,0.0,2941.0,529380.0,240.0,5760.0,6,5
mobservice2_qr_expired_1626422509,mobservice2,qr_expired,mobile,0.5,single_budget_random,999,0,0,0,0.0,486.0,87480.0,40.0,960.0,1,5
dbservice1_memory_1626425140,dbservice1,memory,database,0.5,single_budget_random,3,0,1,1,0.6,3225.0,580500.0,240.0,5760.0,6,5
webservice2_memory_1626427252,webservice2,memory,web,0.5,single_budget_random,999,0,0,0,0.0,2449.0,440820.0,240.0,5760.0,6,5
mobservice2_memory_1626429148,mobservice2,memory,mobile,0.5,single_budget_random,999,0,0,0,0.0,1354.0,243720.0,240.0,5760.0,6,5
dbservice2_memory_1626430015,dbservice2,memory,database,0.5,single_budget_random,4,0,0,1,0.4,1300.0,234000.0,240.0,5760.0,6,5
mobservice1_qr_expired_1626433510,mobservice1,qr_expired,mobile,0.5,single_budget_random,2,0,1,1,0.8,351.0,63180.0,40.0,960.0,1,5
webservice1_memory_1626434165,webservice1,memory,web,0.5,single_budget_random,5,0,0,1,0.2,1351.0,243180.0,240.0,5760.0,6,5
mobservice2_memory_1626439231,mobservice2,memory,mobile,0.5,single_budget_random,1,1,1,1,1.0,2270.0,408600.0,240.0,5760.0,6,5
dbservice2_memory_1626442568,dbservice2,memory,database,0.5,single_budget_random,1,1,1,1,1.0,2861.0,514980.0,240.0,5760.0,6,5
mobservice1_memory_1626444105,mobservice1,memory,mobile,0.5,single_budget_random,999,0,0,0,0.0,2112.0,380160.0,240.0,5760.0,6,5
redisservice1_memory_1626444115,redisservice1,memory,cache,0.5,single_budget_random,999,0,0,0,0.0,1293.0,232740.0,240.0,5760.0,6,5
