case_id,root_service,fault_type,service_family,budget,policy,rank,top1,top3,top5,avg_at_5,trace_rows_kept,trace_bytes_kept,metric_samples_kept,metric_bytes_kept,minutes_kept,services_kept,full_trace_rows,full_trace_bytes,full_metric_samples,full_metric_bytes,full_minutes,full_services,combined_bytes_kept,full_combined_bytes,combined_reduction,trace_row_reduction,metric_sample_reduction,time_reduction,where_reduction
mobservice2_memory_1627119333,mobservice2,memory,mobile,0.5,single_budget_random,2,0,1,1,0.8,2565.0,461700.0,240.0,5760.0,6,5,8956.0,1612080.0,880.0,21120.0,11,10,467460.0,1633200.0,0.7137766348273329,0.7135998213488164,0.7272727272727273,0.4545454545454546,0.5
dbservice1_memory_1627119644,dbservice1,memory,database,0.5,single_budget_random,2,0,1,1,0.8,3324.0,598320.0,240.0,5760.0,6,5,9212.0,1658160.0,880.0,21120.0,11,10,604080.0,1679280.0,0.6402744033157067,0.6391663048198002,0.7272727272727273,0.4545454545454546,0.5
webservice1_memory_1627122542,webservice1,memory,web,0.5,single_budget_random,3,0,1,1,0.6,1242.0,223560.0,240.0,5760.0,6,5,8912.0,1604160.0,880.0,21120.0,11,10,229320.0,1625280.0,0.8589043118724158,0.8606373429084381,0.7272727272727273,0.4545454545454546,0.5
mobservice1_qr_expired_1627135285,mobservice1,qr_expired,mobile,0.5,single_budget_random,4,0,0,1,0.4,538.0,96840.0,40.0,960.0,1,5,767.0,138060.0,80.0,1920.0,1,10,97800.0,139980.0,0.30132876125160735,0.2985658409387223,0.5,0.0,0.5
redisservice2_memory_1627140541,redisservice2,memory,cache,0.5,single_budget_random,999,0,0,0,0.0,2179.0,392220.0,240.0,5760.0,6,5,8898.0,1601640.0,880.0,21120.0,11,10,397980.0,1622760.0,0.754751164682393,0.75511350865363,0.7272727272727273,0.4545454545454546,0.5
logservice2_memory_1627140613,logservice2,memory,logging,0.5,single_budget_random,999,0,0,0,0.0,2115.0,380700.0,240.0,5760.0,6,5,8892.0,1600560.0,880.0,21120.0,11,10,386460.0,1621680.0,0.7616915791031523,0.7621457489878543,0.7272727272727273,0.4545454545454546,0.5
mobservice2_qr_expired_1627141574,mobservice2,qr_expired,mobile,0.5,single_budget_random,999,0,0,0,0.0,422.0,75960.0,40.0,960.0,1,5,757.0,136260.0,80.0,1920.0,1,10,76920.0,138180.0,0.4433347807207989,0.44253632760898287,0.5,0.0,0.5
logservice1_memory_1627144173,logservice1,memory,logging,0.5,single_budget_random,5,0,0,1,0.2,2693.0,484740.0,240.0,5760.0,6,5,8863.0,1595340.0,880.0,21120.0,11,10,490500.0,1616460.0,0.6965591477673434,0.6961525442852308,0.7272727272727273,0.4545454545454546,0.5
dbservice2_memory_1627156737,dbservice2,memory,database,0.5,single_budget_random,999,0,0,0,0.0,2216.0,398880.0,240.0,5760.0,6,5,8787.0,1581660.0,880.0,21120.0,11,10,404640.0,1602780.0,0.7475386515928575,0.7478092636849891,0.7272727272727273,0.4545454545454546,0.5
webservice1_memory_1627157039,webservice1,memory,web,0.5,single_budget_random,1,1,1,1,1.0,2498.0,449640.0,240.0,5760.0,6,5,8965.0,1613700.0,880.0,21120.0,11,10,455400.0,1634820.0,0.7214372224465079,0.7213608477412159,0.7272727272727273,0.4545454545454546,0.5
dbservice1_memory_1627157147,dbservice1,memory,database,0.5,single_budget_random,3,0,1,1,0.6,2757.0,496260.0,240.0,5760.0,6,5,9011.0,1621980.0,880.0,21120.0,11,10,502020.0,1643100.0,0.6944677743290122,0.6940406170236377,0.7272727272727273,0.4545454545454546,0.5
mobservice1_qr_expired_1627157519,mobservice1,qr_expired,mobile,0.5,single_budget_random,999,0,0,0,0.0,570.0,102600.0,40.0,960.0,1,5,1751.0,315180.0,160.0,3840.0,2,10,103560.0,319020.0,0.6753808538649615,0.6744717304397487,0.75,0.5,0.5
mobservice1_memory_1627163076,mobservice1,memory,mobile,0.5,single_budget_random,5,0,0,1,0.2,2825.0,508500.0,240.0,5760.0,6,5,9376.0,1687680.0,878.0,21072.0,11,10,514260.0,1708752.0,0.699043512458215,0.6986988054607508,0.7266514806378133,0.4545454545454546,0.5
logservice1_memory_1627165561,logservice1,memory,logging,0.5,single_budget_random,999,0,0,0,0.0,2229.0,401220.0,240.0,5760.0,6,5,9018.0,1623240.0,877.0,21048.0,11,10,406980.0,1644288.0,0.7524886151331154,0.7528276779773786,0.726339794754846,0.4545454545454546,0.5
logservice1_memory_1627170037,logservice1,memory,logging,0.5,single_budget_random,3,0,1,1,0.6,2857.0,514260.0,240.0,5760.0,6,5,9614.0,1730520.0,878.0,21072.0,11,10,520020.0,1751592.0,0.7031157940890345,0.7028292074058664,0.7266514806378133,0.4545454545454546,0.5
mobservice2_qr_expired_1627170090,mobservice2,qr_expired,mobile,0.5,single_budget_random,4,0,0,1,0.4,386.0,69480.0,40.0,960.0,1,5,787.0,141660.0,80.0,1920.0,1,10,70440.0,143580.0,0.5094024237358963,0.5095298602287166,0.5,0.0,0.5
webservice1_memory_1627174739,webservice1,memory,web,0.5,single_budget_random,1,1,1,1,1.0,1507.0,271260.0,240.0,5760.0,6,5,9219.0,1659420.0,880.0,21120.0,11,10,277020.0,1680540.0,0.8351601271020029,0.8365332465560256,0.7272727272727273,0.4545454545454546,0.5
mobservice1_qr_expired_1627184031,mobservice1,qr_expired,mobile,0.5,single_budget_random,3,0,1,1,0.6,169.0,30420.0,40.0,960.0,1,5,1249.0,224820.0,159.0,3816.0,2,10,31380.0,228636.0,0.8627512727654437,0.8646917534027222,0.7484276729559749,0.5,0.5
dbservice2_memory_1627184617,dbservice2,memory,database,0.5,single_budget_random,5,0,0,1,0.2,2885.0,519300.0,240.0,5760.0,6,5,7281.0,1310580.0,879.0,21096.0,11,10,525060.0,1331676.0,0.6057149036252061,0.603763219338003,0.7269624573378839,0.4545454545454546,0.5
webservice1_memory_1627194266,webservice1,memory,web,0.5,single_budget_random,5,0,0,1,0.2,2531.0,455580.0,240.0,5760.0,6,5,9221.0,1659780.0,877.0,21048.0,11,10,461340.0,1680828.0,0.7255281325632367,0.725517839713697,0.726339794754846,0.4545454545454546,0.5
mobservice2_qr_expired_1627194645,mobservice2,qr_expired,mobile,0.5,single_budget_random,4,0,0,1,0.4,409.0,73620.0,40.0,960.0,1,5,1703.0,306540.0,160.0,3840.0,2,10,74580.0,310380.0,0.7597138990914363,0.7598355842630652,0.75,0.5,0.5
webservice2_memory_1627196935,webservice2,memory,web,0.5,single_budget_random,4,0,0,1,0.4,2427.0,436860.0,240.0,5760.0,6,5,9770.0,1758600.0,880.0,21120.0,11,10,442620.0,1779720.0,0.7512979569819972,0.7515864892528148,0.7272727272727273,0.4545454545454546,0.5
mobservice1_memory_1627200697,mobservice1,memory,mobile,0.5,single_budget_random,999,0,0,0,0.0,3477.0,625860.0,240.0,5760.0,6,5,9679.0,1742220.0,878.0,21072.0,11,10,631620.0,1763292.0,0.6417950061589346,0.6407686744498399,0.7266514806378133,0.4545454545454546,0.5
mobservice2_memory_1627204060,mobservice2,memory,mobile,0.5,single_budget_random,999,0,0,0,0.0,3227.0,580860.0,240.0,5760.0,6,5,9206.0,1657080.0,880.0,21120.0,11,10,586620.0,1678200.0,0.6504469074007866,0.6494677384314578,0.7272727272727273,0.4545454545454546,0.5
dbservice2_memory_1627207759,dbservice2,memory,database,0.5,single_budget_random,5,0,0,1,0.2,3629.0,653220.0,240.0,5760.0,6,5,9829.0,1769220.0,879.0,21096.0,11,10,658980.0,1790316.0,0.6319197281373792,0.6307864482653373,0.7269624573378839,0.4545454545454546,0.5
mobservice1_qr_expired_1627212755,mobservice1,qr_expired,mobile,0.5,single_budget_random,999,0,0,0,0.0,400.0,72000.0,40.0,960.0,1,5,1641.0,295380.0,160.0,3840.0,2,10,72960.0,299220.0,0.7561660316823742,0.7562461913467398,0.75,0.5,0.5
redisservice1_memory_1627213476,redisservice1,memory,cache,0.5,single_budget_random,1,1,1,1,1.0,3788.0,681840.0,240.0,5760.0,6,5,9817.0,1767060.0,877.0,21048.0,11,10,687600.0,1788108.0,0.6154594688911408,0.6141387389222777,0.726339794754846,0.4545454545454546,0.5
webservice2_file_move_1627215000,webservice2,file_move,web,0.5,single_budget_random,1,1,1,1,1.0,2221.0,399780.0,240.0,5760.0,6,5,8644.0,1555920.0,879.0,21096.0,11,10,405540.0,1577016.0,0.7428434461032736,0.743058769088385,0.7269624573378839,0.4545454545454546,0.5
webservice2_memory_1627217059,webservice2,memory,web,0.5,single_budget_random,999,0,0,0,0.0,3897.0,701460.0,240.0,5760.0,6,5,9739.0,1753020.0,877.0,21048.0,11,10,707220.0,1774068.0,0.6013568814724126,0.599856248074751,0.726339794754846,0.4545454545454546,0.5
webservice1_memory_1627218977,webservice1,memory,web,0.5,single_budget_random,999,0,0,0,0.0,2464.0,443520.0,238.0,5712.0,6,5,9394.0,1690920.0,878.0,21072.0,11,10,449232.0,1711992.0,0.737596904658433,0.7377049180327868,0.7289293849658314,0.4545454545454546,0.5
mobservice1_memory_1627219564,mobservice1,memory,mobile,0.5,single_budget_random,2,0,1,1,0.8,2731.0,491580.0,240.0,5760.0,6,5,9983.0,1796940.0,880.0,21120.0,11,10,497340.0,1818060.0,0.7264446717930102,0.7264349393969749,0.7272727272727273,0.4545454545454546,0.5
redisservice1_memory_1627219738,redisservice1,memory,cache,0.5,single_budget_random,2,0,1,1,0.8,2641.0,475380.0,240.0,5760.0,6,5,9838.0,1770840.0,876.0,21024.0,11,10,481140.0,1791864.0,0.7314863181580745,0.7315511282781053,0.726027397260274,0.4545454545454546,0.5
mobservice2_qr_expired_1627220128,mobservice2,qr_expired,mobile,0.5,single_budget_random,1,1,1,1,1.0,222.0,39960.0,40.0,960.0,1,5,764.0,137520.0,80.0,1920.0,1,10,40920.0,139440.0,0.7065404475043029,0.7094240837696335,0.5,0.0,0.5
dbservice1_memory_1627223200,dbservice1,memory,database,0.5,single_budget_random,999,0,0,0,0.0,2703.0,486540.0,240.0,5760.0,6,5,9838.0,1770840.0,880.0,21120.0,11,10,492300.0,1791960.0,0.7252728855554811,0.7252490343565765,0.7272727272727273,0.4545454545454546,0.5
logservice2_memory_1627227124,logservice2,memory,logging,0.5,single_budget_random,3,0,1,1,0.6,2507.0,451260.0,240.0,5760.0,6,5,9309.0,1675620.0,879.0,21096.0,11,10,457020.0,1696716.0,0.7306443741910844,0.7306907294016542,0.7269624573378839,0.4545454545454546,0.5
logservice1_memory_1627228703,logservice1,memory,logging,0.5,single_budget_random,999,0,0,0,0.0,2451.0,441180.0,240.0,5760.0,6,5,9862.0,1775160.0,880.0,21120.0,11,10,446940.0,1796280.0,0.7511857839535039,0.751470290002028,0.7272727272727273,0.4545454545454546,0.5
mobservice2_memory_1627230225,mobservice2,memory,mobile,0.5,single_budget_random,4,0,0,1,0.4,1636.0,294480.0,240.0,5760.0,6,5,9890.0,1780200.0,878.0,21072.0,11,10,300240.0,1801272.0,0.8333177887626078,0.8345803842264914,0.7266514806378133,0.4545454545454546,0.5
dbservice1_memory_1627237577,dbservice1,memory,database,0.5,single_budget_random,999,0,0,0,0.0,2758.0,496440.0,240.0,5760.0,6,5,9648.0,1736640.0,876.0,21024.0,11,10,502200.0,1757664.0,0.7142798623627724,0.7141376451077943,0.726027397260274,0.4545454545454546,0.5
mobservice1_qr_expired_1627238319,mobservice1,qr_expired,mobile,0.5,single_budget_random,999,0,0,0,0.0,295.0,53100.0,40.0,960.0,1,5,1520.0,273600.0,154.0,3696.0,2,10,54060.0,277296.0,0.805045871559633,0.805921052631579,0.7402597402597403,0.5,0.5
logservice1_memory_1627243989,logservice1,memory,logging,0.5,single_budget_random,5,0,0,1,0.2,1858.0,334440.0,240.0,5760.0,6,5,9913.0,1784340.0,880.0,21120.0,11,10,340200.0,1805460.0,0.8115715662490446,0.8125693533743569,0.7272727272727273,0.4545454545454546,0.5
mobservice1_memory_1627247170,mobservice1,memory,mobile,0.5,single_budget_random,3,0,1,1,0.6,1854.0,333720.0,240.0,5760.0,6,5,9569.0,1722420.0,880.0,21120.0,11,10,339480.0,1743540.0,0.8052926804088234,0.8062493468492006,0.7272727272727273,0.4545454545454546,0.5
mobservice2_qr_expired_1627249800,mobservice2,qr_expired,mobile,0.5,single_budget_random,1,1,1,1,1.0,285.0,51300.0,40.0,960.0,1,5,807.0,145260.0,80.0,1920.0,1,10,52260.0,147180.0,0.644924582144313,0.6468401486988847,0.5,0.0,0.5
dbservice1_memory_1627255258,dbservice1,memory,database,0.5,single_budget_random,999,0,0,0,0.0,2679.0,482220.0,240.0,5760.0,6,5,9812.0,1766160.0,877.0,21048.0,11,10,487980.0,1787208.0,0.7269595928397814,0.7269669792091317,0.726339794754846,0.4545454545454546,0.5
mobservice2_memory_1627256808,mobservice2,memory,mobile,0.5,single_budget_random,999,0,0,0,0.0,2926.0,526680.0,240.0,5760.0,6,5,9608.0,1729440.0,878.0,21072.0,11,10,532440.0,1750512.0,0.6958375606679645,0.6954621149042465,0.7266514806378133,0.4545454545454546,0.5
mobservice2_memory_1627260359,mobservice2,memory,mobile,0.5,single_budget_random,999,0,0,0,0.0,1730.0,311400.0,240.0,5760.0,6,5,7183.0,1292940.0,877.0,21048.0,11,10,317160.0,1313988.0,0.7586279326751842,0.759153557009606,0.726339794754846,0.4545454545454546,0.5
mobservice1_qr_expired_1627264132,mobservice1,qr_expired,mobile,0.5,single_budget_random,3,0,1,1,0.6,272.0,48960.0,40.0,960.0,1,5,1143.0,205740.0,156.0,3744.0,2,10,49920.0,209484.0,0.7617001775791946,0.7620297462817148,0.7435897435897436,0.5,0.5
dbservice1_memory_1627268672,dbservice1,memory,database,0.5,single_budget_random,1,1,1,1,1.0,3239.0,583020.0,240.0,5760.0,6,5,7172.0,1290960.0,879.0,21096.0,11,10,588780.0,1312056.0,0.5512539098940898,0.548382598996096,0.7269624573378839,0.4545454545454546,0.5
redisservice2_memory_1627269946,redisservice2,memory,cache,0.5,single_budget_random,2,0,1,1,0.8,2930.0,527400.0,240.0,5760.0,6,5,7222.0,1299960.0,880.0,21120.0,11,10,533160.0,1321080.0,0.5964211100009084,0.5942952090833564,0.7272727272727273,0.4545454545454546,0.5
webservice2_cpu_1627270294,webservice2,cpu,web,0.5,single_budget_random,999,0,0,0,0.0,2625.0,472500.0,240.0,5760.0,6,5,5901.0,1062180.0,880.0,21120.0,11,10,478260.0,1083300.0,0.5585156466352811,0.5551601423487544,0.7272727272727273,0.4545454545454546,0.5
dbservice1_memory_1627272293,dbservice1,memory,database,0.5,single_budget_random,4,0,0,1,0.4,1996.0,359280.0,238.0,5712.0,6,5,7039.0,1267020.0,877.0,21048.0,11,10,364992.0,1288068.0,0.716636078219473,0.7164369938911777,0.7286202964652224,0.4545454545454546,0.5
mobservice2_qr_expired_1627279670,mobservice2,qr_expired,mobile,0.5,single_budget_random,999,0,0,0,0.0,158.0,28440.0,40.0,960.0,1,5,1262.0,227160.0,160.0,3840.0,2,10,29400.0,231000.0,0.8727272727272728,0.8748019017432647,0.75,0.5,0.5
mobservice1_memory_1627279781,mobservice1,memory,mobile,0.5,single_budget_random,999,0,0,0,0.0,1822.0,327960.0,240.0,5760.0,6,5,7225.0,1300500.0,880.0,21120.0,11,10,333720.0,1321620.0,0.7474917147137603,0.7478200692041522,0.7272727272727273,0.4545454545454546,0.5
mobservice1_memory_1627283259,mobservice1,memory,mobile,0.5,single_budget_random,2,0,1,1,0.8,3279.0,590220.0,239.0,5736.0,6,5,7529.0,1355220.0,878.0,21072.0,11,10,595956.0,1376292.0,0.566984331813307,0.5644839952184886,0.7277904328018223,0.4545454545454546,0.5
dbservice1_memory_1627283279,dbservice1,memory,database,0.5,single_budget_random,3,0,1,1,0.6,2023.0,364140.0,238.0,5712.0,6,5,7529.0,1355220.0,878.0,21072.0,11,10,369852.0,1376292.0,0.7312692364701676,0.7313056182759995,0.7289293849658314,0.4545454545454546,0.5
logservice1_memory_1627283437,logservice1,memory,logging,0.5,single_budget_random,999,0,0,0,0.0,2247.0,404460.0,240.0,5760.0,6,5,7371.0,1326780.0,880.0,21120.0,11,10,410220.0,1347900.0,0.6956599154239929,0.6951566951566952,0.7272727272727273,0.4545454545454546,0.5
webservice2_memory_1627286385,webservice2,memory,web,0.5,single_budget_random,5,0,0,1,0.2,3183.0,572940.0,240.0,5760.0,6,5,7503.0,1350540.0,876.0,21024.0,11,10,578700.0,1371564.0,0.5780729152996142,0.5757696921231508,0.726027397260274,0.4545454545454546,0.5
dbservice2_memory_1627286946,dbservice2,memory,database,0.5,single_budget_random,999,0,0,0,0.0,764.0,137520.0,240.0,5760.0,6,5,7621.0,1371780.0,879.0,21096.0,11,10,143280.0,1392876.0,0.8971337003437492,0.899750688885973,0.7269624573378839,0.4545454545454546,0.5
dbservice1_memory_1627288593,dbservice1,memory,database,0.5,single_budget_random,999,0,0,0,0.0,761.0,136980.0,240.0,5760.0,6,5,7589.0,1366020.0,879.0,21096.0,11,10,142740.0,1387116.0,0.8970958449041032,0.8997232837000922,0.7269624573378839,0.4545454545454546,0.5
logservice1_memory_1627291476,logservice1,memory,logging,0.5,single_budget_random,4,0,0,1,0.4,1038.0,186840.0,240.0,5760.0,6,5,7511.0,1351980.0,880.0,21120.0,11,10,192600.0,1373100.0,0.8597334498579856,0.8618026893888963,0.7272727272727273,0.4545454545454546,0.5
redisservice2_memory_1627293263,redisservice2,memory,cache,0.5,single_budget_random,4,0,0,1,0.4,1849.0,332820.0,237.0,5688.0,6,5,6994.0,1258920.0,877.0,21048.0,11,10,338508.0,1279968.0,0.7355340133503337,0.7356305404632542,0.7297605473204105,0.4545454545454546,0.5
mobservice1_qr_expired_1627293860,mobservice1,qr_expired,mobile,0.5,single_budget_random,1,1,1,1,1.0,134.0,24120.0,40.0,960.0,1,5,525.0,94500.0,80.0,1920.0,1,10,25080.0,96420.0,0.7398879900435594,0.7447619047619047,0.5,0.0,0.5
mobservice2_memory_1627296468,mobservice2,memory,mobile,0.5,single_budget_random,999,0,0,0,0.0,930.0,167400.0,239.0,5736.0,6,5,6971.0,1254780.0,878.0,21072.0,11,10,173136.0,1275852.0,0.8642977398632443,0.8665901592311003,0.7277904328018223,0.4545454545454546,0.5
dbservice1_memory_1627297432,dbservice1,memory,database,0.5,single_budget_random,999,0,0,0,0.0,1624.0,292320.0,240.0,5760.0,6,5,6817.0,1227060.0,880.0,21120.0,11,10,298080.0,1248180.0,0.7611882901504591,0.7617720404870177,0.7272727272727273,0.4545454545454546,0.5
logservice1_memory_1627299080,logservice1,memory,logging,0.5,single_budget_random,999,0,0,0,0.0,3240.0,583200.0,238.0,5712.0,6,5,7375.0,1327500.0,876.0,21024.0,11,10,588912.0,1348524.0,0.5632914208423432,0.560677966101695,0.728310502283105,0.4545454545454546,0.5
dbservice2_memory_1627303928,dbservice2,memory,database,0.5,single_budget_random,999,0,0,0,0.0,3375.0,607500.0,240.0,5760.0,6,5,7450.0,1341000.0,876.0,21024.0,11,10,613260.0,1362024.0,0.5497436168525665,0.5469798657718121,0.726027397260274,0.4545454545454546,0.5
redisservice1_memory_1627303947,redisservice1,memory,cache,0.5,single_budget_random,999,0,0,0,0.0,2062.0,371160.0,240.0,5760.0,6,5,7450.0,1341000.0,876.0,21024.0,11,10,376920.0,1362024.0,0.723264788285669,0.7232214765100671,0.726027397260274,0.4545454545454546,0.5
mobservice2_qr_expired_1627308362,mobservice2,qr_expired,mobile,0.5,single_budget_random,2,0,1,1,0.8,100.0,18000.0,40.0,960.0,1,5,419.0,75420.0,80.0,1920.0,1,10,18960.0,77340.0,0.7548487199379363,0.7613365155131265,0.5,0.0,0.5
logservice1_memory_1627310265,logservice1,memory,logging,0.5,single_budget_random,5,0,0,1,0.2,2843.0,511740.0,240.0,5760.0,6,5,6685.0,1203300.0,879.0,21096.0,11,10,517500.0,1224396.0,0.5773426244450325,0.5747195213163799,0.7269624573378839,0.4545454545454546,0.5
webservice1_memory_1627316277,webservice1,memory,web,0.5,single_budget_random,999,0,0,0,0.0,2693.0,484740.0,240.0,5760.0,6,5,6575.0,1183500.0,879.0,21096.0,11,10,490500.0,1204596.0,0.5928095394638535,0.5904182509505703,0.7269624573378839,0.4545454545454546,0.5
dbservice1_memory_1627316827,dbservice1,memory,database,0.5,single_budget_random,999,0,0,0,0.0,2932.0,527760.0,239.0,5736.0,6,5,6858.0,1234440.0,878.0,21072.0,11,10,533496.0,1255512.0,0.5750769407221914,0.5724701079031788,0.7277904328018223,0.4545454545454546,0.5
mobservice1_qr_expired_1627322979,mobservice1,qr_expired,mobile,0.5,single_budget_random,1,1,1,1,1.0,302.0,54360.0,40.0,960.0,1,5,1066.0,191880.0,160.0,3840.0,2,10,55320.0,195720.0,0.7173513182096873,0.7166979362101313,0.75,0.5,0.5
webservice2_memory_1627323573,webservice2,memory,web,0.5,single_budget_random,3,0,1,1,0.6,966.0,173880.0,240.0,5760.0,6,5,6837.0,1230660.0,879.0,21096.0,11,10,179640.0,1251756.0,0.8564896034051365,0.8587099605089952,0.7269624573378839,0.4545454545454546,0.5
dbservice2_memory_1627325374,dbservice2,memory,database,0.5,single_budget_random,999,0,0,0,0.0,2947.0,530460.0,240.0,5760.0,6,5,6654.0,1197720.0,880.0,21120.0,11,10,536220.0,1218840.0,0.5600571034754356,0.5571085061617073,0.7272727272727273,0.4545454545454546,0.5
webservice1_memory_1627330168,webservice1,memory,web,0.5,single_budget_random,999,0,0,0,0.0,969.0,174420.0,240.0,5760.0,6,5,7137.0,1284660.0,880.0,21120.0,11,10,180180.0,1305780.0,0.8620135091669348,0.864228667507356,0.7272727272727273,0.4545454545454546,0.5
dbservice2_memory_1627331922,dbservice2,memory,database,0.5,single_budget_random,999,0,0,0,0.0,1863.0,335340.0,239.0,5736.0,6,5,6573.0,1183140.0,879.0,21096.0,11,10,341076.0,1204236.0,0.7167698025968332,0.7165677772706527,0.7281001137656428,0.4545454545454546,0.5
redisservice1_memory_1627332332,redisservice1,memory,cache,0.5,single_budget_random,2,0,1,1,0.8,2390.0,430200.0,240.0,5760.0,6,5,6363.0,1145340.0,880.0,21120.0,11,10,435960.0,1166460.0,0.6262537935291395,0.6243910105296244,0.7272727272727273,0.4545454545454546,0.5
mobservice2_qr_expired_1627337234,mobservice2,qr_expired,mobile,0.5,single_budget_random,5,0,0,1,0.2,216.0,38880.0,40.0,960.0,1,5,443.0,79740.0,80.0,1920.0,1,10,39840.0,81660.0,0.5121234386480529,0.5124153498871331,0.5,0.0,0.5
webservice1_memory_1627342282,webservice1,memory,web,0.5,single_budget_random,4,0,0,1,0.4,976.0,175680.0,237.0,5688.0,6,5,7348.0,1322640.0,877.0,21048.0,11,10,181368.0,1343688.0,0.8650222373050886,0.8671747414262384,0.7297605473204105,0.4545454545454546,0.5
mobservice1_memory_1627347382,mobservice1,memory,mobile,0.5,single_budget_random,1,1,1,1,1.0,762.0,137160.0,238.0,5712.0,6,5,7552.0,1359360.0,875.0,21000.0,11,10,142872.0,1380360.0,0.8964965661131878,0.8990995762711864,0.728,0.4545454545454546,0.5
logservice2_memory_1627353437,logservice2,memory,logging,0.5,single_budget_random,1,1,1,1,1.0,1782.0,320760.0,230.0,5520.0,6,5,7214.0,1298520.0,870.0,20880.0,11,10,326280.0,1319400.0,0.7527057753524329,0.7529803160521209,0.735632183908046,0.4545454545454546,0.5
webservice2_memory_1627354358,webservice2,memory,web,0.5,single_budget_random,5,0,0,1,0.2,2259.0,406620.0,238.0,5712.0,6,5,6935.0,1248300.0,874.0,20976.0,11,10,412332.0,1269276.0,0.6751439403250357,0.6742609949531362,0.7276887871853547,0.4545454545454546,0.5
mobservice1_qr_expired_1627355175,mobservice1,qr_expired,mobile,0.5,single_budget_random,4,0,0,1,0.4,308.0,55440.0,40.0,960.0,1,5,606.0,109080.0,80.0,1920.0,1,10,56400.0,111000.0,0.49189189189189186,0.4917491749174917,0.5,0.0,0.5
mobservice2_memory_1627357843,mobservice2,memory,mobile,0.5,single_budget_random,999,0,0,0,0.0,1493.0,268740.0,239.0,5736.0,6,5,6542.0,1177560.0,877.0,21048.0,11,10,274476.0,1198608.0,0.7710043650634737,0.7717823295628248,0.7274800456100342,0.4545454545454546,0.5
webservice1_memory_1627361744,webservice1,memory,web,0.5,single_budget_random,999,0,0,0,0.0,1856.0,334080.0,240.0,5760.0,6,5,6968.0,1254240.0,880.0,21120.0,11,10,339840.0,1275360.0,0.7335340609710199,0.7336394948335248,0.7272727272727273,0.4545454545454546,0.5
redisservice1_memory_1627362134,redisservice1,memory,cache,0.5,single_budget_random,2,0,1,1,0.8,2587.0,465660.0,240.0,5760.0,6,5,7145.0,1286100.0,880.0,21120.0,11,10,471420.0,1307220.0,0.6393721026300088,0.637928621413576,0.7272727272727273,0.4545454545454546,0.5
mobservice2_qr_expired_1627363820,mobservice2,qr_expired,mobile,0.5,single_budget_random,999,0,0,0,0.0,257.0,46260.0,40.0,960.0,1,5,583.0,104940.0,80.0,1920.0,1,10,47220.0,106860.0,0.5581134194272881,0.5591766723842195,0.5,0.0,0.5
mobservice2_memory_1627365277,mobservice2,memory,mobile,0.5,single_budget_random,999,0,0,0,0.0,1630.0,293400.0,240.0,5760.0,6,5,7009.0,1261620.0,880.0,21120.0,11,10,299160.0,1282740.0,0.766780485523177,0.7674418604651163,0.7272727272727273,0.4545454545454546,0.5
logservice2_memory_1627365342,logservice2,memory,logging,0.5,single_budget_random,4,0,0,1,0.4,2010.0,361800.0,240.0,5760.0,6,5,7018.0,1263240.0,880.0,21120.0,11,10,367560.0,1284360.0,0.7138185555451743,0.713593616414933,0.7272727272727273,0.4545454545454546,0.5
redisservice1_memory_1627367085,redisservice1,memory,cache,0.5,single_budget_random,999,0,0,0,0.0,992.0,178560.0,240.0,5760.0,6,5,7056.0,1270080.0,876.0,21024.0,11,10,184320.0,1291104.0,0.8572384563908098,0.8594104308390023,0.726027397260274,0.4545454545454546,0.5
webservice2_memory_1627372277,webservice2,memory,web,0.5,single_budget_random,999,0,0,0,0.0,1951.0,351180.0,238.0,5712.0,6,5,7271.0,1308780.0,877.0,21048.0,11,10,356892.0,1329828.0,0.7316254432904106,0.7316737725209737,0.7286202964652224,0.4545454545454546,0.5
dbservice1_memory_1627373850,dbservice1,memory,database,0.5,single_budget_random,1,1,1,1,1.0,2022.0,363960.0,240.0,5760.0,6,5,7101.0,1278180.0,880.0,21120.0,11,10,369720.0,1299300.0,0.7154467790348649,0.7152513730460499,0.7272727272727273,0.4545454545454546,0.5
mobservice2_memory_1627374212,mobservice2,memory,mobile,0.5,single_budget_random,999,0,0,0,0.0,1731.0,311580.0,240.0,5760.0,6,5,6674.0,1201320.0,880.0,21120.0,11,10,317340.0,1222440.0,0.7404044370275842,0.7406353011687143,0.7272727272727273,0.4545454545454546,0.5
dbservice2_memory_1627375478,dbservice2,memory,database,0.5,single_budget_random,3,0,1,1,0.6,2046.0,368280.0,240.0,5760.0,6,5,7436.0,1338480.0,880.0,21120.0,11,10,374040.0,1359600.0,0.7248896734333627,0.7248520710059172,0.7272727272727273,0.4545454545454546,0.5
dbservice2_memory_1627379165,dbservice2,memory,database,0.5,single_budget_random,3,0,1,1,0.6,1680.0,302400.0,240.0,5760.0,6,5,6303.0,1134540.0,879.0,21096.0,11,10,308160.0,1155636.0,0.7333416404473381,0.7334602570204665,0.7269624573378839,0.4545454545454546,0.5
webservice1_memory_1627381040,webservice1,memory,web,0.5,single_budget_random,999,0,0,0,0.0,1524.0,274320.0,239.0,5736.0,6,5,6406.0,1153080.0,877.0,21048.0,11,10,280056.0,1174128.0,0.7614774539062181,0.7620980330939744,0.7274800456100342,0.4545454545454546,0.5
