case_id,root_service,fault_type,service_family,rank,top1,top3,top5,avg_at_5,top5_services,root_service_prob
dbservice1_memory_1625675230,dbservice1,memory,database,4,0,0,1,0.4,"['dbservice2', 'redisservice1', 'redisservice2', 'dbservice1', 'logservice2']",1.0
mobservice2_qr_expired_1625675866,mobservice2,qr_expired,mobile,2,0,1,1,0.8,"['redisservice1', 'mobservice2', 'logservice1', 'webservice1', 'dbservice2']",0.9984291172751215
mobservice2_memory_1625676811,mobservice2,memory,mobile,2,0,1,1,0.8,"['mobservice1', 'mobservice2', 'redisservice2', 'redisservice1', 'logservice1']",1.0
dbservice1_memory_1625679820,dbservice1,memory,database,10,0,0,0,0.0,"['dbservice2', 'redisservice2', 'redisservice1', 'mobservice2', 'webservice1']",0.7675335246288268
mobservice2_memory_1625680798,mobservice2,memory,mobile,1,1,1,1,1.0,"['mobservice2', 'mobservice1', 'redisservice2', 'webservice2', 'redisservice1']",0.954774420421293
redisservice2_memory_1625692590,redisservice2,memory,cache,6,0,0,0,0.0,"['logservice1', 'dbservice1', 'dbservice2', 'webservice2', 'webservice1']",0.9700628555303256
mobservice2_memory_1625692971,mobservice2,memory,mobile,5,0,0,1,0.2,"['dbservice1', 'redisservice1', 'redisservice2', 'dbservice2', 'mobservice2']",0.882318967566217
mobservice2_memory_1625697606,mobservice2,memory,mobile,6,0,0,0,0.0,"['redisservice2', 'dbservice1', 'webservice1', 'mobservice1', 'redisservice1']",0.9610699324619104
redisservice1_memory_1625699447,redisservice1,memory,cache,6,0,0,0,0.0,"['dbservice2', 'webservice1', 'mobservice1', 'logservice2', 'dbservice1']",0.873013993842071
mobservice1_memory_1625703099,mobservice1,memory,mobile,4,0,0,1,0.4,"['dbservice1', 'logservice1', 'logservice2', 'mobservice1', 'mobservice2']",1.0
dbservice2_memory_1625704892,dbservice2,memory,database,6,0,0,0,0.0,"['dbservice1', 'mobservice2', 'redisservice2', 'webservice1', 'logservice1']",0.9923883896553425
webservice1_file_move_1625706600,webservice1,file_move,web,2,0,1,1,0.8,"['mobservice2', 'webservice1', 'dbservice2', 'webservice2', 'logservice2']",0.9999999992417439
mobservice1_qr_expired_1625711646,mobservice1,qr_expired,mobile,1,1,1,1,1.0,"['mobservice1', 'webservice2', 'redisservice1', 'webservice1', 'dbservice2']",1.0
dbservice2_memory_1625711897,dbservice2,memory,database,4,0,0,1,0.4,"['mobservice1', 'redisservice1', 'mobservice2', 'dbservice2', 'webservice2']",0.9999999906661389
logservice1_memory_1625715126,logservice1,memory,logging,9,0,0,0,0.0,"['webservice2', 'mobservice2', 'redisservice2', 'redisservice1', 'dbservice1']",0.934647164844067
webservice1_memory_1625715729,webservice1,memory,web,4,0,0,1,0.4,"['mobservice2', 'webservice2', 'redisservice1', 'webservice1', 'dbservice1']",0.9945118221276877
dbservice2_memory_1625720058,dbservice2,memory,database,7,0,0,0,0.0,"['mobservice2', 'webservice2', 'redisservice2', 'webservice1', 'dbservice1']",0.935030830871336
mobservice2_qr_expired_1625722797,mobservice2,qr_expired,mobile,10,0,0,0,0.0,"['logservice2', 'redisservice1', 'redisservice2', 'logservice1', 'webservice2']",0.8099992634719726
logservice2_memory_1625732122,logservice2,memory,logging,8,0,0,0,0.0,"['redisservice1', 'webservice1', 'mobservice2', 'redisservice2', 'webservice2']",0.879905701053025
redisservice2_memory_1625733844,redisservice2,memory,cache,7,0,0,0,0.0,"['dbservice1', 'mobservice1', 'mobservice2', 'redisservice1', 'webservice1']",0.974638003774956
webservice2_memory_1625734162,webservice2,memory,web,6,0,0,0,0.0,"['mobservice2', 'redisservice2', 'logservice2', 'webservice1', 'dbservice1']",0.9203509404039072
mobservice1_memory_1625735045,mobservice1,memory,mobile,9,0,0,0,0.0,"['webservice2', 'dbservice1', 'mobservice2', 'dbservice2', 'webservice1']",0.898512883740949
logservice1_memory_1625737305,logservice1,memory,logging,7,0,0,0,0.0,"['dbservice1', 'redisservice2', 'redisservice1', 'webservice2', 'dbservice2']",0.9429053327422028
mobservice2_memory_1625738510,mobservice2,memory,mobile,1,1,1,1,1.0,"['mobservice2', 'dbservice2', 'mobservice1', 'redisservice2', 'redisservice1']",1.0
mobservice2_memory_1625742099,mobservice2,memory,mobile,10,0,0,0,0.0,"['redisservice1', 'dbservice1', 'mobservice1', 'webservice2', 'logservice1']",1.0
webservice1_memory_1625744233,webservice1,memory,web,4,0,0,1,0.4,"['redisservice2', 'mobservice1', 'redisservice1', 'webservice1', 'mobservice2']",0.972110823005335
webservice2_memory_1625744497,webservice2,memory,web,9,0,0,0,0.0,"['mobservice1', 'dbservice2', 'webservice1', 'logservice1', 'dbservice1']",0.8175744761936437
webservice2_memory_1625747511,webservice2,memory,web,9,0,0,0,0.0,"['mobservice2', 'mobservice1', 'webservice1', 'logservice2', 'dbservice2']",0.8488018889037343
redisservice2_memory_1625752669,redisservice2,memory,cache,1,1,1,1,1.0,"['redisservice2', 'mobservice2', 'mobservice1', 'webservice1', 'dbservice1']",0.9707170590597688
logservice2_memory_1625756295,logservice2,memory,logging,5,0,0,1,0.2,"['mobservice1', 'webservice1', 'webservice2', 'dbservice2', 'logservice2']",0.9756461404034984
mobservice1_qr_expired_1625756698,mobservice1,qr_expired,mobile,7,0,0,0,0.0,"['dbservice1', 'redisservice1', 'redisservice2', 'webservice2', 'webservice1']",0.8737447144817634
redisservice2_memory_1625768486,redisservice2,memory,cache,10,0,0,0,0.0,"['logservice2', 'webservice2', 'mobservice1', 'webservice1', 'dbservice2']",0.9739704339559145
dbservice1_memory_1625768540,dbservice1,memory,database,8,0,0,0,0.0,"['logservice2', 'webservice2', 'dbservice2', 'mobservice1', 'webservice1']",0.8377358908010429
mobservice2_memory_1625771613,mobservice2,memory,mobile,1,1,1,1,1.0,"['mobservice2', 'redisservice2', 'logservice2', 'webservice1', 'dbservice2']",1.0
webservice1_file_move_1625775000,webservice1,file_move,web,2,0,1,1,0.8,"['redisservice1', 'webservice1', 'mobservice2', 'logservice2', 'dbservice1']",0.9999999999264704
webservice2_memory_1625777099,webservice2,memory,web,2,0,1,1,0.8,"['mobservice1', 'webservice2', 'logservice1', 'dbservice1', 'mobservice2']",0.9999999999988527
webservice1_memory_1625777703,webservice1,memory,web,4,0,0,1,0.4,"['dbservice1', 'mobservice1', 'redisservice2', 'webservice1', 'webservice2']",0.9525741268224334
mobservice2_qr_expired_1625778458,mobservice2,qr_expired,mobile,2,0,1,1,0.8,"['logservice2', 'mobservice2', 'redisservice1', 'redisservice2', 'webservice1']",1.0
dbservice2_memory_1625780540,dbservice2,memory,database,8,0,0,0,0.0,"['mobservice2', 'mobservice1', 'redisservice1', 'dbservice1', 'redisservice2']",0.8813465742923868
redisservice2_memory_1625790000,redisservice2,memory,cache,10,0,0,0,0.0,"['mobservice2', 'dbservice2', 'redisservice1', 'webservice1', 'logservice1']",1.0
webservice2_file_move_1625793000,webservice2,file_move,web,2,0,1,1,0.8,"['redisservice2', 'webservice2', 'webservice1', 'logservice1', 'dbservice2']",0.9999999999622486
mobservice1_qr_expired_1625794482,mobservice1,qr_expired,mobile,10,0,0,0,0.0,"['dbservice2', 'redisservice2', 'webservice1', 'logservice1', 'webservice2']",1.0
logservice2_memory_1625794522,logservice2,memory,logging,6,0,0,0,0.0,"['dbservice1', 'mobservice1', 'redisservice1', 'webservice1', 'webservice2']",0.991101561283433
mobservice1_memory_1625804210,mobservice1,memory,mobile,10,0,0,0,0.0,"['mobservice2', 'redisservice1', 'redisservice2', 'webservice1', 'webservice2']",0.9999999999810882
logservice2_memory_1625804275,logservice2,memory,logging,6,0,0,0,0.0,"['redisservice2', 'dbservice2', 'mobservice2', 'redisservice1', 'dbservice1']",0.9939743851859645
webservice2_memory_1625806048,webservice2,memory,web,3,0,1,1,0.6,"['mobservice1', 'redisservice2', 'webservice2', 'dbservice1', 'webservice1']",0.9994359949535206
redisservice1_memory_1625816205,redisservice1,memory,cache,5,0,0,1,0.2,"['mobservice1', 'mobservice2', 'dbservice2', 'logservice1', 'redisservice1']",0.9690987884417903
redisservice2_memory_1625819320,redisservice2,memory,cache,9,0,0,0,0.0,"['dbservice2', 'dbservice1', 'mobservice2', 'webservice2', 'logservice1']",0.8807970779778823
webservice1_memory_1625820924,webservice1,memory,web,2,0,1,1,0.8,"['mobservice2', 'webservice1', 'mobservice1', 'redisservice1', 'dbservice1']",0.9722252206951504
mobservice2_qr_expired_1625827086,mobservice2,qr_expired,mobile,1,1,1,1,1.0,"['mobservice2', 'webservice2', 'dbservice2', 'redisservice2', 'redisservice1']",1.0
mobservice1_memory_1625827494,mobservice1,memory,mobile,1,1,1,1,1.0,"['mobservice1', 'dbservice1', 'mobservice2', 'redisservice2', 'redisservice1']",0.9999999999998042
mobservice2_memory_1625831922,mobservice2,memory,mobile,2,0,1,1,0.8,"['mobservice1', 'mobservice2', 'webservice1', 'dbservice1', 'redisservice2']",1.0
mobservice1_memory_1625832716,mobservice1,memory,mobile,3,0,1,1,0.6,"['webservice2', 'dbservice1', 'mobservice1', 'webservice1', 'logservice1']",0.9999999999988323
mobservice1_qr_expired_1625841247,mobservice1,qr_expired,mobile,3,0,1,1,0.6,"['dbservice1', 'logservice1', 'mobservice1', 'webservice1', 'webservice2']",1.0
redisservice2_memory_1625845367,redisservice2,memory,cache,3,0,1,1,0.6,"['logservice1', 'mobservice2', 'redisservice2', 'webservice1', 'logservice2']",0.9999999999788083
dbservice1_memory_1625849028,dbservice1,memory,database,4,0,0,1,0.4,"['redisservice2', 'mobservice1', 'webservice2', 'dbservice1', 'redisservice1']",0.9991880385581723
logservice1_memory_1625855415,logservice1,memory,logging,2,0,1,1,0.8,"['redisservice1', 'logservice1', 'redisservice2', 'logservice2', 'dbservice2']",1.0
webservice2_memory_1625856842,webservice2,memory,web,5,0,0,1,0.2,"['mobservice2', 'redisservice2', 'dbservice1', 'logservice1', 'webservice2']",0.9644263714991691
webservice1_memory_1625860918,webservice1,memory,web,4,0,0,1,0.4,"['logservice1', 'logservice2', 'mobservice1', 'webservice1', 'dbservice2']",0.9967091452548995
dbservice1_memory_1625863841,dbservice1,memory,database,6,0,0,0,0.0,"['webservice1', 'mobservice1', 'redisservice2', 'redisservice1', 'webservice2']",0.9876583338099718
dbservice1_memory_1625867158,dbservice1,memory,database,3,0,1,1,0.6,"['mobservice2', 'logservice1', 'dbservice1', 'redisservice2', 'mobservice1']",0.9820137900379085
dbservice1_memory_1625870624,dbservice1,memory,database,9,0,0,0,0.0,"['redisservice1', 'webservice1', 'dbservice2', 'mobservice1', 'redisservice2']",0.935030830871336
mobservice2_qr_expired_1625871929,mobservice2,qr_expired,mobile,2,0,1,1,0.8,"['mobservice1', 'mobservice2', 'webservice1', 'webservice2', 'logservice1']",1.0
logservice1_memory_1625874131,logservice1,memory,logging,9,0,0,0,0.0,"['redisservice2', 'webservice1', 'dbservice1', 'logservice2', 'redisservice1']",0.869961931221866
redisservice2_memory_1625874853,redisservice2,memory,cache,3,0,1,1,0.6,"['dbservice1', 'dbservice2', 'redisservice2', 'webservice1', 'mobservice2']",1.0
logservice2_memory_1625880190,logservice2,memory,logging,9,0,0,0,0.0,"['dbservice1', 'redisservice2', 'dbservice2', 'mobservice1', 'redisservice1']",0.75820382759259
webservice1_memory_1625881257,webservice1,memory,web,3,0,1,1,0.6,"['logservice2', 'redisservice2', 'webservice1', 'dbservice1', 'mobservice1']",0.9999999997455187
redisservice2_memory_1625882839,redisservice2,memory,cache,2,0,1,1,0.8,"['mobservice1', 'redisservice2', 'mobservice2', 'webservice2', 'redisservice1']",1.0
redisservice1_memory_1625882934,redisservice1,memory,cache,3,0,1,1,0.6,"['mobservice1', 'dbservice2', 'redisservice1', 'webservice2', 'dbservice1']",0.9998747652078279
mobservice1_qr_expired_1625890187,mobservice1,qr_expired,mobile,10,0,0,0,0.0,"['redisservice1', 'webservice2', 'mobservice2', 'logservice2', 'webservice1']",1.0
webservice1_file_move_1625890201,webservice1,file_move,web,4,0,0,1,0.4,"['dbservice1', 'mobservice1', 'redisservice1', 'webservice1', 'webservice2']",0.9999999661050578
webservice2_memory_1625890558,webservice2,memory,web,4,0,0,1,0.4,"['redisservice1', 'redisservice2', 'logservice1', 'webservice2', 'dbservice1']",0.9999421979948725
logservice1_memory_1625894863,logservice1,memory,logging,10,0,0,0,0.0,"['redisservice2', 'webservice1', 'redisservice1', 'mobservice2', 'dbservice2']",0.9844110822969873
webservice2_memory_1625896703,webservice2,memory,web,4,0,0,1,0.4,"['mobservice1', 'dbservice2', 'webservice1', 'webservice2', 'redisservice2']",0.9999972375055775
mobservice2_memory_1625898199,mobservice2,memory,mobile,3,0,1,1,0.6,"['redisservice2', 'dbservice2', 'mobservice2', 'webservice2', 'redisservice1']",1.0
mobservice1_memory_1625901292,mobservice1,memory,mobile,9,0,0,0,0.0,"['dbservice1', 'logservice2', 'webservice2', 'redisservice2', 'mobservice2']",1.0
webservice1_memory_1625903663,webservice1,memory,web,7,0,0,0,0.0,"['webservice2', 'mobservice1', 'dbservice2', 'dbservice1', 'logservice1']",0.9525741268224334
dbservice1_memory_1625909033,dbservice1,memory,database,5,0,0,1,0.2,"['redisservice1', 'mobservice1', 'mobservice2', 'dbservice2', 'dbservice1']",0.9823264351919855
mobservice2_qr_expired_1625913424,mobservice2,qr_expired,mobile,1,1,1,1,1.0,"['mobservice2', 'webservice1', 'redisservice2', 'logservice1', 'mobservice1']",1.0
dbservice1_memory_1625914032,dbservice1,memory,database,7,0,0,0,0.0,"['mobservice2', 'webservice1', 'logservice1', 'redisservice2', 'mobservice1']",0.8802685844053203
logservice2_memory_1625924296,logservice2,memory,logging,9,0,0,0,0.0,"['redisservice2', 'dbservice2', 'mobservice1', 'logservice1', 'webservice2']",0.999956079164014
mobservice1_qr_expired_1625930412,mobservice1,qr_expired,mobile,5,0,0,1,0.2,"['dbservice1', 'dbservice2', 'logservice1', 'logservice2', 'mobservice1']",1.0
webservice1_file_move_1625933400,webservice1,file_move,web,3,0,1,1,0.6,"['mobservice2', 'redisservice1', 'webservice1', 'webservice2', 'dbservice1']",0.9999997808114575
logservice1_memory_1625936756,logservice1,memory,logging,4,0,0,1,0.4,"['mobservice2', 'webservice1', 'logservice2', 'logservice1', 'webservice2']",0.9951952471128405
mobservice1_memory_1625941772,mobservice1,memory,mobile,1,1,1,1,1.0,"['mobservice1', 'redisservice1', 'webservice1', 'dbservice2', 'dbservice1']",1.0
redisservice1_memory_1625942635,redisservice1,memory,cache,2,0,1,1,0.8,"['mobservice1', 'redisservice1', 'dbservice2', 'webservice2', 'logservice1']",0.9891861056470338
dbservice2_memory_1625944726,dbservice2,memory,database,6,0,0,0,0.0,"['mobservice1', 'mobservice2', 'webservice2', 'dbservice1', 'webservice1']",0.9999999999999991
logservice1_memory_1625950367,logservice1,memory,logging,5,0,0,1,0.2,"['mobservice1', 'mobservice2', 'dbservice2', 'redisservice1', 'logservice1']",0.8861986358498252
dbservice2_memory_1625953237,dbservice2,memory,database,4,0,0,1,0.4,"['webservice1', 'mobservice2', 'redisservice1', 'dbservice2', 'logservice2']",0.9816588199075947
mobservice2_qr_expired_1625953921,mobservice2,qr_expired,mobile,1,1,1,1,1.0,"['mobservice2', 'webservice1', 'logservice1', 'dbservice1', 'redisservice1']",1.0
redisservice2_memory_1625954379,redisservice2,memory,cache,1,1,1,1,1.0,"['redisservice2', 'mobservice1', 'mobservice2', 'webservice1', 'logservice1']",1.0
webservice1_memory_1625957279,webservice1,memory,web,8,0,0,0,0.0,"['redisservice1', 'mobservice1', 'mobservice2', 'redisservice2', 'logservice2']",0.9982154569247618
mobservice1_memory_1625961631,mobservice1,memory,mobile,2,0,1,1,0.8,"['mobservice2', 'mobservice1', 'webservice1', 'webservice2', 'dbservice1']",1.0
dbservice1_memory_1625964302,dbservice1,memory,database,1,1,1,1,1.0,"['dbservice1', 'redisservice2', 'webservice2', 'logservice1', 'logservice2']",0.9999999999999156
logservice1_memory_1625967061,logservice1,memory,logging,8,0,0,0,0.0,"['redisservice1', 'webservice2', 'mobservice1', 'webservice1', 'mobservice2']",0.8473913351573689
mobservice1_qr_expired_1625972156,mobservice1,qr_expired,mobile,3,0,1,1,0.6,"['mobservice2', 'webservice2', 'mobservice1', 'logservice1', 'logservice2']",0.9995320432743687
mobservice1_memory_1625977908,mobservice1,memory,mobile,2,0,1,1,0.8,"['redisservice1', 'mobservice1', 'redisservice2', 'webservice1', 'logservice1']",1.0
dbservice2_memory_1625981739,dbservice2,memory,database,9,0,0,0,0.0,"['mobservice1', 'redisservice1', 'redisservice2', 'mobservice2', 'webservice1']",0.8043274735410305
redisservice2_memory_1625985172,redisservice2,memory,cache,10,0,0,0,0.0,"['logservice2', 'mobservice2', 'webservice1', 'webservice2', 'dbservice2']",0.9997670478344975
mobservice2_memory_1625987443,mobservice2,memory,mobile,7,0,0,0,0.0,"['dbservice2', 'redisservice2', 'redisservice1', 'logservice2', 'webservice1']",1.0
dbservice2_memory_1625988716,dbservice2,memory,database,1,1,1,1,1.0,"['dbservice2', 'logservice2', 'redisservice2', 'webservice1', 'dbservice1']",0.9997232994556458
mobservice2_qr_expired_1625991677,mobservice2,qr_expired,mobile,1,1,1,1,1.0,"['mobservice2', 'webservice1', 'mobservice1', 'redisservice1', 'redisservice2']",1.0
webservice1_memory_1625991808,webservice1,memory,web,6,0,0,0,0.0,"['mobservice1', 'redisservice1', 'logservice1', 'redisservice2', 'mobservice2']",0.9999925752128471
webservice2_memory_1626003242,webservice2,memory,web,3,0,1,1,0.6,"['dbservice1', 'dbservice2', 'webservice2', 'logservice1', 'logservice2']",0.9999977094793902
webservice2_memory_1626007446,webservice2,memory,web,8,0,0,0,0.0,"['redisservice1', 'mobservice2', 'mobservice1', 'dbservice2', 'logservice2']",0.8554222495341228
mobservice1_qr_expired_1626008252,mobservice1,qr_expired,mobile,3,0,1,1,0.6,"['dbservice1', 'dbservice2', 'mobservice1', 'redisservice2', 'webservice1']",1.0
mobservice2_memory_1626009884,mobservice2,memory,mobile,8,0,0,0,0.0,"['webservice1', 'logservice2', 'redisservice1', 'webservice2', 'dbservice1']",0.9294003151942036
mobservice1_memory_1626011901,mobservice1,memory,mobile,2,0,1,1,0.8,"['dbservice1', 'mobservice1', 'redisservice2', 'webservice1', 'webservice2']",1.0
logservice2_memory_1626013929,logservice2,memory,logging,7,0,0,0,0.0,"['mobservice2', 'webservice1', 'redisservice1', 'redisservice2', 'webservice2']",0.9941929415536206
redisservice1_memory_1626014952,redisservice1,memory,cache,3,0,1,1,0.6,"['mobservice2', 'webservice1', 'redisservice1', 'dbservice2', 'mobservice1']",0.9820137900379085
webservice2_memory_1626018521,webservice2,memory,web,10,0,0,0,0.0,"['dbservice2', 'mobservice1', 'mobservice2', 'redisservice1', 'webservice1']",0.8666882312345059
logservice1_memory_1626018993,logservice1,memory,logging,7,0,0,0,0.0,"['mobservice2', 'dbservice2', 'redisservice2', 'redisservice1', 'dbservice1']",0.9189802313346921
mobservice1_memory_1626023193,mobservice1,memory,mobile,4,0,0,1,0.4,"['redisservice1', 'dbservice2', 'logservice1', 'mobservice1', 'logservice2']",0.9304757024496152
mobservice1_memory_1626027400,mobservice1,memory,mobile,9,0,0,0,0.0,"['logservice1', 'mobservice2', 'redisservice1', 'dbservice1', 'logservice2']",0.8175744761936437
mobservice2_qr_expired_1626027488,mobservice2,qr_expired,mobile,1,1,1,1,1.0,"['mobservice2', 'webservice2', 'redisservice2', 'dbservice2', 'logservice2']",1.0
mobservice2_memory_1626030275,mobservice2,memory,mobile,10,0,0,0,0.0,"['redisservice2', 'mobservice1', 'redisservice1', 'logservice2', 'dbservice2']",1.0
webservice2_memory_1626030740,webservice2,memory,web,10,0,0,0,0.0,"['redisservice1', 'mobservice2', 'dbservice2', 'webservice1', 'logservice1']",0.9999999999999851
dbservice1_memory_1626032238,dbservice1,memory,database,8,0,0,0,0.0,"['mobservice2', 'webservice2', 'webservice1', 'logservice1', 'mobservice1']",0.8807970779778823
mobservice1_qr_expired_1626040718,mobservice1,qr_expired,mobile,7,0,0,0,0.0,"['dbservice1', 'mobservice2', 'redisservice2', 'webservice1', 'redisservice1']",0.9525741268224334
logservice1_memory_1626043063,logservice1,memory,logging,10,0,0,0,0.0,"['mobservice1', 'redisservice2', 'webservice2', 'dbservice1', 'webservice1']",0.7517916464758534
dbservice2_memory_1626043439,dbservice2,memory,database,5,0,0,1,0.2,"['dbservice1', 'mobservice2', 'redisservice1', 'logservice1', 'dbservice2']",0.9973976270738952
redisservice2_memory_1626048164,redisservice2,memory,cache,10,0,0,0,0.0,"['mobservice1', 'mobservice2', 'webservice2', 'webservice1', 'logservice2']",0.9999999999967848
logservice2_memory_1626050387,logservice2,memory,logging,9,0,0,0,0.0,"['redisservice2', 'mobservice1', 'webservice1', 'redisservice1', 'dbservice1']",0.8349070618836009
webservice2_memory_1626052978,webservice2,memory,web,5,0,0,1,0.2,"['mobservice1', 'webservice1', 'dbservice1', 'dbservice2', 'webservice2']",0.973403006423134
dbservice2_memory_1626053581,dbservice2,memory,database,4,0,0,1,0.4,"['mobservice1', 'mobservice2', 'webservice2', 'dbservice2', 'dbservice1']",0.9826798614842885
mobservice1_memory_1626054650,mobservice1,memory,mobile,1,1,1,1,1.0,"['mobservice1', 'webservice2', 'mobservice2', 'redisservice2', 'redisservice1']",1.0
mobservice2_qr_expired_1626055588,mobservice2,qr_expired,mobile,1,1,1,1,1.0,"['mobservice2', 'webservice2', 'webservice1', 'dbservice1', 'dbservice2']",1.0
mobservice2_memory_1626061939,mobservice2,memory,mobile,7,0,0,0,0.0,"['dbservice1', 'webservice1', 'redisservice1', 'dbservice2', 'webservice2']",0.979020965387394
dbservice2_memory_1626066255,dbservice2,memory,database,3,0,1,1,0.6,"['mobservice2', 'redisservice1', 'dbservice2', 'webservice2', 'redisservice2']",0.9999876514650929
logservice1_memory_1626069816,logservice1,memory,logging,8,0,0,0,0.0,"['redisservice1', 'dbservice2', 'webservice1', 'mobservice1', 'dbservice1']",0.8541855513751969
redisservice2_memory_1626074288,redisservice2,memory,cache,2,0,1,1,0.8,"['mobservice1', 'redisservice2', 'redisservice1', 'webservice2', 'logservice1']",1.0
mobservice1_qr_expired_1626075193,mobservice1,qr_expired,mobile,1,1,1,1,1.0,"['mobservice1', 'dbservice2', 'redisservice2', 'dbservice1', 'webservice2']",1.0
logservice1_memory_1626079498,logservice1,memory,logging,6,0,0,0,0.0,"['mobservice2', 'redisservice1', 'dbservice2', 'mobservice1', 'redisservice2']",0.8872151298250499
webservice1_memory_1626079674,webservice1,memory,web,7,0,0,0,0.0,"['redisservice1', 'redisservice2', 'mobservice2', 'mobservice1', 'webservice2']",0.9168273035060777
logservice1_memory_1626086075,logservice1,memory,logging,10,0,0,0,0.0,"['mobservice1', 'redisservice1', 'webservice1', 'dbservice1', 'dbservice2']",0.6561758987188084
mobservice2_qr_expired_1626092428,mobservice2,qr_expired,mobile,2,0,1,1,0.8,"['dbservice2', 'mobservice2', 'webservice2', 'dbservice1', 'redisservice1']",1.0
dbservice2_memory_1626095808,dbservice2,memory,database,5,0,0,1,0.2,"['mobservice1', 'mobservice2', 'redisservice2', 'webservice2', 'dbservice2']",0.9993293190318433
redisservice2_memory_1626096553,redisservice2,memory,cache,6,0,0,0,0.0,"['mobservice1', 'logservice1', 'dbservice1', 'webservice2', 'dbservice2']",0.9518188940493761
webservice2_memory_1626097343,webservice2,memory,web,6,0,0,0,0.0,"['redisservice2', 'mobservice2', 'webservice1', 'dbservice1', 'logservice1']",0.9605544307009056
logservice2_memory_1626098044,logservice2,memory,logging,8,0,0,0,0.0,"['mobservice2', 'redisservice2', 'mobservice1', 'webservice1', 'redisservice1']",0.8836532800933821
logservice1_memory_1626102559,logservice1,memory,logging,10,0,0,0,0.0,"['redisservice2', 'dbservice1', 'webservice1', 'webservice2', 'dbservice2']",0.7072692557053173
webservice2_memory_1626104516,webservice2,memory,web,4,0,0,1,0.4,"['redisservice1', 'mobservice1', 'redisservice2', 'webservice2', 'logservice2']",0.9525741268224334
logservice1_memory_1626106208,logservice1,memory,logging,10,0,0,0,0.0,"['redisservice2', 'mobservice1', 'dbservice1', 'webservice2', 'mobservice2']",0.7393594305810445
logservice2_memory_1626109759,logservice2,memory,logging,10,0,0,0,0.0,"['mobservice2', 'redisservice2', 'mobservice1', 'webservice1', 'redisservice1']",0.7438228635752704
webservice1_memory_1626111467,webservice1,memory,web,9,0,0,0,0.0,"['mobservice2', 'webservice2', 'dbservice1', 'mobservice1', 'redisservice1']",0.8307158669788921
dbservice1_memory_1626113371,dbservice1,memory,database,2,0,1,1,0.8,"['mobservice1', 'dbservice1', 'redisservice1', 'dbservice2', 'webservice2']",0.9525741268224334
mobservice1_qr_expired_1626114894,mobservice1,qr_expired,mobile,4,0,0,1,0.4,"['dbservice1', 'webservice1', 'dbservice2', 'mobservice1', 'logservice1']",0.9995320432743672
mobservice1_memory_1626117202,mobservice1,memory,mobile,3,0,1,1,0.6,"['mobservice2', 'dbservice2', 'mobservice1', 'redisservice1', 'webservice2']",1.0
logservice1_memory_1626125407,logservice1,memory,logging,9,0,0,0,0.0,"['mobservice2', 'webservice1', 'dbservice1', 'dbservice2', 'redisservice1']",0.8674161226468977
mobservice2_qr_expired_1626126195,mobservice2,qr_expired,mobile,1,1,1,1,1.0,"['mobservice2', 'webservice1', 'webservice2', 'dbservice2', 'dbservice1']",1.0
dbservice2_memory_1626127184,dbservice2,memory,database,7,0,0,0,0.0,"['mobservice1', 'redisservice1', 'redisservice2', 'webservice1', 'webservice2']",0.974097341419356
redisservice2_memory_1626127643,redisservice2,memory,cache,3,0,1,1,0.6,"['mobservice2', 'redisservice1', 'redisservice2', 'dbservice1', 'mobservice1']",0.9999999999149956
mobservice2_memory_1626128366,mobservice2,memory,mobile,6,0,0,0,0.0,"['dbservice2', 'mobservice1', 'webservice2', 'logservice2', 'logservice1']",1.0
mobservice1_memory_1626128984,mobservice1,memory,mobile,1,1,1,1,1.0,"['mobservice1', 'mobservice2', 'webservice1', 'dbservice1', 'dbservice2']",1.0
dbservice2_memory_1626130474,dbservice2,memory,database,10,0,0,0,0.0,"['mobservice1', 'mobservice2', 'webservice1', 'redisservice1', 'logservice1']",0.9998039554774095
redisservice1_memory_1626130579,redisservice1,memory,cache,4,0,0,1,0.4,"['mobservice1', 'webservice1', 'dbservice2', 'redisservice1', 'logservice1']",0.9936458075162186
redisservice2_memory_1626131951,redisservice2,memory,cache,4,0,0,1,0.4,"['dbservice1', 'webservice1', 'redisservice1', 'redisservice2', 'logservice2']",0.9763184149721958
mobservice2_memory_1626132020,mobservice2,memory,mobile,8,0,0,0,0.0,"['dbservice1', 'redisservice1', 'webservice1', 'redisservice2', 'logservice1']",0.9031002383219597
logservice1_memory_1626139037,logservice1,memory,logging,9,0,0,0,0.0,"['dbservice1', 'mobservice2', 'redisservice1', 'mobservice1', 'webservice1']",0.7622280369250226
mobservice2_qr_expired_1626148468,mobservice2,qr_expired,mobile,1,1,1,1,1.0,"['mobservice2', 'webservice1', 'dbservice2', 'redisservice2', 'redisservice1']",1.0
webservice1_file_move_1626149400,webservice1,file_move,web,5,0,0,1,0.2,"['redisservice2', 'webservice2', 'mobservice1', 'mobservice2', 'webservice1']",0.9999970976880148
dbservice2_memory_1626157165,dbservice2,memory,database,3,0,1,1,0.6,"['mobservice1', 'redisservice1', 'dbservice2', 'webservice2', 'mobservice2']",1.0
mobservice2_memory_1626157765,mobservice2,memory,mobile,2,0,1,1,0.8,"['dbservice1', 'mobservice2', 'redisservice2', 'webservice2', 'dbservice2']",1.0
mobservice1_memory_1626159110,mobservice1,memory,mobile,6,0,0,0,0.0,"['redisservice1', 'webservice2', 'mobservice2', 'webservice1', 'dbservice1']",0.9168273035060777
