dataset,service,fault,instance,seed,budget,top1,top3,top5,avg5,full_trace_count,full_anomalous_trace_count,kept_trace_count,kept_anomalous_trace_count,total_reduction,post_injection_reduction,top5_services
RE2-OB,recommendationservice,loss,1,2028,0.25,0.0,1.0,1.0,0.8,21470,9729,14173,2432,0.339869585468095,0.7500256963716723,"['frontendservice', 'recommendationservice', 'currencyservice', 'checkoutservice', 'productcatalogservice']"
RE2-OB,recommendationservice,loss,1,2028,0.35,0.0,1.0,1.0,0.8,21470,9729,15146,3405,0.2945505356311132,0.6500154178230033,"['frontendservice', 'recommendationservice', 'currencyservice', 'checkoutservice', 'productcatalogservice']"
RE2-OB,recommendationservice,loss,1,2028,0.5,0.0,1.0,1.0,0.8,21470,9729,16605,4864,0.22659524918490914,0.5000513927433446,"['frontendservice', 'recommendationservice', 'currencyservice', 'checkoutservice', 'productcatalogservice']"
RE2-OB,recommendationservice,loss,1,2028,0.75,0.0,1.0,1.0,0.8,21470,9729,19038,7297,0.11327433628318584,0.24997430362832773,"['frontendservice', 'recommendationservice', 'currencyservice', 'productcatalogservice', 'checkoutservice']"
RE2-OB,recommendationservice,loss,1,2028,1.0,0.0,1.0,1.0,0.8,21470,9729,21470,9729,0.0,0.0,"['frontendservice', 'recommendationservice', 'currencyservice', 'productcatalogservice', 'checkoutservice']"
RE2-OB,recommendationservice,loss,1,2029,0.05,0.0,1.0,1.0,0.8,21470,9729,12227,486,0.4305076851420587,0.9500462534690102,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'checkoutservice', 'currencyservice']"
RE2-OB,recommendationservice,loss,1,2029,0.1,0.0,1.0,1.0,0.8,21470,9729,12714,973,0.40782487191429906,0.899989721451331,"['frontendservice', 'recommendationservice', 'currencyservice', 'productcatalogservice', 'checkoutservice']"
RE2-OB,recommendationservice,loss,1,2029,0.15,0.0,1.0,1.0,0.8,21470,9729,13200,1459,0.38518863530507685,0.8500359749203412,"['frontendservice', 'recommendationservice', 'currencyservice', 'productcatalogservice', 'checkoutservice']"
RE2-OB,recommendationservice,loss,1,2029,0.2,0.0,1.0,1.0,0.8,21470,9729,13687,1946,0.3625058220773172,0.7999794429026621,"['frontendservice', 'recommendationservice', 'currencyservice', 'productcatalogservice', 'checkoutservice']"
RE2-OB,recommendationservice,loss,1,2029,0.25,0.0,1.0,1.0,0.8,21470,9729,14173,2432,0.339869585468095,0.7500256963716723,"['frontendservice', 'recommendationservice', 'currencyservice', 'productcatalogservice', 'checkoutservice']"
RE2-OB,recommendationservice,loss,1,2029,0.35,0.0,1.0,1.0,0.8,21470,9729,15146,3405,0.2945505356311132,0.6500154178230033,"['frontendservice', 'recommendationservice', 'currencyservice', 'productcatalogservice', 'checkoutservice']"
RE2-OB,recommendationservice,loss,1,2029,0.5,0.0,1.0,1.0,0.8,21470,9729,16605,4864,0.22659524918490914,0.5000513927433446,"['frontendservice', 'recommendationservice', 'currencyservice', 'productcatalogservice', 'checkoutservice']"
RE2-OB,recommendationservice,loss,1,2029,0.75,0.0,1.0,1.0,0.8,21470,9729,19038,7297,0.11327433628318584,0.24997430362832773,"['frontendservice', 'recommendationservice', 'currencyservice', 'productcatalogservice', 'checkoutservice']"
RE2-OB,recommendationservice,loss,1,2029,1.0,0.0,1.0,1.0,0.8,21470,9729,21470,9729,0.0,0.0,"['frontendservice', 'recommendationservice', 'currencyservice', 'productcatalogservice', 'checkoutservice']"
RE2-OB,recommendationservice,loss,1,2030,0.05,0.0,1.0,1.0,0.8,21470,9729,12227,486,0.4305076851420587,0.9500462534690102,"['frontendservice', 'recommendationservice', 'currencyservice', 'productcatalogservice', 'checkoutservice']"
RE2-OB,recommendationservice,loss,1,2030,0.1,0.0,1.0,1.0,0.8,21470,9729,12714,973,0.40782487191429906,0.899989721451331,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'currencyservice', 'checkoutservice']"
RE2-OB,recommendationservice,loss,1,2030,0.15,0.0,1.0,1.0,0.8,21470,9729,13200,1459,0.38518863530507685,0.8500359749203412,"['frontendservice', 'recommendationservice', 'currencyservice', 'checkoutservice', 'productcatalogservice']"
RE2-OB,recommendationservice,loss,1,2030,0.2,0.0,1.0,1.0,0.8,21470,9729,13687,1946,0.3625058220773172,0.7999794429026621,"['frontendservice', 'recommendationservice', 'currencyservice', 'checkoutservice', 'productcatalogservice']"
RE2-OB,recommendationservice,loss,1,2030,0.25,0.0,1.0,1.0,0.8,21470,9729,14173,2432,0.339869585468095,0.7500256963716723,"['frontendservice', 'recommendationservice', 'currencyservice', 'checkoutservice', 'productcatalogservice']"
RE2-OB,recommendationservice,loss,1,2030,0.35,0.0,1.0,1.0,0.8,21470,9729,15146,3405,0.2945505356311132,0.6500154178230033,"['frontendservice', 'recommendationservice', 'currencyservice', 'checkoutservice', 'productcatalogservice']"
RE2-OB,recommendationservice,loss,1,2030,0.5,0.0,1.0,1.0,0.8,21470,9729,16605,4864,0.22659524918490914,0.5000513927433446,"['frontendservice', 'recommendationservice', 'currencyservice', 'productcatalogservice', 'checkoutservice']"
RE2-OB,recommendationservice,loss,1,2030,0.75,0.0,1.0,1.0,0.8,21470,9729,19038,7297,0.11327433628318584,0.24997430362832773,"['frontendservice', 'recommendationservice', 'currencyservice', 'checkoutservice', 'productcatalogservice']"
RE2-OB,recommendationservice,loss,1,2030,1.0,0.0,1.0,1.0,0.8,21470,9729,21470,9729,0.0,0.0,"['frontendservice', 'recommendationservice', 'currencyservice', 'productcatalogservice', 'checkoutservice']"
RE2-OB,recommendationservice,loss,1,2031,0.05,0.0,1.0,1.0,0.8,21470,9729,12227,486,0.4305076851420587,0.9500462534690102,"['frontendservice', 'recommendationservice', 'checkoutservice', 'productcatalogservice', 'currencyservice']"
RE2-OB,recommendationservice,loss,1,2031,0.1,0.0,1.0,1.0,0.8,21470,9729,12714,973,0.40782487191429906,0.899989721451331,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'currencyservice', 'paymentservice']"
RE2-OB,recommendationservice,loss,1,2031,0.15,0.0,1.0,1.0,0.8,21470,9729,13200,1459,0.38518863530507685,0.8500359749203412,"['frontendservice', 'recommendationservice', 'currencyservice', 'checkoutservice', 'productcatalogservice']"
RE2-OB,recommendationservice,loss,1,2031,0.2,0.0,1.0,1.0,0.8,21470,9729,13687,1946,0.3625058220773172,0.7999794429026621,"['frontendservice', 'recommendationservice', 'checkoutservice', 'productcatalogservice', 'currencyservice']"
RE2-OB,recommendationservice,loss,1,2031,0.25,0.0,1.0,1.0,0.8,21470,9729,14173,2432,0.339869585468095,0.7500256963716723,"['frontendservice', 'recommendationservice', 'currencyservice', 'productcatalogservice', 'checkoutservice']"
RE2-OB,recommendationservice,loss,1,2031,0.35,0.0,1.0,1.0,0.8,21470,9729,15146,3405,0.2945505356311132,0.6500154178230033,"['frontendservice', 'recommendationservice', 'checkoutservice', 'currencyservice', 'productcatalogservice']"
RE2-OB,recommendationservice,loss,1,2031,0.5,0.0,1.0,1.0,0.8,21470,9729,16605,4864,0.22659524918490914,0.5000513927433446,"['frontendservice', 'recommendationservice', 'currencyservice', 'checkoutservice', 'productcatalogservice']"
RE2-OB,recommendationservice,loss,1,2031,0.75,0.0,1.0,1.0,0.8,21470,9729,19038,7297,0.11327433628318584,0.24997430362832773,"['frontendservice', 'recommendationservice', 'currencyservice', 'checkoutservice', 'productcatalogservice']"
RE2-OB,recommendationservice,loss,1,2031,1.0,0.0,1.0,1.0,0.8,21470,9729,21470,9729,0.0,0.0,"['frontendservice', 'recommendationservice', 'currencyservice', 'productcatalogservice', 'checkoutservice']"
RE2-OB,recommendationservice,loss,1,2032,0.05,0.0,1.0,1.0,0.8,21470,9729,12227,486,0.4305076851420587,0.9500462534690102,"['frontendservice', 'recommendationservice', 'currencyservice', 'checkoutservice', 'productcatalogservice']"
RE2-OB,recommendationservice,loss,1,2032,0.1,0.0,1.0,1.0,0.8,21470,9729,12714,973,0.40782487191429906,0.899989721451331,"['frontendservice', 'recommendationservice', 'checkoutservice', 'currencyservice', 'productcatalogservice']"
RE2-OB,recommendationservice,loss,1,2032,0.15,0.0,1.0,1.0,0.8,21470,9729,13200,1459,0.38518863530507685,0.8500359749203412,"['frontendservice', 'recommendationservice', 'currencyservice', 'productcatalogservice', 'checkoutservice']"
RE2-OB,recommendationservice,loss,1,2032,0.2,0.0,1.0,1.0,0.8,21470,9729,13687,1946,0.3625058220773172,0.7999794429026621,"['frontendservice', 'recommendationservice', 'currencyservice', 'productcatalogservice', 'checkoutservice']"
RE2-OB,recommendationservice,loss,1,2032,0.25,0.0,1.0,1.0,0.8,21470,9729,14173,2432,0.339869585468095,0.7500256963716723,"['frontendservice', 'recommendationservice', 'currencyservice', 'productcatalogservice', 'checkoutservice']"
RE2-OB,recommendationservice,loss,1,2032,0.35,0.0,1.0,1.0,0.8,21470,9729,15146,3405,0.2945505356311132,0.6500154178230033,"['frontendservice', 'recommendationservice', 'currencyservice', 'productcatalogservice', 'checkoutservice']"
RE2-OB,recommendationservice,loss,1,2032,0.5,0.0,1.0,1.0,0.8,21470,9729,16605,4864,0.22659524918490914,0.5000513927433446,"['frontendservice', 'recommendationservice', 'currencyservice', 'productcatalogservice', 'checkoutservice']"
RE2-OB,recommendationservice,loss,1,2032,0.75,0.0,1.0,1.0,0.8,21470,9729,19038,7297,0.11327433628318584,0.24997430362832773,"['frontendservice', 'recommendationservice', 'currencyservice', 'checkoutservice', 'productcatalogservice']"
RE2-OB,recommendationservice,loss,1,2032,1.0,0.0,1.0,1.0,0.8,21470,9729,21470,9729,0.0,0.0,"['frontendservice', 'recommendationservice', 'currencyservice', 'productcatalogservice', 'checkoutservice']"
RE2-OB,recommendationservice,loss,1,2033,0.05,0.0,1.0,1.0,0.8,21470,9729,12227,486,0.4305076851420587,0.9500462534690102,"['frontendservice', 'recommendationservice', 'currencyservice', 'productcatalogservice', 'checkoutservice']"
RE2-OB,recommendationservice,loss,1,2033,0.1,0.0,1.0,1.0,0.8,21470,9729,12714,973,0.40782487191429906,0.899989721451331,"['frontendservice', 'recommendationservice', 'checkoutservice', 'productcatalogservice', 'currencyservice']"
RE2-OB,recommendationservice,loss,1,2033,0.15,0.0,1.0,1.0,0.8,21470,9729,13200,1459,0.38518863530507685,0.8500359749203412,"['frontendservice', 'recommendationservice', 'currencyservice', 'productcatalogservice', 'checkoutservice']"
RE2-OB,recommendationservice,loss,1,2033,0.2,0.0,1.0,1.0,0.8,21470,9729,13687,1946,0.3625058220773172,0.7999794429026621,"['frontendservice', 'recommendationservice', 'currencyservice', 'productcatalogservice', 'checkoutservice']"
RE2-OB,recommendationservice,loss,1,2033,0.25,0.0,1.0,1.0,0.8,21470,9729,14173,2432,0.339869585468095,0.7500256963716723,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'currencyservice', 'checkoutservice']"
RE2-OB,recommendationservice,loss,1,2033,0.35,0.0,1.0,1.0,0.8,21470,9729,15146,3405,0.2945505356311132,0.6500154178230033,"['frontendservice', 'recommendationservice', 'currencyservice', 'productcatalogservice', 'checkoutservice']"
RE2-OB,recommendationservice,loss,1,2033,0.5,0.0,1.0,1.0,0.8,21470,9729,16605,4864,0.22659524918490914,0.5000513927433446,"['frontendservice', 'recommendationservice', 'currencyservice', 'checkoutservice', 'productcatalogservice']"
RE2-OB,recommendationservice,loss,1,2033,0.75,0.0,1.0,1.0,0.8,21470,9729,19038,7297,0.11327433628318584,0.24997430362832773,"['frontendservice', 'recommendationservice', 'currencyservice', 'productcatalogservice', 'checkoutservice']"
RE2-OB,recommendationservice,loss,1,2033,1.0,0.0,1.0,1.0,0.8,21470,9729,21470,9729,0.0,0.0,"['frontendservice', 'recommendationservice', 'currencyservice', 'productcatalogservice', 'checkoutservice']"
RE2-OB,recommendationservice,loss,1,2034,0.05,0.0,1.0,1.0,0.8,21470,9729,12227,486,0.4305076851420587,0.9500462534690102,"['frontendservice', 'recommendationservice', 'checkoutservice', 'productcatalogservice', 'currencyservice']"
RE2-OB,recommendationservice,loss,1,2034,0.1,0.0,1.0,1.0,0.8,21470,9729,12714,973,0.40782487191429906,0.899989721451331,"['frontendservice', 'recommendationservice', 'currencyservice', 'productcatalogservice', 'checkoutservice']"
RE2-OB,recommendationservice,loss,1,2034,0.15,0.0,1.0,1.0,0.8,21470,9729,13200,1459,0.38518863530507685,0.8500359749203412,"['frontendservice', 'recommendationservice', 'currencyservice', 'productcatalogservice', 'checkoutservice']"
RE2-OB,recommendationservice,loss,1,2034,0.2,0.0,1.0,1.0,0.8,21470,9729,13687,1946,0.3625058220773172,0.7999794429026621,"['frontendservice', 'recommendationservice', 'currencyservice', 'checkoutservice', 'productcatalogservice']"
RE2-OB,recommendationservice,loss,1,2034,0.25,0.0,1.0,1.0,0.8,21470,9729,14173,2432,0.339869585468095,0.7500256963716723,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'checkoutservice', 'currencyservice']"
RE2-OB,recommendationservice,loss,1,2034,0.35,0.0,1.0,1.0,0.8,21470,9729,15146,3405,0.2945505356311132,0.6500154178230033,"['frontendservice', 'recommendationservice', 'currencyservice', 'productcatalogservice', 'checkoutservice']"
RE2-OB,recommendationservice,loss,1,2034,0.5,0.0,1.0,1.0,0.8,21470,9729,16605,4864,0.22659524918490914,0.5000513927433446,"['frontendservice', 'recommendationservice', 'currencyservice', 'checkoutservice', 'productcatalogservice']"
RE2-OB,recommendationservice,loss,1,2034,0.75,0.0,1.0,1.0,0.8,21470,9729,19038,7297,0.11327433628318584,0.24997430362832773,"['frontendservice', 'recommendationservice', 'currencyservice', 'productcatalogservice', 'checkoutservice']"
RE2-OB,recommendationservice,loss,1,2034,1.0,0.0,1.0,1.0,0.8,21470,9729,21470,9729,0.0,0.0,"['frontendservice', 'recommendationservice', 'currencyservice', 'productcatalogservice', 'checkoutservice']"
RE2-OB,recommendationservice,loss,1,2035,0.05,0.0,1.0,1.0,0.8,21470,9729,12227,486,0.4305076851420587,0.9500462534690102,"['frontendservice', 'recommendationservice', 'checkoutservice', 'productcatalogservice', 'paymentservice']"
RE2-OB,recommendationservice,loss,1,2035,0.1,0.0,1.0,1.0,0.8,21470,9729,12714,973,0.40782487191429906,0.899989721451331,"['frontendservice', 'recommendationservice', 'currencyservice', 'checkoutservice', 'productcatalogservice']"
RE2-OB,recommendationservice,loss,1,2035,0.15,0.0,1.0,1.0,0.8,21470,9729,13200,1459,0.38518863530507685,0.8500359749203412,"['frontendservice', 'recommendationservice', 'currencyservice', 'productcatalogservice', 'checkoutservice']"
RE2-OB,recommendationservice,loss,1,2035,0.2,0.0,1.0,1.0,0.8,21470,9729,13687,1946,0.3625058220773172,0.7999794429026621,"['frontendservice', 'recommendationservice', 'currencyservice', 'productcatalogservice', 'checkoutservice']"
RE2-OB,recommendationservice,loss,1,2035,0.25,0.0,1.0,1.0,0.8,21470,9729,14173,2432,0.339869585468095,0.7500256963716723,"['frontendservice', 'recommendationservice', 'currencyservice', 'checkoutservice', 'productcatalogservice']"
RE2-OB,recommendationservice,loss,1,2035,0.35,0.0,1.0,1.0,0.8,21470,9729,15146,3405,0.2945505356311132,0.6500154178230033,"['frontendservice', 'recommendationservice', 'currencyservice', 'productcatalogservice', 'checkoutservice']"
RE2-OB,recommendationservice,loss,1,2035,0.5,0.0,1.0,1.0,0.8,21470,9729,16605,4864,0.22659524918490914,0.5000513927433446,"['frontendservice', 'recommendationservice', 'currencyservice', 'checkoutservice', 'productcatalogservice']"
RE2-OB,recommendationservice,loss,1,2035,0.75,0.0,1.0,1.0,0.8,21470,9729,19038,7297,0.11327433628318584,0.24997430362832773,"['frontendservice', 'recommendationservice', 'currencyservice', 'checkoutservice', 'productcatalogservice']"
RE2-OB,recommendationservice,loss,1,2035,1.0,0.0,1.0,1.0,0.8,21470,9729,21470,9729,0.0,0.0,"['frontendservice', 'recommendationservice', 'currencyservice', 'productcatalogservice', 'checkoutservice']"
RE2-OB,recommendationservice,loss,2,2026,0.05,0.0,1.0,1.0,0.8,23300,10921,12925,546,0.4452789699570815,0.9500045783353173,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'emailservice', 'currencyservice']"
RE2-OB,recommendationservice,loss,2,2026,0.1,0.0,1.0,1.0,0.8,23300,10921,13471,1092,0.4218454935622318,0.9000091566706345,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'currencyservice', 'checkoutservice']"
RE2-OB,recommendationservice,loss,2,2026,0.15,0.0,1.0,1.0,0.8,23300,10921,14017,1638,0.39841201716738195,0.8500137350059518,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'currencyservice', 'checkoutservice']"
RE2-OB,recommendationservice,loss,2,2026,0.2,0.0,1.0,1.0,0.8,23300,10921,14563,2184,0.37497854077253223,0.800018313341269,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'currencyservice', 'emailservice']"
RE2-OB,recommendationservice,loss,2,2026,0.25,0.0,1.0,1.0,0.8,23300,10921,15109,2730,0.3515450643776824,0.7500228916765864,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'emailservice', 'checkoutservice']"
RE2-OB,recommendationservice,loss,2,2026,0.35,0.0,1.0,1.0,0.8,23300,10921,16201,3822,0.30467811158798286,0.650032048347221,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'currencyservice', 'emailservice']"
RE2-OB,recommendationservice,loss,2,2026,0.5,0.0,1.0,1.0,0.8,23300,10921,17839,5460,0.23437768240343348,0.5000457833531728,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'currencyservice', 'checkoutservice']"
RE2-OB,recommendationservice,loss,2,2026,0.75,0.0,1.0,1.0,0.8,23300,10921,20570,8191,0.11716738197424892,0.24997710832341358,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'currencyservice', 'checkoutservice']"
RE2-OB,recommendationservice,loss,2,2026,1.0,0.0,1.0,1.0,0.8,23300,10921,23300,10921,0.0,0.0,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'currencyservice', 'checkoutservice']"
RE2-OB,recommendationservice,loss,2,2027,0.05,0.0,1.0,1.0,0.8,23300,10921,12925,546,0.4452789699570815,0.9500045783353173,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'checkoutservice', 'currencyservice']"
RE2-OB,recommendationservice,loss,2,2027,0.1,0.0,1.0,1.0,0.8,23300,10921,13471,1092,0.4218454935622318,0.9000091566706345,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'currencyservice', 'emailservice']"
RE2-OB,recommendationservice,loss,2,2027,0.15,0.0,1.0,1.0,0.8,23300,10921,14017,1638,0.39841201716738195,0.8500137350059518,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'checkoutservice', 'currencyservice']"
RE2-OB,recommendationservice,loss,2,2027,0.2,0.0,1.0,1.0,0.8,23300,10921,14563,2184,0.37497854077253223,0.800018313341269,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'currencyservice', 'checkoutservice']"
RE2-OB,recommendationservice,loss,2,2027,0.25,0.0,1.0,1.0,0.8,23300,10921,15109,2730,0.3515450643776824,0.7500228916765864,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'currencyservice', 'checkoutservice']"
RE2-OB,recommendationservice,loss,2,2027,0.35,0.0,1.0,1.0,0.8,23300,10921,16201,3822,0.30467811158798286,0.650032048347221,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'currencyservice', 'checkoutservice']"
RE2-OB,recommendationservice,loss,2,2027,0.5,0.0,1.0,1.0,0.8,23300,10921,17839,5460,0.23437768240343348,0.5000457833531728,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'currencyservice', 'checkoutservice']"
RE2-OB,recommendationservice,loss,2,2027,0.75,0.0,1.0,1.0,0.8,23300,10921,20570,8191,0.11716738197424892,0.24997710832341358,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'currencyservice', 'checkoutservice']"
RE2-OB,recommendationservice,loss,2,2027,1.0,0.0,1.0,1.0,0.8,23300,10921,23300,10921,0.0,0.0,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'currencyservice', 'checkoutservice']"
RE2-OB,recommendationservice,loss,2,2028,0.05,0.0,1.0,1.0,0.8,23300,10921,12925,546,0.4452789699570815,0.9500045783353173,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'currencyservice', 'checkoutservice']"
RE2-OB,recommendationservice,loss,2,2028,0.1,0.0,1.0,1.0,0.8,23300,10921,13471,1092,0.4218454935622318,0.9000091566706345,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'checkoutservice', 'currencyservice']"
RE2-OB,recommendationservice,loss,2,2028,0.15,0.0,1.0,1.0,0.8,23300,10921,14017,1638,0.39841201716738195,0.8500137350059518,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'checkoutservice', 'currencyservice']"
RE2-OB,recommendationservice,loss,2,2028,0.2,0.0,1.0,1.0,0.8,23300,10921,14563,2184,0.37497854077253223,0.800018313341269,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'currencyservice', 'emailservice']"
RE2-OB,recommendationservice,loss,2,2028,0.25,0.0,1.0,1.0,0.8,23300,10921,15109,2730,0.3515450643776824,0.7500228916765864,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'currencyservice', 'checkoutservice']"
RE2-OB,recommendationservice,loss,2,2028,0.35,0.0,1.0,1.0,0.8,23300,10921,16201,3822,0.30467811158798286,0.650032048347221,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'currencyservice', 'checkoutservice']"
RE2-OB,recommendationservice,loss,2,2028,0.5,0.0,1.0,1.0,0.8,23300,10921,17839,5460,0.23437768240343348,0.5000457833531728,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'currencyservice', 'checkoutservice']"
RE2-OB,recommendationservice,loss,2,2028,0.75,0.0,1.0,1.0,0.8,23300,10921,20570,8191,0.11716738197424892,0.24997710832341358,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'currencyservice', 'checkoutservice']"
RE2-OB,recommendationservice,loss,2,2028,1.0,0.0,1.0,1.0,0.8,23300,10921,23300,10921,0.0,0.0,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'currencyservice', 'checkoutservice']"
RE2-OB,recommendationservice,loss,2,2029,0.05,0.0,1.0,1.0,0.8,23300,10921,12925,546,0.4452789699570815,0.9500045783353173,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'emailservice', 'currencyservice']"
RE2-OB,recommendationservice,loss,2,2029,0.1,0.0,1.0,1.0,0.8,23300,10921,13471,1092,0.4218454935622318,0.9000091566706345,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'currencyservice', 'checkoutservice']"
RE2-OB,recommendationservice,loss,2,2029,0.15,0.0,1.0,1.0,0.8,23300,10921,14017,1638,0.39841201716738195,0.8500137350059518,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'currencyservice', 'checkoutservice']"
RE2-OB,recommendationservice,loss,2,2029,0.2,0.0,1.0,1.0,0.8,23300,10921,14563,2184,0.37497854077253223,0.800018313341269,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'currencyservice', 'checkoutservice']"
RE2-OB,recommendationservice,loss,2,2029,0.25,0.0,1.0,1.0,0.8,23300,10921,15109,2730,0.3515450643776824,0.7500228916765864,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'currencyservice', 'checkoutservice']"
RE2-OB,recommendationservice,loss,2,2029,0.35,0.0,1.0,1.0,0.8,23300,10921,16201,3822,0.30467811158798286,0.650032048347221,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'currencyservice', 'emailservice']"
RE2-OB,recommendationservice,loss,2,2029,0.5,0.0,1.0,1.0,0.8,23300,10921,17839,5460,0.23437768240343348,0.5000457833531728,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'currencyservice', 'checkoutservice']"
RE2-OB,recommendationservice,loss,2,2029,0.75,0.0,1.0,1.0,0.8,23300,10921,20570,8191,0.11716738197424892,0.24997710832341358,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'currencyservice', 'checkoutservice']"
RE2-OB,recommendationservice,loss,2,2029,1.0,0.0,1.0,1.0,0.8,23300,10921,23300,10921,0.0,0.0,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'currencyservice', 'checkoutservice']"
RE2-OB,recommendationservice,loss,2,2030,0.05,0.0,1.0,1.0,0.8,23300,10921,12925,546,0.4452789699570815,0.9500045783353173,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'emailservice', 'currencyservice']"
RE2-OB,recommendationservice,loss,2,2030,0.1,0.0,1.0,1.0,0.8,23300,10921,13471,1092,0.4218454935622318,0.9000091566706345,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'currencyservice', 'checkoutservice']"
RE2-OB,recommendationservice,loss,2,2030,0.15,0.0,1.0,1.0,0.8,23300,10921,14017,1638,0.39841201716738195,0.8500137350059518,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'currencyservice', 'checkoutservice']"
RE2-OB,recommendationservice,loss,2,2030,0.2,0.0,1.0,1.0,0.8,23300,10921,14563,2184,0.37497854077253223,0.800018313341269,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'currencyservice', 'checkoutservice']"
RE2-OB,recommendationservice,loss,2,2030,0.25,0.0,1.0,1.0,0.8,23300,10921,15109,2730,0.3515450643776824,0.7500228916765864,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'currencyservice', 'checkoutservice']"
RE2-OB,recommendationservice,loss,2,2030,0.35,0.0,1.0,1.0,0.8,23300,10921,16201,3822,0.30467811158798286,0.650032048347221,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'currencyservice', 'emailservice']"
RE2-OB,recommendationservice,loss,2,2030,0.5,0.0,1.0,1.0,0.8,23300,10921,17839,5460,0.23437768240343348,0.5000457833531728,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'currencyservice', 'emailservice']"
RE2-OB,recommendationservice,loss,2,2030,0.75,0.0,1.0,1.0,0.8,23300,10921,20570,8191,0.11716738197424892,0.24997710832341358,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'currencyservice', 'checkoutservice']"
RE2-OB,recommendationservice,loss,2,2030,1.0,0.0,1.0,1.0,0.8,23300,10921,23300,10921,0.0,0.0,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'currencyservice', 'checkoutservice']"
RE2-OB,recommendationservice,loss,2,2031,0.05,0.0,1.0,1.0,0.8,23300,10921,12925,546,0.4452789699570815,0.9500045783353173,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'currencyservice', 'checkoutservice']"
RE2-OB,recommendationservice,loss,2,2031,0.1,0.0,1.0,1.0,0.8,23300,10921,13471,1092,0.4218454935622318,0.9000091566706345,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'currencyservice', 'checkoutservice']"
RE2-OB,recommendationservice,loss,2,2031,0.15,0.0,1.0,1.0,0.8,23300,10921,14017,1638,0.39841201716738195,0.8500137350059518,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'currencyservice', 'emailservice']"
RE2-OB,recommendationservice,loss,2,2031,0.2,0.0,1.0,1.0,0.8,23300,10921,14563,2184,0.37497854077253223,0.800018313341269,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'checkoutservice', 'currencyservice']"
RE2-OB,recommendationservice,loss,2,2031,0.25,0.0,1.0,1.0,0.8,23300,10921,15109,2730,0.3515450643776824,0.7500228916765864,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'currencyservice', 'emailservice']"
RE2-OB,recommendationservice,loss,2,2031,0.35,0.0,1.0,1.0,0.8,23300,10921,16201,3822,0.30467811158798286,0.650032048347221,"['frontendservice', 'recommendationservice', 'productcatalogservice', 'currencyservice', 'checkoutservice']"
